kod_chu,DRUH,ID_IND,KLIC,ROK,POLE,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,UROVEN,IND_GRP,CILMON_CHU
CZ0814092,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2019, 2015","99,""6374a"", 6275a, 6374a, 6274d","PR Bartošovický luh, Poodří , PR Polanský les, Poodří, PR Kotvice, Poodří, nNPR Oderský luh","10995173, 9545218, 9545249, 9545235","1008027, 5834896, 5834911, 5834904",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0110040,Myotis myotis,POP_PRESENCE,ano,2021,5952c,Chuchle PR Homolka,11679298,8202037,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0110040,Myotis myotis,CELKOVE_HODNOCENI,NA,2021,5952c,Chuchle PR Homolka,11679298,8202037,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0110050,Myotis myotis,POP_PRESENCE,ano,"2019, 2014, 2017, 2025, 2026",5952c,"Jinonice, Jinonice - štola v Prokopském údolí, Jinonice, Prokopské údolí, štola, Praha - Prokopské údolí, štola, Prokopské údolí, Prokopské údolí, štola","10874060, 9633594, 9822813, 9822815, 9822816, 15620520, 15620606, 15585360, 15476478","7280847, 5384164, 5911706, 5068313, 12937029, 12802678",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0110050,Myotis myotis,CELKOVE_HODNOCENI,NA,"2019, 2014, 2017, 2025, 2026",5952c,"Jinonice, Jinonice - štola v Prokopském údolí, Jinonice, Prokopské údolí, štola, Praha - Prokopské údolí, štola, Prokopské údolí, Prokopské údolí, štola","10874060, 9633594, 9822813, 9822815, 9822816, 15620520, 15620606, 15585360, 15476478","7280847, 5384164, 5911706, 5068313, 12937029, 12802678",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0113002,Myotis myotis,POP_PRESENCE,ano,2019,5953c,Milíčovské rybníky,"10869221, 10869242",7185244,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0113002,Myotis myotis,CELKOVE_HODNOCENI,NA,2019,5953c,Milíčovské rybníky,"10869221, 10869242",7185244,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0113005,Myotis myotis,POP_PRESENCE,ano,2015,6051b,EVL Lochkovský profil,9823378,6079056,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0113005,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6051b,EVL Lochkovský profil,9823378,6079056,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0113773,Myotis myotis,POP_PRESENCE,ano,2022,5952a,PP Petřín,11924241,8537175,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0113773,Myotis myotis,CELKOVE_HODNOCENI,NA,2022,5952a,PP Petřín,11924241,8537175,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210003,Myotis myotis,POP_PRESENCE,ano,2015,6355d,EVL Na pramenech,9826270,6081999,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210003,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6355d,EVL Na pramenech,9826270,6081999,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210027,Myotis myotis,POP_PRESENCE,ano,"2013, 2015, 2014","6054b, 15,""6054b""","Jevany, Jevany - Bučina, Jevany - Bučiny, NPR Voděradské bučiny","10073566, 10073558, 10073575, 9140888","6316614, 6316612, 6316616, 991635",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210027,Myotis myotis,CELKOVE_HODNOCENI,NA,"2013, 2015, 2014","6054b, 15,""6054b""","Jevany, Jevany - Bučina, Jevany - Bučiny, NPR Voděradské bučiny","10073566, 10073558, 10073575, 9140888","6316614, 6316612, 6316616, 991635",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210043,Myotis myotis,POP_PRESENCE,ano,"2019, 2015","6150d, 2,""6150d""","Dobříš, EVL Hradec a Kuchyňka","10755338, 9826713","7073361, 6082480",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210043,Myotis myotis,CELKOVE_HODNOCENI,NA,"2019, 2015","6150d, 2,""6150d""","Dobříš, EVL Hradec a Kuchyňka","10755338, 9826713","7073361, 6082480",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210047,Myotis myotis,POP_PRESENCE,ano,2015,6448b,"Hutě pod Třemšínem, Třemšín, Voltuš, lokalita ""Hengst""","9636507, 10073397, 10073395, 10075483, 9636502, 10075485","5905140, 6316450, 5905135, 6316451",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210047,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6448b,"Hutě pod Třemšínem, Třemšín, Voltuš, lokalita ""Hengst""","9636507, 10073397, 10073395, 10075483, 9636502, 10075485","5905140, 6316450, 5905135, 6316451",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210053,Myotis myotis,POP_PRESENCE,ano,2014,6252c,Smilovice,9139601,5492084,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210053,Myotis myotis,CELKOVE_HODNOCENI,NA,2014,6252c,Smilovice,9139601,5492084,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210101,Myotis myotis,POP_PRESENCE,ano,2012,"96,""5757b""",5757,9012208,1790186,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210101,Myotis myotis,CELKOVE_HODNOCENI,NA,2012,"96,""5757b""",5757,9012208,1790186,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210109,Myotis myotis,POP_PRESENCE,ano,2025,5655b,Chloumek u Mladé Boleslavi,"15283241, 15283678",12646859,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210109,Myotis myotis,CELKOVE_HODNOCENI,NA,2025,5655b,Chloumek u Mladé Boleslavi,"15283241, 15283678",12646859,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210118,Myotis myotis,POP_PRESENCE,ano,2013,5956b,NPP V jezírkách,8882263,5361613,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210118,Myotis myotis,CELKOVE_HODNOCENI,NA,2013,5956b,NPP V jezírkách,8882263,5361613,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210150,Myotis myotis,POP_PRESENCE,ano,2012,5756a,NPR Čtvrtě,8787737,5167844,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210150,Myotis myotis,CELKOVE_HODNOCENI,NA,2012,5756a,NPR Čtvrtě,8787737,5167844,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0210421,Myotis myotis,POP_PRESENCE,ano,2012,6050d,"Na Mramoru, Na Mramoru - štola","9371296, 8522460","5668057, 5062715",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,1
CZ0210421,Myotis myotis,CELKOVE_HODNOCENI,NA,2012,6050d,"Na Mramoru, Na Mramoru - štola","9371296, 8522460","5668057, 5062715",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0210729,Myotis myotis,POP_PRESENCE,ano,2013,5852a,NPR Větrušické rokle,8885133,5364378,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0210729,Myotis myotis,CELKOVE_HODNOCENI,NA,2013,5852a,NPR Větrušické rokle,8885133,5364378,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0212020,Myotis myotis,POP_PRESENCE,ano,2013,5555a,NPP Rečkov,"8885255, 8885256",5364444,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0212020,Myotis myotis,CELKOVE_HODNOCENI,NA,2013,5555a,NPP Rečkov,"8885255, 8885256",5364444,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213039,Myotis myotis,POP_PRESENCE,ano,2015,"71,""5652b""",EVL Labe - Liběchov,9826857,6082678,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213039,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,"71,""5652b""",EVL Labe - Liběchov,9826857,6082678,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213050,Myotis myotis,POP_PRESENCE,ano,2016,6249b,"Mlýnský rybník, Velcí, Mlýnský rybník","9820851, 10090559","6075446, 6332448",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213050,Myotis myotis,CELKOVE_HODNOCENI,NA,2016,6249b,"Mlýnský rybník, Velcí, Mlýnský rybník","9820851, 10090559","6075446, 6332448",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213067,Myotis myotis,POP_PRESENCE,ano,2015,"99,""6257c""",EVL Sázava,9826848,6082660,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213067,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,"99,""6257c""",EVL Sázava,9826848,6082660,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213068,Myotis myotis,POP_PRESENCE,ano,2023,6153d,Týnec nad Sázavou,"12724583, 12724584",9527880,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213068,Myotis myotis,CELKOVE_HODNOCENI,NA,2023,6153d,Týnec nad Sázavou,"12724583, 12724584",9527880,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213600,Myotis myotis,POP_PRESENCE,ano,"2018, 2020",5454d,"Bělá pod Bezdězem, Bělá pod Bezdězem - zámek","10730434, 11290689","5378051, 5062992",ne,val,ano,přítomnost druhu,ano,špatný,chu,val,0
CZ0213600,Myotis myotis,CELKOVE_HODNOCENI,NA,"2018, 2020",5454d,"Bělá pod Bezdězem, Bělá pod Bezdězem - zámek","10730434, 11290689","5378051, 5062992",zhoršený,NA,NA,NA,NA,zhoršený,chu,NA,0
CZ0213601,Myotis myotis,POP_PRESENCE,ano,2019,6050a,Beroun - ZŠ Jungmannova,11223483,7659854,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213601,Myotis myotis,CELKOVE_HODNOCENI,NA,2019,6050a,Beroun - ZŠ Jungmannova,11223483,7659854,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213610,Myotis myotis,POP_PRESENCE,ano,"2016, 2023",5949c,"Křivoklát - sklepy pivovaru, Křivoklát - věž hradu","9807978, 12957130","5066354, 5066351",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213610,Myotis myotis,CELKOVE_HODNOCENI,NA,"2016, 2023",5949c,"Křivoklát - sklepy pivovaru, Křivoklát - věž hradu","9807978, 12957130","5066354, 5066351",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213611,Myotis myotis,POP_PRESENCE,ano,2025,5656a,Ledce,"14939987, 15077698",1323503,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213611,Myotis myotis,CELKOVE_HODNOCENI,NA,2025,5656a,Ledce,"14939987, 15077698",1323503,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213613,Myotis myotis,POP_PRESENCE,ano,2015,6057c,Malešov,9173818,5505163,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213613,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6057c,Malešov,9173818,5505163,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213615,Myotis myotis,POP_PRESENCE,ano,2021,6452a,Jarnice - štola,11777386,5063510,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213615,Myotis myotis,CELKOVE_HODNOCENI,NA,2021,6452a,Jarnice - štola,11777386,5063510,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213620,Myotis myotis,POP_PRESENCE,ano,"2016, 2013",6354d,"Roudný - štola Mořic, Štola Mořic","9807963, 8809211","5069050, 5295049",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213620,Myotis myotis,CELKOVE_HODNOCENI,NA,"2016, 2013",6354d,"Roudný - štola Mořic, Štola Mořic","9807963, 8809211","5069050, 5295049",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213621,Myotis myotis,POP_PRESENCE,ano,"2014, 2013, 2026, 2025, 2018",6051a,"Anděrova štola, Bucharova štola, Maršálkova štola, Mořina - Gotická chodba v lomu Mexiko, Mořina - Velká Amerika U Tunelu, Mořina - Vodní štola v Mexiku, Průchodová štola na Mexiko, Tunel ve Velké Americe, Velká Amerika, Zbytovského štola, vodní štola ve Velké Americe, štola Feministka","9371172, 8903430, 9371188, 15546611, 15546610, 13451219, 13451218, 9371321, 9371405, 10381052, 10397941, 9371423, 15546237, 9371359","5668017, 5069001, 998557, 7284026, 6076724, 6860028, 5668065, 5668092, 5902607, 5668100, 5517604, 5668078",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,1
CZ0213621,Myotis myotis,CELKOVE_HODNOCENI,NA,"2014, 2013, 2026, 2025, 2018",6051a,"Anděrova štola, Bucharova štola, Maršálkova štola, Mořina - Gotická chodba v lomu Mexiko, Mořina - Velká Amerika U Tunelu, Mořina - Vodní štola v Mexiku, Průchodová štola na Mexiko, Tunel ve Velké Americe, Velká Amerika, Zbytovského štola, vodní štola ve Velké Americe, štola Feministka","9371172, 8903430, 9371188, 15546611, 15546610, 13451219, 13451218, 9371321, 9371405, 10381052, 10397941, 9371423, 15546237, 9371359","5668017, 5069001, 998557, 7284026, 6076724, 6860028, 5668065, 5668092, 5902607, 5668100, 5517604, 5668078",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0213626,Myotis myotis,POP_PRESENCE,ano,2015,6150a,DEL0170 - Suchomasty 1 - zámeček,9475181,1172831,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213626,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6150a,DEL0170 - Suchomasty 1 - zámeček,9475181,1172831,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213628,Myotis myotis,POP_PRESENCE,ano,"2020, 2019, 2025, 2021",6149a,"Královský palác na hradě Točník, Točník, Točník - hrad, Točník 10, 267 51 Točník","11287516, 10723416, 15620916, 11874512","7663392, 7040439, 5164354, 8469119",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213628,Myotis myotis,CELKOVE_HODNOCENI,NA,"2020, 2019, 2025, 2021",6149a,"Královský palác na hradě Točník, Točník, Točník - hrad, Točník 10, 267 51 Točník","11287516, 10723416, 15620916, 11874512","7663392, 7040439, 5164354, 8469119",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213779,Myotis myotis,POP_PRESENCE,ano,"2015, 2019","77,""6052a"", 6052b","EVL Břežanské údolí, Točná","9826855, 10756174","6082674, 7074324",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213779,Myotis myotis,CELKOVE_HODNOCENI,NA,"2015, 2019","77,""6052a"", 6052b","EVL Břežanské údolí, Točná","9826855, 10756174","6082674, 7074324",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213783,Myotis myotis,POP_PRESENCE,ano,2015,6149d,EVL Felbabka,9826712,6082478,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213783,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6149d,EVL Felbabka,9826712,6082478,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213787,Myotis myotis,POP_PRESENCE,ano,2015,6249a,EVL Hrachoviště,9826720,6082487,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213787,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6249a,EVL Hrachoviště,9826720,6082487,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213814,Myotis myotis,POP_PRESENCE,ano,2015,6248c,EVL Ledný potok,9826730,6082494,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213814,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6248c,EVL Ledný potok,9826730,6082494,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213817,Myotis myotis,POP_PRESENCE,ano,2015,6249d,EVL Obecnický potok,9826439,6082127,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213817,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6249d,EVL Obecnický potok,9826439,6082127,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213818,Myotis myotis,POP_PRESENCE,ano,2017,6249d,"Obecnice, vodní nádrž Obecnice",10090564,6329110,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213818,Myotis myotis,CELKOVE_HODNOCENI,NA,2017,6249d,"Obecnice, vodní nádrž Obecnice",10090564,6329110,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214002,Myotis myotis,POP_PRESENCE,ano,"2018, 2020","6051c, 6051d","Karlické údolí, Mořinka","10544167, 10544171, 10544174, 10544179, 10544180, 10544181, 10544182, 10545189, 10545190, 10545194, 11257040, 11257041","4937894, 7629265",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214002,Myotis myotis,CELKOVE_HODNOCENI,NA,"2018, 2020","6051c, 6051d","Karlické údolí, Mořinka","10544167, 10544171, 10544174, 10544179, 10544180, 10544181, 10544182, 10545189, 10545190, 10545194, 11257040, 11257041","4937894, 7629265",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214003,Myotis myotis,POP_PRESENCE,ano,"2016, 2017, 2018, 2025, 2014, 2026, 2024, 2019, 2013",6050c,"Jeskyně Zlomená, Jeskyně Žába, Kobyla - tunel, Kobyla - vstupní tunel, Koněpruské jeskyně, Koněprusy - Bonzákova sluj, Koněprusy - Bonzákova slůj, NPP Zlatý kůň, jeskyně Zlomená, jeskyně Žába","9807806, 10087436, 10730114, 13446205, 9371264, 15555327, 12835098, 11459306, 11459307, 11459308, 9371248, 9371252","5062657, 5062663, 5062656, 998551, 5668046, 10670762, 9684984, 1011596, 5668041, 5668042",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,1
CZ0214003,Myotis myotis,CELKOVE_HODNOCENI,NA,"2016, 2017, 2018, 2025, 2014, 2026, 2024, 2019, 2013",6050c,"Jeskyně Zlomená, Jeskyně Žába, Kobyla - tunel, Kobyla - vstupní tunel, Koněpruské jeskyně, Koněprusy - Bonzákova sluj, Koněprusy - Bonzákova slůj, NPP Zlatý kůň, jeskyně Zlomená, jeskyně Žába","9807806, 10087436, 10730114, 13446205, 9371264, 15555327, 12835098, 11459306, 11459307, 11459308, 9371248, 9371252","5062657, 5062663, 5062656, 998551, 5668046, 10670762, 9684984, 1011596, 5668041, 5668042",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0214006,Myotis myotis,POP_PRESENCE,ano,"2019, 2017","5755a, 5755c, 5755c, 99,""5755a""","Milovice nad Labem, Mýtko, Milovice, Traviny - západ, pastvina Exmoorských koní a zubrů, Benátky n. Jizerou","10857575, 11001215, 11001216, 11001231, 11001232","7171529, 7299482, 7299487",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214006,Myotis myotis,CELKOVE_HODNOCENI,NA,"2019, 2017","5755a, 5755c, 5755c, 99,""5755a""","Milovice nad Labem, Mýtko, Milovice, Traviny - západ, pastvina Exmoorských koní a zubrů, Benátky n. Jizerou","10857575, 11001215, 11001216, 11001231, 11001232","7171529, 7299482, 7299487",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214008,Myotis myotis,POP_PRESENCE,ano,2012,"96,""5949a""",5949,9012249,1800974,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214008,Myotis myotis,CELKOVE_HODNOCENI,NA,2012,"96,""5949a""",5949,9012249,1800974,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214011,Myotis myotis,POP_PRESENCE,ano,2015,6048b,"NPR Velká Pleš, trvalá monitorovací plocha VÚKOZ v.v.i.","10144722, 10144723",6376944,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214011,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6048b,"NPR Velká Pleš, trvalá monitorovací plocha VÚKOZ v.v.i.","10144722, 10144723",6376944,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214012,Myotis myotis,POP_PRESENCE,ano,"2021, 2015, 2018, 2016, 2023",5456c,"Branžež, Dneboh, EVL - Příhrazskév skály - B8, EVL Příhrazské skály - A10, EVL Příhrazské skály - A4, EVL Příhrazskév skály - B7, Hynšta, Krtola, Krtola u Příhraz - jeskyně, Mužský","11748638, 11748643, 11748662, 11748664, 11746042, 11747952, 11747953, 11748674, 9547041, 9547077, 9547066, 9545659, 9547078, 10730043, 9789933, 12956640, 11746068, 11746099","8278518, 8273560, 5835690, 5835701, 5835144, 5835688, 5375454, 4929536, 5062270, 8273630",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214012,Myotis myotis,CELKOVE_HODNOCENI,NA,"2021, 2015, 2018, 2016, 2023",5456c,"Branžež, Dneboh, EVL - Příhrazskév skály - B8, EVL Příhrazské skály - A10, EVL Příhrazské skály - A4, EVL Příhrazskév skály - B7, Hynšta, Krtola, Krtola u Příhraz - jeskyně, Mužský","11748638, 11748643, 11748662, 11748664, 11746042, 11747952, 11747953, 11748674, 9547041, 9547077, 9547066, 9545659, 9547078, 10730043, 9789933, 12956640, 11746068, 11746099","8278518, 8273560, 5835690, 5835701, 5835144, 5835688, 5375454, 4929536, 5062270, 8273630",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214013,Myotis myotis,POP_PRESENCE,ano,"2012, 2021, 2019, 2015, 2025, 2026, 2018, 2023, 2017, 2016, 2024, 2020","96,""5453a"", 96,""5553d"", 5553b, 5453c, 5553c, 5553a, 5553b, 5553b, 5553d, 5653a, 5552b, 5553a, 5552d","5453, 5553, Blatce, Dražejov u Dubé, Dubá, Harasov - starý hotel, Harasov hotel, Hlučov, skalní mlýn, Jestřebice u Kokořína, Klemperka, Kokořín, Kokořín, rozpadlá budova hotelu Harasov, Mšeno, Olešno, PR Kokořínsko, Pivovarské sklepy ve Vojtěchově, Sedlec u Mšena, Střemy, Truskavna 40, 277 23 Kokořín, Truskavna – jeskyně Klemperka, Tubož, Tupadly - hotel Sv. Kryštof, Vidim - pivovarský sklep, Vidim - sklep bývalého pivovaru, Vidim, pivovarský sklep, Vojtěchov – pivovarský sklep, jeskyně Klemperka, jeskyně Klemperka a okolí, spodní místnost jeskyně Klemperka, Želízy","9012154, 9012168, 11731100, 10857093, 10857097, 10856067, 10857086, 10861331, 9480507, 15620765, 15532839, 10524623, 13732460, 12226915, 10639052, 10734892, 10524656, 10524686, 10076085, 10076086, 11310360, 10524468, 10524941, 11874511, 15620514, 11731107, 9790169, 9791176, 9173198, 14119123, 15447654, 11777450, 10395502, 11236026, 13455989, 10525091, 10525106, 10525197, 10525198","1790809, 1800593, 8251958, 7171070, 7169833, 5759620, 6329941, 969332, 6823852, 10769517, 8951298, 1001415, 6823872, 6823878, 6319223, 968549, 6823716, 6824080, 8469118, 9874649, 8251968, 6048218, 5517795, 9874648, 6337930, 7050237, 6666189, 7598372, 968546, 6824192",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214013,Myotis myotis,CELKOVE_HODNOCENI,NA,"2012, 2021, 2019, 2015, 2025, 2026, 2018, 2023, 2017, 2016, 2024, 2020","96,""5453a"", 96,""5553d"", 5553b, 5453c, 5553c, 5553a, 5553b, 5553b, 5553d, 5653a, 5552b, 5553a, 5552d","5453, 5553, Blatce, Dražejov u Dubé, Dubá, Harasov - starý hotel, Harasov hotel, Hlučov, skalní mlýn, Jestřebice u Kokořína, Klemperka, Kokořín, Kokořín, rozpadlá budova hotelu Harasov, Mšeno, Olešno, PR Kokořínsko, Pivovarské sklepy ve Vojtěchově, Sedlec u Mšena, Střemy, Truskavna 40, 277 23 Kokořín, Truskavna – jeskyně Klemperka, Tubož, Tupadly - hotel Sv. Kryštof, Vidim - pivovarský sklep, Vidim - sklep bývalého pivovaru, Vidim, pivovarský sklep, Vojtěchov – pivovarský sklep, jeskyně Klemperka, jeskyně Klemperka a okolí, spodní místnost jeskyně Klemperka, Želízy","9012154, 9012168, 11731100, 10857093, 10857097, 10856067, 10857086, 10861331, 9480507, 15620765, 15532839, 10524623, 13732460, 12226915, 10639052, 10734892, 10524656, 10524686, 10076085, 10076086, 11310360, 10524468, 10524941, 11874511, 15620514, 11731107, 9790169, 9791176, 9173198, 14119123, 15447654, 11777450, 10395502, 11236026, 13455989, 10525091, 10525106, 10525197, 10525198","1790809, 1800593, 8251958, 7171070, 7169833, 5759620, 6329941, 969332, 6823852, 10769517, 8951298, 1001415, 6823872, 6823878, 6319223, 968549, 6823716, 6824080, 8469118, 9874649, 8251968, 6048218, 5517795, 9874648, 6337930, 7050237, 6666189, 7598372, 968546, 6824192",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214016,Myotis myotis,POP_PRESENCE,ano,"2016, 2025","18,""6256d"", 6256d, 6356b","Hulice, Švihov - chodba v hrázi nádrže Želivka, Želivka - most","9791797, 15620691, 9807809","6050012, 5063022, 5063023",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214016,Myotis myotis,CELKOVE_HODNOCENI,NA,"2016, 2025","18,""6256d"", 6256d, 6356b","Hulice, Švihov - chodba v hrázi nádrže Želivka, Želivka - most","9791797, 15620691, 9807809","6050012, 5063022, 5063023",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
