kod_chu,DRUH,ID_IND,KLIC,ROK,POLE,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,UROVEN,IND_GRP,CILMON_CHU
CZ0624098,Myotis emarginatus,POP_PRESENCE,ano,"2021, 2025",7165d,"692 01 Mikulov, Na Turoldu - jeskyně","11874510, 15620350","8469117, 5061820",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0624098,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2021, 2025",7165d,"692 01 Mikulov, Na Turoldu - jeskyně","11874510, 15620350","8469117, 5061820",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0624099,Myotis emarginatus,POP_PRESENCE,ano,2013,7166a,"Bulhary (distr. Břeclav): rez. Křivé jezero, záp. od Křivého jezera",8915088,1774295,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0624099,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2013,7166a,"Bulhary (distr. Břeclav): rez. Křivé jezero, záp. od Křivého jezera",8915088,1774295,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0624106,Myotis emarginatus,POP_PRESENCE,ano,2014,7162b,Tvořihráz 3,9535767,5827361,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0624106,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2014,7162b,Tvořihráz 3,9535767,5827361,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0624119,Myotis emarginatus,POP_PRESENCE,ano,"2014, 2013",7367b,"NPR Cahnov - Soutok, NPR Ranšpurk 362","9143606, 8915118","1004252, 5382023",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0624119,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2014, 2013",7367b,"NPR Cahnov - Soutok, NPR Ranšpurk 362","9143606, 8915118","1004252, 5382023",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0624130,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2017, 2020, 2021, 2024, 2016, 2023, 2022, 2026, 2012","6666b, 6666c, 6666a, 6566d, 6766a, 6766c, 6766d, 6566c","Balcarka, Barová jeskyně, Býčí skála, Býčí skála - mimo monitoring, Býčí skála, mimo základní monitoring, Císařská jeskyně, Erichova jeskyně, Holštejnská jeskyně, Jeskyně Lidomorna, Jeskyně Mastný flek, Jeskyně Nad Švýcárnou, Jestřábka, Jáchymka, Adamov - Adamov, Kalova jeskyně, Kanibalka, Kateřinská jeskyně, Komínová jeskyně, Koudelkova propast, Koňská jáma, Králova jeskyně, Lidomorna, Lipovecká ventarola, Lipovecká ventarola, Jiná dimenze, Jeskyně pravěkých symbolů, Malčina jeskyně, Mariánská jeskyně, Málčina jeskyně, Netopýrka - jeskyně, Nová Drátenická jeskyně, Nová Rasovna, Nová Rasovna - jeskyně, Ochoz u Brna, Ochozská jeskyně, Ochozská jeskyně - Labyrint, Ochozská jeskyně - Stará Ochozská, Punkevní jeskyně, Punkevní jeskyně - chodba, Punkevní jeskyně - chodba a Macocha, Punkevní jeskyně - chodby, Punkevní jeskyně - tunel, Punkevní jeskyně - tunelová chodba, Pustožlebská zazděná jeskyně, Pustý žleb, Suchdol, Rudické propadání, Rudoleckého propast, Sadová, Adamov, Sloupsko-šošůvské jeskyně, Sloupsko-šošůvské jeskyně - Staré skály a Černá propast, Sloupsko-šošůvské jeskyně - ponory, Sloupsko-šošůvské jeskyně - před vchodem, Sloupsko-šošůvské jeskyně - Černá propast, Sloupská jeskyně, Stará Drátenická jeskyně, Suchdol v Moravském krasu - jeskyně Sedmnáctka, Suchožlebská zazděná jeskyně, V Habříčku, Vavřinecké paleoponory, Výpustek, chodba Punkvy u přístavu - bez vody, chodba Punkvy z Macochy - bez vody, chodba a Staré skály, jeskyně Balcarka, jeskyně Balcarka (bez muzea), jeskyně Býčí skála, jeskyně Dagmar, jeskyně Jáchymka, jeskyně Kanibalka, jeskyně Koňská jáma, jeskyně Lidomorna, jeskyně Mariánská, jeskyně Mastný flek, jeskyně Nad Švýcárnou, jeskyně Netopýrka, jeskyně Nová Dimenze, jeskyně Nová Dratenická, jeskyně Nová Drátenická, jeskyně Nová Rasovna, jeskyně Piková dáma, jeskyně Pravěkých symbolů, jeskyně Pustožlebská zazděná, jeskyně SOky, jeskyně Sedmnáctka, jeskyně Silvestrovka, jeskyně Sonda pod Jedničkou, jeskyně Spirálka, jeskyně Stará Dratenická, jeskyně Suchožlebská zazděná, jeskyně U tří síní, jeskyně Výpustek, Černá propast, Šachta za Evropou a Indií, štola za Švýcárnou, štola č. 2, štola č. 4","15620529, 9808741, 13821962, 15620644, 11731847, 11731415, 13749727, 15620556, 12804525, 14118988, 12805758, 10540154, 12957305, 15620709, 11777598, 15509262, 11290630, 15620650, 13749726, 15620557, 9809125, 10087549, 13749715, 15620593, 12494801, 15569205, 12494747, 13446406, 15530863, 13771830, 14036441, 15620646, 15620639, 14119182, 15620647, 14845933, 15620492, 13820234, 12243745, 9807986, 15620636, 13731550, 11751207, 13749721, 12242659, 11731843, 12804521, 15620536, 12242040, 12242724, 12956976, 11741365, 11731411, 13749725, 15620554, 11751210, 12817567, 13749724, 12817568, 11453128, 15620645, 8198403, 15620531, 14087720, 11757287, 15620648, 13777538, 13777540, 11310240, 15571661, 13749719, 12249191, 14890529, 15466447, 15476423, 14036444, 11748741, 11745967, 12228603, 12249195, 13749716, 12249116, 10997912, 13082887, 13082889, 14036442, 12249149, 12249194, 13456821, 13451929, 13082886, 13082888, 15571662, 15535113, 13820709, 15620710, 11747014, 12247318, 13446850, 13776888, 15569204, 11258811, 13456569, 13776887, 15468234, 11311710, 12033230, 9805767, 12249119, 12249155","5063522, 6063443, 10848721, 8253444, 8252705, 10784908, 9635884, 9637084, 6829166, 9874637, 8329139, 5063535, 12852653, 5063523, 5063536, 10784907, 6063951, 10784896, 5063527, 12916711, 8329134, 10681126, 12878583, 10808501, 11072203, 5062311, 5062310, 5063533, 11940037, 5063520, 10844586, 8976662, 5069776, 5062308, 10768648, 8281460, 10784902, 8971126, 8253440, 9635880, 8329143, 8968256, 8971191, 8270479, 8252701, 10784906, 8281463, 9649627, 10784905, 9649628, 7835056, 5063531, 4977478, 5063524, 11142710, 8285971, 5063534, 10817230, 10817232, 7780358, 12920657, 10784900, 8992167, 12006490, 12791832, 11072206, 8278798, 8273310, 8992171, 10784897, 8992092, 7295799, 10134707, 11072204, 8992125, 10695805, 10688883, 10134706, 12920658, 12884368, 10845566, 8275738, 8986488, 10681990, 10815555, 12916710, 7632479, 10695201, 7784213, 8727744, 6061663, 8992095, 8992131",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0624130,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2017, 2020, 2021, 2024, 2016, 2023, 2022, 2026, 2012","6666b, 6666c, 6666a, 6566d, 6766a, 6766c, 6766d, 6566c","Balcarka, Barová jeskyně, Býčí skála, Býčí skála - mimo monitoring, Býčí skála, mimo základní monitoring, Císařská jeskyně, Erichova jeskyně, Holštejnská jeskyně, Jeskyně Lidomorna, Jeskyně Mastný flek, Jeskyně Nad Švýcárnou, Jestřábka, Jáchymka, Adamov - Adamov, Kalova jeskyně, Kanibalka, Kateřinská jeskyně, Komínová jeskyně, Koudelkova propast, Koňská jáma, Králova jeskyně, Lidomorna, Lipovecká ventarola, Lipovecká ventarola, Jiná dimenze, Jeskyně pravěkých symbolů, Malčina jeskyně, Mariánská jeskyně, Málčina jeskyně, Netopýrka - jeskyně, Nová Drátenická jeskyně, Nová Rasovna, Nová Rasovna - jeskyně, Ochoz u Brna, Ochozská jeskyně, Ochozská jeskyně - Labyrint, Ochozská jeskyně - Stará Ochozská, Punkevní jeskyně, Punkevní jeskyně - chodba, Punkevní jeskyně - chodba a Macocha, Punkevní jeskyně - chodby, Punkevní jeskyně - tunel, Punkevní jeskyně - tunelová chodba, Pustožlebská zazděná jeskyně, Pustý žleb, Suchdol, Rudické propadání, Rudoleckého propast, Sadová, Adamov, Sloupsko-šošůvské jeskyně, Sloupsko-šošůvské jeskyně - Staré skály a Černá propast, Sloupsko-šošůvské jeskyně - ponory, Sloupsko-šošůvské jeskyně - před vchodem, Sloupsko-šošůvské jeskyně - Černá propast, Sloupská jeskyně, Stará Drátenická jeskyně, Suchdol v Moravském krasu - jeskyně Sedmnáctka, Suchožlebská zazděná jeskyně, V Habříčku, Vavřinecké paleoponory, Výpustek, chodba Punkvy u přístavu - bez vody, chodba Punkvy z Macochy - bez vody, chodba a Staré skály, jeskyně Balcarka, jeskyně Balcarka (bez muzea), jeskyně Býčí skála, jeskyně Dagmar, jeskyně Jáchymka, jeskyně Kanibalka, jeskyně Koňská jáma, jeskyně Lidomorna, jeskyně Mariánská, jeskyně Mastný flek, jeskyně Nad Švýcárnou, jeskyně Netopýrka, jeskyně Nová Dimenze, jeskyně Nová Dratenická, jeskyně Nová Drátenická, jeskyně Nová Rasovna, jeskyně Piková dáma, jeskyně Pravěkých symbolů, jeskyně Pustožlebská zazděná, jeskyně SOky, jeskyně Sedmnáctka, jeskyně Silvestrovka, jeskyně Sonda pod Jedničkou, jeskyně Spirálka, jeskyně Stará Dratenická, jeskyně Suchožlebská zazděná, jeskyně U tří síní, jeskyně Výpustek, Černá propast, Šachta za Evropou a Indií, štola za Švýcárnou, štola č. 2, štola č. 4","15620529, 9808741, 13821962, 15620644, 11731847, 11731415, 13749727, 15620556, 12804525, 14118988, 12805758, 10540154, 12957305, 15620709, 11777598, 15509262, 11290630, 15620650, 13749726, 15620557, 9809125, 10087549, 13749715, 15620593, 12494801, 15569205, 12494747, 13446406, 15530863, 13771830, 14036441, 15620646, 15620639, 14119182, 15620647, 14845933, 15620492, 13820234, 12243745, 9807986, 15620636, 13731550, 11751207, 13749721, 12242659, 11731843, 12804521, 15620536, 12242040, 12242724, 12956976, 11741365, 11731411, 13749725, 15620554, 11751210, 12817567, 13749724, 12817568, 11453128, 15620645, 8198403, 15620531, 14087720, 11757287, 15620648, 13777538, 13777540, 11310240, 15571661, 13749719, 12249191, 14890529, 15466447, 15476423, 14036444, 11748741, 11745967, 12228603, 12249195, 13749716, 12249116, 10997912, 13082887, 13082889, 14036442, 12249149, 12249194, 13456821, 13451929, 13082886, 13082888, 15571662, 15535113, 13820709, 15620710, 11747014, 12247318, 13446850, 13776888, 15569204, 11258811, 13456569, 13776887, 15468234, 11311710, 12033230, 9805767, 12249119, 12249155","5063522, 6063443, 10848721, 8253444, 8252705, 10784908, 9635884, 9637084, 6829166, 9874637, 8329139, 5063535, 12852653, 5063523, 5063536, 10784907, 6063951, 10784896, 5063527, 12916711, 8329134, 10681126, 12878583, 10808501, 11072203, 5062311, 5062310, 5063533, 11940037, 5063520, 10844586, 8976662, 5069776, 5062308, 10768648, 8281460, 10784902, 8971126, 8253440, 9635880, 8329143, 8968256, 8971191, 8270479, 8252701, 10784906, 8281463, 9649627, 10784905, 9649628, 7835056, 5063531, 4977478, 5063524, 11142710, 8285971, 5063534, 10817230, 10817232, 7780358, 12920657, 10784900, 8992167, 12006490, 12791832, 11072206, 8278798, 8273310, 8992171, 10784897, 8992092, 7295799, 10134707, 11072204, 8992125, 10695805, 10688883, 10134706, 12920658, 12884368, 10845566, 8275738, 8986488, 10681990, 10815555, 12916710, 7632479, 10695201, 7784213, 8727744, 6061663, 8992095, 8992131",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0713398,Myotis emarginatus,POP_PRESENCE,ano,2015,5770a,Zlaté Hory - Zlaté jezero,9827150,6083073,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0713398,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2015,5770a,Zlaté Hory - Zlaté jezero,9827150,6083073,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0713526,Myotis emarginatus,POP_PRESENCE,ano,2022,6370b,EVL Velká Střelná - štoly,"11918566, 11918567",5938410,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0713526,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2022,6370b,EVL Velká Střelná - štoly,"11918566, 11918567",5938410,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0713722,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2021, 2013",5868a,"Branná - hrad Kolštejn, EVL Branná - hrad, hrad Branná","15513614, 11664654, 8921912","6842599, 9561127, 262103",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0713722,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2021, 2013",5868a,"Branná - hrad Kolštejn, EVL Branná - hrad, hrad Branná","15513614, 11664654, 8921912","6842599, 9561127, 262103",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0713730,Myotis emarginatus,POP_PRESENCE,ano,2025,5769b,Jeskyně Na Špičáku,14862462,5517882,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0713730,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2025,5769b,Jeskyně Na Špičáku,14862462,5517882,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0713741,Myotis emarginatus,POP_PRESENCE,ano,2022,6372c,Soudkova štola,11918352,8518981,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0713741,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2022,6372c,Soudkova štola,11918352,8518981,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0713742,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2018, 2024",5770c,"Důl Weltkriestolle I, Marie Pomocná II - štola, Marie Pomocná III - štola","15620623, 10729997, 14118854","5067787, 5062006, 5062007",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0713742,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2018, 2024",5770c,"Důl Weltkriestolle I, Marie Pomocná II - štola, Marie Pomocná III - štola","15620623, 10729997, 14118854","5067787, 5062006, 5062007",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0713743,Myotis emarginatus,POP_PRESENCE,ano,"2021, 2022",5967c,"Mařka - štola, štola Mařka","11777525, 11919361","5059432, 8521963",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0713743,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2021, 2022",5967c,"Mařka - štola, štola Mařka","11777525, 11919361","5059432, 8521963",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0714073,Myotis emarginatus,POP_PRESENCE,ano,"2022, 2023, 2012","6268c, 6267d","Mladeč, PP Pod Templem, S okraj, Mladečské jeskyně, NPP Třesín, Mladečské jeskyně, NPP Třesín, jeskyně Ve štole, Třesín – štola, Vrapač, Řimice, Za mlýnem","12051149, 12051180, 12051181, 12956983, 11917083, 11918346, 12957304, 8915126, 8915116","8763001, 5063583, 8516993, 8518838, 9874636, 5384358, 5384354",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0714073,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2022, 2023, 2012","6268c, 6267d","Mladeč, PP Pod Templem, S okraj, Mladečské jeskyně, NPP Třesín, Mladečské jeskyně, NPP Třesín, jeskyně Ve štole, Třesín – štola, Vrapač, Řimice, Za mlýnem","12051149, 12051180, 12051181, 12956983, 11917083, 11918346, 12957304, 8915126, 8915116","8763001, 5063583, 8516993, 8518838, 9874636, 5384358, 5384354",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0714080,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2026, 2024, 2018, 2021, 2022, 2019, 2013, 2012","6367a, 6367b","Javoříčko - jeskyně Zkamenělý zámek, Javoříčské jeskyně, Javoříčské jeskyně - Hlinité jeskyně, Javoříčské jeskyně - K Černé propasti, Javoříčské jeskyně - Lví jáma, Javoříčské jeskyně - Medvědí jáma, Javoříčské jeskyně - přístupná část, Javoříčské jeskyně - Švecova díra, Javoříčské jeskyně - Švecovy jeskyně, Jeskyně Za hájovnou, NPR Špraněk, Paničtí díra, NPR Špraněk, Pizdulka, NPR Špraněk, Zátvořice, Paničtí díra, V Habří, Ve stráni, Velké propadání Špraňku, Zkamenělý zámek, Zátvořice, Švecova díra","15620684, 15578241, 14118938, 15620389, 10730068, 11777322, 15620386, 11777324, 15620391, 11918542, 10733457, 10733458, 10736299, 10736297, 8907261, 15535178, 15541408, 11918543, 15599434, 8907280, 8907282, 10736298, 10753902","5061837, 5668037, 5067770, 5067753, 5067749, 5067750, 5067748, 5067755, 5067769, 8519151, 7054419, 7058543, 7058540, 5379370, 5668093, 5668096, 7665545, 5668101, 5379382, 5683279",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0714080,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2026, 2024, 2018, 2021, 2022, 2019, 2013, 2012","6367a, 6367b","Javoříčko - jeskyně Zkamenělý zámek, Javoříčské jeskyně, Javoříčské jeskyně - Hlinité jeskyně, Javoříčské jeskyně - K Černé propasti, Javoříčské jeskyně - Lví jáma, Javoříčské jeskyně - Medvědí jáma, Javoříčské jeskyně - přístupná část, Javoříčské jeskyně - Švecova díra, Javoříčské jeskyně - Švecovy jeskyně, Jeskyně Za hájovnou, NPR Špraněk, Paničtí díra, NPR Špraněk, Pizdulka, NPR Špraněk, Zátvořice, Paničtí díra, V Habří, Ve stráni, Velké propadání Špraňku, Zkamenělý zámek, Zátvořice, Švecova díra","15620684, 15578241, 14118938, 15620389, 10730068, 11777322, 15620386, 11777324, 15620391, 11918542, 10733457, 10733458, 10736299, 10736297, 8907261, 15535178, 15541408, 11918543, 15599434, 8907280, 8907282, 10736298, 10753902","5061837, 5668037, 5067770, 5067753, 5067749, 5067750, 5067748, 5067755, 5067769, 8519151, 7054419, 7058543, 7058540, 5379370, 5668093, 5668096, 7665545, 5668101, 5379382, 5683279",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0714086,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2023, 2021, 2014","5768d, 5768b","Jeskyně Na Pomezí, Jeskyně Na Pomezí - Liščí díra - Rumový dóm, Jeskyně Na Pomezí - Májové jeskyně, Jeskyně Na Pomezí - komplex, Jeskyně Na Pomezí - původní, Jeskyně na Pomezí vyhlídkový okruh a u východu, Lipová Lázně - jeskyně Rasovna, Liščí díra - Rumový dóm, Roušarova jeskyně, Velký Dóm, Vápenná - Roušarova jeskyně","15489196, 12957020, 11777373, 12957016, 11777374, 9679359, 11777389, 15490525, 15503404, 15504403, 11777328","5517877, 5061838, 5069071, 5069068, 5069269, 5950440, 5069012, 5517883, 8521991, 8521990, 5069009",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0714086,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2023, 2021, 2014","5768d, 5768b","Jeskyně Na Pomezí, Jeskyně Na Pomezí - Liščí díra - Rumový dóm, Jeskyně Na Pomezí - Májové jeskyně, Jeskyně Na Pomezí - komplex, Jeskyně Na Pomezí - původní, Jeskyně na Pomezí vyhlídkový okruh a u východu, Lipová Lázně - jeskyně Rasovna, Liščí díra - Rumový dóm, Roušarova jeskyně, Velký Dóm, Vápenná - Roušarova jeskyně","15489196, 12957020, 11777373, 12957016, 11777374, 9679359, 11777389, 15490525, 15503404, 15504403, 11777328","5517877, 5061838, 5069071, 5069068, 5069269, 5950440, 5069012, 5517883, 8521991, 8521990, 5069009",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0714133,Myotis emarginatus,POP_PRESENCE,ano,"2013, 2015, 2016, 2018, 2025, 2022, 2021, 2017, 2024","6370b, 6471b, 6370a","Důl Jan, Gotická štola, Hrubá Voda - břidlicový důl Velká Střelná, Opálová štola, Velká Střelná - Úpadní štola, Velká Střelná - štola 24, Velká Střelná - štola u domova důchodců, Větrný komín, Štola Klikatá, Štola U mostku, Štola U můstku, Štola Špirutka, štola Větrný komín","8931734, 9544880, 9807920, 10730201, 15620406, 11918540, 12494650, 11777337, 12494636, 10087163, 10730200, 10087164, 14119132, 11918537","5388024, 5063961, 1277877, 5063591, 5067138, 8329140, 5067143, 5063960, 6329897, 5063590, 6329898, 6062768, 8519106",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0714133,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2013, 2015, 2016, 2018, 2025, 2022, 2021, 2017, 2024","6370b, 6471b, 6370a","Důl Jan, Gotická štola, Hrubá Voda - břidlicový důl Velká Střelná, Opálová štola, Velká Střelná - Úpadní štola, Velká Střelná - štola 24, Velká Střelná - štola u domova důchodců, Větrný komín, Štola Klikatá, Štola U mostku, Štola U můstku, Štola Špirutka, štola Větrný komín","8931734, 9544880, 9807920, 10730201, 15620406, 11918540, 12494650, 11777337, 12494636, 10087163, 10730200, 10087164, 14119132, 11918537","5388024, 5063961, 1277877, 5063591, 5067138, 8329140, 5067143, 5063960, 6329897, 5063590, 6329898, 6062768, 8519106",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0714772,Myotis emarginatus,POP_PRESENCE,ano,2022,6370a,"Marie Sněžná - štola, štola P. Marie Sněžné","12494633, 11918569","5061282, 8519550",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0714772,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2022,6370a,"Marie Sněžná - štola, štola P. Marie Sněžné","12494633, 11918569","5061282, 8519550",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0723757,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2017",6973a,"Slavičín, Slavičín - zámek","15620878, 10604561","5917318, 5902131",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0723757,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2017",6973a,"Slavičín, Slavičín - zámek","15620878, 10604561","5917318, 5902131",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0723758,Myotis emarginatus,POP_PRESENCE,ano,2022,6772d,Slušovice,12068348,5917319,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0723758,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2022,6772d,Slušovice,12068348,5917319,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0723759,Myotis emarginatus,POP_PRESENCE,ano,2012,6773a,Sintrová štola,8521213,5062016,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0723759,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2012,6773a,Sintrová štola,8521213,5062016,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0724089,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2024, 2018, 2013, 2015, 2020, 2021, 2023","6575b, 6478c, 47,""6575b"", 6576d, 6476b, 77,""6377c"", 76,""6476c"", 6475c, 6774c","Cyrilka, Dolní Lomná, Jeskyně Cyrilka, Jeskyně Vasco, Jeskyně Čertova díra, Kněhyňská jeskyně, NPR Kněhyně - Čertův mlýn, NPR Salajka, Ondrášovy díry, PR Ropice 5639, PR Smrk 1883, Prostřední Bečva, jeskyně Cyrilka, Trojanovice, Trojanovice 489, jeskyně Cyrilka, jeskyně Velryba, Čeladná","15289263, 14080960, 15620696, 10730365, 10730364, 15620332, 9169531, 10144720, 15620308, 12057292, 12057304, 15279812, 15279811, 10282610, 15023712, 12526235, 15620516, 12831355","12657791, 11132269, 5062000, 5834890, 5834889, 5061999, 1009900, 6376943, 5061990, 8773011, 8773045, 12639975, 6554038, 12208652, 9309909, 5062014, 9675659",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0724089,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2024, 2018, 2013, 2015, 2020, 2021, 2023","6575b, 6478c, 47,""6575b"", 6576d, 6476b, 77,""6377c"", 76,""6476c"", 6475c, 6774c","Cyrilka, Dolní Lomná, Jeskyně Cyrilka, Jeskyně Vasco, Jeskyně Čertova díra, Kněhyňská jeskyně, NPR Kněhyně - Čertův mlýn, NPR Salajka, Ondrášovy díry, PR Ropice 5639, PR Smrk 1883, Prostřední Bečva, jeskyně Cyrilka, Trojanovice, Trojanovice 489, jeskyně Cyrilka, jeskyně Velryba, Čeladná","15289263, 14080960, 15620696, 10730365, 10730364, 15620332, 9169531, 10144720, 15620308, 12057292, 12057304, 15279812, 15279811, 10282610, 15023712, 12526235, 15620516, 12831355","12657791, 11132269, 5062000, 5834890, 5834889, 5061999, 1009900, 6376943, 5061990, 8773011, 8773045, 12639975, 6554038, 12208652, 9309909, 5062014, 9675659",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
