kod_chu,DRUH,POSLEDNI_NALEZ
CZ0514041,Ophiogomphus cecilia,2006-08-10
CZ0514041,Rhinolophus hipposideros,2025-01-31
CZ0514042,Abramis brama,2024-09-26
CZ0514042,Aldrovanda vesiculosa,2024-07-25
CZ0514042,Ameiurus melas,2024-09-26
CZ0514042,Ameiurus nebulosus,2024-09-26
CZ0514042,Barbastella barbastellus,2022-09-16
CZ0514042,Blicca bjoerkna,2024-09-26
CZ0514042,Bombina bombina,2005-05-11
CZ0514042,Canis lupus,2026-01-27
CZ0514042,Castor fiber,2022-01-24
CZ0514042,Cottus gobio,2023-10-11
CZ0514042,Cypripedium calceolus,2023-06-05
CZ0514042,Epidalea calamita,2005-05-11
CZ0514042,Euplagia quadripunctaria,2022-07-30
CZ0514042,Graphoderus bilineatus,2022-08-03
CZ0514042,Hamatocaulis vernicosus,2025-09-25
CZ0514042,Hipparchia semele,1995-01-01
CZ0514042,Lemna trisulca,2022-09-15
CZ0514042,Leucorrhinia pectoralis,2023-06-22
CZ0514042,Ligularia sibirica,2025-10-21
CZ0514042,Liparis loeselii,2025-06-23
CZ0514042,Lutra lutra,2023-02-27
CZ0514042,Lycaena dispar,2019-08-01
CZ0514042,Myotis alcathoe/emarginatus,2022-09-16
CZ0514042,Myotis bechsteinii,2014-06-30
CZ0514042,Myotis emarginatus,2022-07-19
CZ0514042,Myotis myotis,2020-08-09
CZ0514042,Myotis sp.,2017-07-31
CZ0514042,Ophiogomphus cecilia,2025-07-14
CZ0514042,Osmoderma barnabita,2023-06-27
CZ0514042,Phengaris nausithous,2022-07-15
CZ0514042,Phengaris teleius,2023-07-11
CZ0514042,Pulsatilla patens,2025-04-08
CZ0514042,Rhinolophus hipposideros,2012-06-21
CZ0514042,Rosalia alpina,2024-06-30
CZ0514042,Rumex sp.,2019-10-14
CZ0514042,Sanguisorba officinalis,2022-07-19
CZ0514042,Scardinius erythrophthalmus,2025-10-30
CZ0514042,Succisa pratensis,2022-07-24
CZ0514042,Trichomanes speciosum,2022-05-20
CZ0514042,Triturus cristatus,2019-08-27
CZ0514042,Vertigo angustior,2022-07-09
CZ0514042,Vertigo moulinsiana,2024-11-21
CZ0514113,Ameiurus nebulosus,2025-11-14
CZ0514113,Barbastella barbastellus,2020-09-20
CZ0514113,Bombina bombina,2025-05-01
CZ0514113,Canis lupus,2024-12-29
CZ0514113,Cobitis elongatoides,2025-11-14
CZ0514113,Cobitis sp.,2023-10-23
CZ0514113,Cucujus cinnaberinus,2022-08-30
CZ0514113,Hamatocaulis vernicosus,2025-09-28
CZ0514113,Lampetra planeri,2000-01-01
CZ0514113,Lemna trisulca,2011-06-16
CZ0514113,Leuciscus aspius,2022-08-29
CZ0514113,Liparis loeselii,2025-06-12
CZ0514113,Lutra lutra,2025-11-13
CZ0514113,Myotis alcathoe/emarginatus,2020-09-21
CZ0514113,Myotis emarginatus,2020-07-11
CZ0514113,Myotis myotis,2020-09-21
CZ0514113,Myotis sp.,2020-09-21
CZ0514113,Phengaris nausithous,2022-07-23
CZ0514113,Phengaris teleius,2022-07-23
CZ0514113,Rhinolophus hipposideros,2025-07-10
CZ0514113,Sanguisorba officinalis,2022-08-04
CZ0514113,Scardinius erythrophthalmus,2024-11-15
CZ0514113,Succisa pratensis,2025-07-15
CZ0514113,Trichomanes speciosum,2020-09-18
CZ0514113,Triturus cristatus,2025-04-23
CZ0514243,Barbastella barbastellus,2024-07-03
CZ0514243,Euplagia quadripunctaria,2018-08-07
CZ0514243,Myotis bechsteinii,2025-08-27
CZ0514243,Myotis emarginatus,2025-08-27
CZ0514243,Myotis myotis,2025-08-27
CZ0514243,Ophiogomphus cecilia,2006-07-26
CZ0514243,Osmoderma barnabita,2020-07-25
CZ0514243,Rhinolophus hipposideros,2025-08-27
CZ0514243,Rosalia alpina,2025-07-15
CZ0514667,Barbastella barbastellus,2005-12-30
CZ0514667,Myotis emarginatus,2024-02-01
CZ0514667,Myotis myotis,2025-02-05
CZ0514667,Rhinolophus hipposideros,2025-02-05
CZ0514668,Barbastella barbastellus,2019-08-09
CZ0514668,Lycaena dispar,2009-07-04
CZ0514668,Myotis bechsteinii,2019-08-30
CZ0514668,Myotis emarginatus,2019-08-22
CZ0514668,Myotis myotis,2019-08-30
CZ0514668,Myotis sp.,2021-02-14
CZ0514668,Rhinolophus hipposideros,2025-01-01
CZ0514669,Abramis brama,2022-01-06
CZ0514669,Ameiurus nebulosus,2022-01-06
CZ0514669,Leucorrhinia pectoralis,2021-06-15
CZ0514669,Liparis loeselii,2005-06-14
CZ0514669,Phengaris nausithous,2021-07-13
CZ0514669,Phengaris teleius,2021-07-13
CZ0514669,Sanguisorba officinalis,2022-06-02
CZ0514669,Succisa pratensis,2012-09-13
CZ0514669,Vertigo moulinsiana,2024-11-28
CZ0514670,Barbastella barbastellus,2023-08-17
CZ0514670,Canis lupus,2024-11-30
CZ0514670,Cottus gobio,2023-08-31
CZ0514670,Cucujus cinnaberinus,2021-04-30
CZ0514670,Lemna trisulca,2013-06-19
CZ0514670,Lutra lutra,2023-11-17
CZ0514670,Lycaena dispar,2022-06-22
CZ0514670,Myotis bechsteinii,2023-08-17
CZ0514670,Myotis myotis,2020-08-21
CZ0514670,Osmoderma barnabita,2022-11-29
CZ0514670,Phengaris nausithous,2023-07-27
CZ0514670,Phengaris teleius,2023-07-27
CZ0514670,Rhinolophus hipposideros,2020-08-21
CZ0514670,Sanguisorba officinalis,2014-05-23
CZ0514670,Trichomanes speciosum,2025-02-07
CZ0514670,Vertigo angustior,2020-09-30
CZ0514670,Vertigo moulinsiana,2020-09-30
CZ0514672,Buxbaumia viridis,2016-10-01
CZ0514672,Cottus gobio,2023-09-24
CZ0514672,Lampetra planeri,2022-10-29
CZ0514672,Lutra lutra,2020-05-09
CZ0514672,Ophiogomphus cecilia,2021-08-18
CZ0514672,Rumex sp.,2016-05-28
CZ0514672,Salmo trutta,2023-07-06
CZ0514672,Succisa pratensis,2008-08-06
CZ0515001,Hamatocaulis vernicosus,2019-10-04
CZ0520008,Myotis bechsteinii,2015-05-17
CZ0520009,Phengaris nausithous,2021-07-20
CZ0520009,Phengaris teleius,2021-07-20
CZ0520009,Sanguisorba officinalis,2016-06-29
CZ0520009,Succisa pratensis,2016-07-18
CZ0520022,Bombina bombina,2024-05-10
CZ0520022,Lutra lutra,2023-03-10
CZ0520022,Lycaena dispar,2018-07-27
CZ0520022,Phengaris teleius,2015-07-29
CZ0520022,Sanguisorba officinalis,2019-04-30
CZ0520022,Succisa pratensis,2019-04-30
CZ0520022,Triturus cristatus,2005-03-28
CZ0520028,Abramis brama,2004-01-01
CZ0520028,Barbastella barbastellus,2013-07-25
CZ0520028,Bombina bombina,2020-06-09
CZ0520028,Cottus gobio,2020-09-18
CZ0520028,Lampetra planeri,2020-09-18
CZ0520028,Leuciscus aspius,2004-01-01
CZ0520028,Lutra lutra,2016-05-01
CZ0520028,Ophiogomphus cecilia,2004-08-04
CZ0520028,Osmoderma barnabita,2011-08-07
CZ0520028,Phengaris nausithous,2023-07-21
CZ0520028,Phengaris teleius,2023-07-21
CZ0520028,Salmo trutta,2020-09-18
CZ0520028,Sanguisorba officinalis,2024-05-09
CZ0520028,Vertigo angustior,2021-10-01
CZ0520030,Lutra lutra,2007-01-01
CZ0520030,Myotis myotis,2012-06-21
CZ0520030,Sanguisorba officinalis,2021-06-16
CZ0520030,Succisa pratensis,2006-09-21
CZ0520030,Triturus cristatus,2008-04-20
CZ0520038,Bombina bombina,2022-06-12
CZ0520038,Lucanus cervus,2024-03-24
CZ0520038,Myotis emarginatus,2007-07-06
CZ0520038,Osmoderma barnabita,2005-07-18
CZ0520038,Triturus cristatus,2008-03-17
CZ0520178,Barbastella barbastellus,2022-01-16
CZ0520178,Lampetra planeri,2004-01-01
CZ0520178,Myotis emarginatus,2001-01-01
CZ0520178,Myotis sp.,2020-01-30
CZ0520178,Phengaris teleius,2011-07-13
CZ0520178,Salmo trutta,2004-01-01
CZ0520178,Sanguisorba officinalis,2015-09-03
CZ0520178,Triturus cristatus,2025-07-05
CZ0520184,Bombina bombina,2015-03-01
CZ0520184,Sanguisorba officinalis,2009-05-07
CZ0520184,Succisa pratensis,2012-05-19
CZ0520507,Sanguisorba officinalis,2019-07-01
CZ0520508,Barbastella barbastellus,2015-05-01
CZ0520508,Lutra lutra,2015-05-01
CZ0520508,Myotis myotis,2015-05-01
CZ0520508,Phengaris nausithous,2021-07-19
CZ0520508,Sanguisorba officinalis,2021-07-19
CZ0520511,Sanguisorba officinalis,2015-07-17
CZ0520518,Barbastella barbastellus,2022-12-17
CZ0520518,Canis lupus,2025-01-26
CZ0520518,Lynx lynx,2021-02-08
CZ0520518,Rhinolophus hipposideros,2013-08-27
CZ0520518,Sanguisorba officinalis,2019-06-18
CZ0520519,Abramis brama,2021-07-03
CZ0520519,Barbastella barbastellus,2015-06-11
CZ0520519,Canis lupus,2025-07-25
CZ0520519,Cottus gobio,2023-07-12
CZ0520519,Lampetra planeri,2004-01-01
CZ0520519,Leucorrhinia pectoralis,2022-06-11
CZ0520519,Lutra lutra,2021-07-28
CZ0520519,Lynx lynx,2013-02-17
CZ0520519,Myotis myotis,2025-01-08
CZ0520519,Myotis sp.,2023-01-14
CZ0520519,Rhinolophus hipposideros,2013-08-18
CZ0520519,Salmo trutta,2013-10-19
CZ0520519,Sanguisorba officinalis,2020-07-14
CZ0520519,Succisa pratensis,2003-09-22
CZ0520600,Barbastella barbastellus,2015-09-03
CZ0520600,Canis lupus,2026-01-18
CZ0520600,Cottus gobio,2009-06-09
CZ0520600,Hamatocaulis vernicosus,2001-01-01
CZ0520600,Leucorrhinia pectoralis,2022-06-10
CZ0520600,Lutra lutra,2024-05-03
CZ0520600,Lycaena dispar,2017-06-24
CZ0520600,Lynx lynx,2009-08-18
CZ0520600,Myotis myotis,2015-09-03
CZ0520600,Ophiogomphus cecilia,2004-07-30
CZ0520600,Phengaris nausithous,2020-07-28
CZ0520600,Phengaris teleius,2020-07-19
CZ0520600,Rumex sp.,2022-06-12
CZ0520600,Salmo trutta,2019-09-24
CZ0520600,Sanguisorba officinalis,2025-05-10
CZ0520603,Cottus gobio,2023-07-27
CZ0520603,Phengaris nausithous,2021-08-25
CZ0520603,Sanguisorba officinalis,2022-07-01
CZ0520604,Barbastella barbastellus,2015-06-27
CZ0520604,Cottus gobio,2023-10-24
CZ0520604,Lampetra planeri,2024-09-11
CZ0520604,Lutra lutra,2020-07-31
CZ0520604,Myotis bechsteinii,2015-06-27
CZ0520604,Myotis emarginatus,2022-02-10
CZ0520604,Myotis myotis,2025-02-18
CZ0520604,Rhinolophus hipposideros,2025-02-18
CZ0520604,Salmo trutta,2023-10-24
CZ0520604,Sanguisorba officinalis,2017-10-12
CZ0522002,Cypripedium calceolus,2022-05-19
CZ0522127,Adenophora liliifolia,2024-07-25
CZ0522129,Cypripedium calceolus,2024-05-14
CZ0523002,Bombina bombina,2025-06-26
CZ0523002,Lemna trisulca,2012-06-18
CZ0523002,Triturus cristatus,2020-05-27
CZ0523003,Bombina bombina,2025-06-13
CZ0523003,Lemna trisulca,2015-08-15
CZ0523003,Lutra lutra,2018-04-04
CZ0523003,Triturus cristatus,2025-06-13
CZ0523005,Bombina bombina,2024-08-19
CZ0523006,Coenagrion ornatum,2025-06-01
CZ0523006,Lutra lutra,2016-10-29
CZ0523006,Lycaena dispar,2025-06-01
CZ0523006,Sanguisorba officinalis,2015-06-14
CZ0523007,Cottus gobio,2023-10-17
CZ0523007,Lampetra planeri,2023-10-17
CZ0523007,Lutra lutra,2022-07-28
CZ0523007,Myotis myotis,2015-05-10
CZ0523007,Ophiogomphus cecilia,2022-06-26
CZ0523007,Salmo trutta,2022-10-06
CZ0523007,Sanguisorba officinalis,2007-10-05
CZ0523009,Barbastella barbastellus,2016-01-27
CZ0523009,Rhinolophus hipposideros,2025-02-25
CZ0523010,Bombina bombina,2024-08-21
CZ0523010,Epidalea calamita,2024-05-03
CZ0523010,Hipparchia semele,1995-01-01
CZ0523010,Leucorrhinia pectoralis,2021-06-24
CZ0523010,Lycaena dispar,2021-09-05
CZ0523010,Myotis myotis,2020-06-12
CZ0523010,Ophiogomphus cecilia,2010-06-13
CZ0523010,Osmoderma barnabita,2017-11-04
CZ0523010,Phengaris nausithous,2021-08-06
CZ0523010,Phengaris teleius,2025-07-10
CZ0523010,Sanguisorba officinalis,2025-09-15
CZ0523010,Succisa pratensis,2025-09-15
CZ0523010,Triturus cristatus,2025-07-31
CZ0523010,Vertigo angustior,2006-11-15
CZ0523011,Bombina bombina,2025-05-15
CZ0523011,Triturus cristatus,2025-08-05
CZ0523014,Phengaris nausithous,2025-08-06
CZ0523014,Phengaris teleius,2025-08-06
CZ0523014,Sanguisorba officinalis,2019-06-16
CZ0523264,Ameiurus nebulosus,2004-01-01
CZ0523264,Blicca bjoerkna,2004-01-01
CZ0523264,Lampetra planeri,1950-01-01
CZ0523264,Leuciscus aspius,2004-01-01
CZ0523264,Lutra lutra,2025-08-13
CZ0523264,Osmoderma barnabita,2016-06-23
CZ0523264,Rhodeus amarus,2004-01-01
CZ0523264,Salmo trutta,2004-01-01
CZ0523264,Sanguisorba officinalis,2010-05-20
CZ0523264,Scardinius erythrophthalmus,2004-01-01
CZ0523264,Unio crassus,2025-08-13
CZ0523265,Barbastella barbastellus,2025-05-20
CZ0523265,Bombina bombina,2025-07-14
CZ0523265,Leucorrhinia pectoralis,2003-06-22
CZ0523265,Rumex sp.,2010-01-01
CZ0523265,Sanguisorba officinalis,2025-04-04
CZ0523265,Triturus cristatus,2025-07-14
CZ0523266,Ameiurus nebulosus,2025-07-23
CZ0523266,Hipparchia semele,1995-01-01
CZ0523266,Lemna trisulca,2008-09-26
CZ0523266,Myotis myotis,2015-05-08
CZ0523266,Sanguisorba officinalis,2020-05-05
CZ0523266,Succisa pratensis,2017-05-17
CZ0523266,Vertigo angustior,2019-08-14
CZ0523267,Ameiurus melas,2024-05-30
CZ0523267,Ameiurus nebulosus,2024-05-30
CZ0523267,Barbastella barbastellus,2015-09-07
CZ0523267,Canis lupus,2024-02-27
CZ0523267,Castor fiber,2025-07-03
CZ0523267,Cottus gobio,2023-10-23
CZ0523267,Lampetra planeri,2021-09-21
CZ0523267,Lutra lutra,2026-01-14
CZ0523267,Lycaena dispar,2024-06-15
CZ0523267,Myotis myotis,2015-09-07
CZ0523267,Phengaris nausithous,2020-08-01
CZ0523267,Phengaris teleius,2020-08-01
CZ0523267,Salmo trutta,2021-09-21
CZ0523267,Sanguisorba officinalis,2024-06-25
CZ0523267,Succisa pratensis,2020-07-19
CZ0523268,Bombina bombina,2024-08-17
CZ0523268,Osmoderma barnabita,2017-03-21
CZ0523268,Phengaris nausithous,2022-07-07
CZ0523268,Phengaris teleius,2022-07-07
CZ0523268,Sanguisorba officinalis,2021-06-15
CZ0523268,Succisa pratensis,2021-06-15
CZ0523268,Triturus cristatus,2012-01-01
CZ0523273,Abramis brama,2004-01-01
CZ0523273,Bombina bombina,2008-04-29
CZ0523273,Leuciscus aspius,2004-01-01
CZ0523273,Lutra lutra,2015-09-14
CZ0523273,Myotis myotis,2009-06-06
CZ0523273,Phengaris nausithous,2013-07-18
CZ0523273,Phengaris teleius,2005-07-28
CZ0523273,Salmo trutta,2004-01-01
CZ0523273,Sanguisorba officinalis,2025-05-10
CZ0523273,Scardinius erythrophthalmus,2004-01-01
CZ0523273,Unio crassus,2025-05-18
CZ0523274,Osmoderma barnabita,2021-08-13
CZ0523275,Phengaris nausithous,2025-08-21
CZ0523275,Phengaris teleius,2025-07-20
CZ0523275,Sanguisorba officinalis,2025-04-14
CZ0523276,Bombina bombina,2025-07-14
CZ0523276,Scardinius erythrophthalmus,2025-10-08
CZ0523276,Triturus cristatus,2025-06-14
CZ0523277,Cottus gobio,2023-09-24
CZ0523277,Lampetra planeri,2015-09-03
CZ0523277,Lutra lutra,2011-10-03
CZ0523277,Salmo trutta,2015-09-03
CZ0523279,Unio crassus,2025-04-05
CZ0523280,Abramis brama,2004-01-01
CZ0523280,Castor fiber,2021-05-22
CZ0523280,Cottus gobio,2022-10-25
CZ0523280,Lampetra planeri,2023-09-16
CZ0523280,Lutra lutra,2026-02-26
CZ0523280,Salmo trutta,2019-09-25
CZ0523280,Sanguisorba officinalis,2018-09-20
CZ0523280,Scardinius erythrophthalmus,2004-01-01
CZ0523282,Bombina bombina,2025-05-31
CZ0523282,Triturus cristatus,2001-05-01
CZ0523283,Cucujus cinnaberinus,2023-03-14
CZ0523283,Euphydryas maturna,2007-06-09
CZ0523283,Lucanus cervus,2023-07-03
CZ0523283,Sanguisorba officinalis,2012-04-01
CZ0523284,Lucanus cervus,2000-01-01
CZ0523284,Osmoderma barnabita,2023-08-03
CZ0523286,Bombina bombina,2025-07-14
CZ0523286,Myotis myotis,2025-07-14
CZ0523286,Sanguisorba officinalis,2010-06-06
CZ0523286,Vertigo angustior,2012-08-21
CZ0523288,Castor fiber,2017-03-20
CZ0523288,Coenagrion ornatum,2025-06-29
CZ0523288,Cucujus cinnaberinus,2025-04-20
CZ0523288,Ophiogomphus cecilia,2019-07-20
CZ0523288,Rhinolophus hipposideros,2016-06-18
CZ0523288,Sanguisorba officinalis,2010-05-29
CZ0523290,Bombina bombina,2013-06-07
CZ0523290,Cucujus cinnaberinus,2018-06-21
CZ0523290,Lemna trisulca,2009-08-15
CZ0523290,Lycaena dispar,2007-08-22
CZ0523290,Ophiogomphus cecilia,2014-07-25
CZ0523290,Osmoderma barnabita,2017-06-09
CZ0523290,Salmo trutta,2004-01-01
CZ0523290,Sanguisorba officinalis,2012-05-30
CZ0523290,Succisa pratensis,2009-08-16
CZ0523290,Triturus cristatus,2013-06-07
CZ0523290,Vertigo moulinsiana,2024-07-27
CZ0523291,Phengaris nausithous,2025-08-21
CZ0523291,Phengaris teleius,2022-07-29
CZ0523291,Sanguisorba officinalis,2025-08-21
CZ0523293,Euphydryas maturna,2007-06-09
CZ0523293,Lucanus cervus,2023-06-21
CZ0523669,Barbastella barbastellus,2017-12-29
CZ0523669,Rhinolophus hipposideros,2017-12-29
CZ0523675,Myotis emarginatus,2025-06-08
CZ0523675,Myotis myotis,2025-06-18
CZ0523675,Rhinolophus hipposideros,2025-06-08
CZ0523676,Barbastella barbastellus,2026-03-09
CZ0523676,Myotis emarginatus,2026-02-13
CZ0523676,Myotis myotis,2026-03-09
CZ0523676,Myotis sp.,2026-03-16
CZ0523676,Rhinolophus hipposideros,2026-03-16
CZ0523676,Triturus cristatus,2024-02-10
CZ0523677,Barbastella barbastellus,2025-01-16
CZ0523677,Myotis bechsteinii,2012-01-09
CZ0523677,Myotis emarginatus,2025-06-08
CZ0523677,Myotis myotis,2025-06-08
CZ0523677,Myotis sp.,2025-01-16
CZ0523677,Rhinolophus hipposideros,2025-06-08
CZ0523680,Barbastella barbastellus,2016-01-09
CZ0523680,Myotis bechsteinii,2018-01-06
CZ0523680,Myotis emarginatus,2026-01-09
CZ0523680,Myotis myotis,2026-01-09
CZ0523680,Rhinolophus hipposideros,2026-01-09
CZ0523682,Barbastella barbastellus,2017-01-12
CZ0523682,Myotis emarginatus,2025-06-08
CZ0523682,Myotis myotis,2013-07-06
CZ0523682,Rhinolophus hipposideros,2025-06-08
CZ0523683,Barbastella barbastellus,2020-01-10
CZ0523683,Myotis bechsteinii,2018-01-05
CZ0523683,Myotis emarginatus,2020-01-10
CZ0523683,Myotis myotis,2020-01-10
CZ0523683,Rhinolophus hipposideros,2020-01-10
CZ0523823,Austropotamobius torrentium,2025-08-30
CZ0523823,Cottus gobio,2023-09-21
CZ0523823,Lampetra planeri,1900-01-01
CZ0523823,Lutra lutra,2025-07-15
CZ0523823,Salmo trutta,2012-07-23
CZ0523824,Hipparchia semele,1995-01-01
CZ0523824,Leucorrhinia pectoralis,2021-07-27
CZ0524044,Austropotamobius torrentium,2024-09-21
CZ0524044,Barbastella barbastellus,2024-12-31
CZ0524044,Buxbaumia viridis,2022-11-05
CZ0524044,Campanula bohemica,2025-08-28
CZ0524044,Canis lupus,2026-03-15
CZ0524044,Cottus gobio,2024-11-05
CZ0524044,Euplagia quadripunctaria,2021-08-13
CZ0524044,Galium sudeticum,2024-07-11
CZ0524044,Gentianella praecox subsp. bohemica,2023-09-30
CZ0524044,Lampetra planeri,2018-10-09
CZ0524044,Lutra lutra,2025-08-11
CZ0524044,Lycaena dispar,2023-06-24
CZ0524044,Lynx lynx,2018-01-20
CZ0524044,Myotis bechsteinii,2018-03-01
CZ0524044,Myotis dasycneme,2008-08-20
CZ0524044,Myotis emarginatus,2025-07-24
CZ0524044,Myotis myotis,2025-07-13
CZ0524044,Pedicularis sudetica,2025-07-08
CZ0524044,Phengaris nausithous,2025-08-28
CZ0524044,Phengaris teleius,2025-07-29
CZ0524044,Rhinolophus hipposideros,2025-07-24
CZ0524044,Rumex sp.,2015-09-12
CZ0524044,Salmo trutta,2024-11-05
CZ0524044,Sanguisorba officinalis,2025-07-10
CZ0524044,Succisa pratensis,2025-09-02
CZ0524045,Bombina bombina,2025-06-27
CZ0524045,Castor fiber,2025-03-22
CZ0524045,Hamatocaulis vernicosus,2001-01-01
CZ0524045,Lutra lutra,2025-03-22
CZ0524045,Lycaena dispar,2010-08-20
CZ0524045,Myotis myotis,2000-01-01
CZ0524045,Ophiogomphus cecilia,2020-07-31
CZ0524045,Phengaris nausithous,2010-07-27
CZ0524045,Rhinolophus hipposideros,2000-01-01
CZ0524045,Sanguisorba officinalis,2023-06-24
CZ0524045,Succisa pratensis,2023-06-24
CZ0524046,Buxbaumia viridis,2015-10-13
CZ0524046,Canis lupus,2026-02-03
CZ0524046,Cottus gobio,2004-01-01
CZ0524046,Gentianella praecox subsp. bohemica,2024-06-21
CZ0524046,Lampetra planeri,2004-01-01
CZ0524046,Ophiogomphus cecilia,2022-07-15
CZ0524046,Phengaris nausithous,2021-07-27
CZ0524046,Rumex sp.,2005-06-09
CZ0524046,Salmo trutta,2004-01-01
CZ0524046,Sanguisorba officinalis,2024-06-21
CZ0524046,Succisa pratensis,2022-08-30
CZ0524047,Barbastella barbastellus,2001-01-01
CZ0524047,Buxbaumia viridis,2024-11-09
CZ0524047,Canis lupus,2025-01-24
CZ0524047,Cottus gobio,2015-09-16
CZ0524047,Cucujus cinnaberinus,2021-01-22
CZ0524047,Lampetra planeri,2004-01-01
CZ0524047,Lutra lutra,2024-04-21
CZ0524047,Myotis emarginatus,2002-01-01
CZ0524047,Ophiogomphus cecilia,2014-07-20
CZ0524047,Phengaris nausithous,2024-07-31
CZ0524047,Salmo trutta,2015-09-16
CZ0524047,Sanguisorba officinalis,2024-05-13
CZ0524047,Succisa pratensis,2006-06-01
CZ0524048,Bombina bombina,2024-07-10
CZ0524048,Lemna trisulca,2010-06-02
CZ0524048,Leucorrhinia pectoralis,2003-06-12
CZ0524048,Liparis loeselii,2024-09-05
CZ0524048,Sanguisorba officinalis,2020-06-28
CZ0524048,Succisa pratensis,2020-06-30
CZ0524048,Triturus cristatus,2020-07-06
CZ0524049,Abramis brama,2024-10-24
CZ0524049,Ameiurus nebulosus,2025-08-27
CZ0524049,Blicca bjoerkna,2014-10-29
CZ0524049,Bombina bombina,2014-06-21
CZ0524049,Castor fiber,2025-05-11
CZ0524049,Cottus gobio,2020-08-28
CZ0524049,Cucujus cinnaberinus,2024-05-25
CZ0524049,Epidalea calamita,2019-01-01
CZ0524049,Hipparchia semele,1995-01-01
CZ0524049,Lampetra planeri,2025-10-15
CZ0524049,Lemna trisulca,2022-09-08
CZ0524049,Leuciscus aspius,2024-10-24
CZ0524049,Lutra lutra,2019-02-04
CZ0524049,Lycaena dispar,2021-07-08
CZ0524049,Misgurnus fossilis,2014-10-31
CZ0524049,Ophiogomphus cecilia,2025-07-01
CZ0524049,Phengaris nausithous,2025-07-30
CZ0524049,Phengaris teleius,2025-07-16
CZ0524049,Rhodeus amarus,2024-10-23
CZ0524049,Rumex sp.,2019-07-19
CZ0524049,Salmo trutta,2008-06-03
CZ0524049,Sanguisorba officinalis,2025-04-29
CZ0524049,Scardinius erythrophthalmus,2025-06-22
CZ0524049,Succisa pratensis,2015-07-30
CZ0524049,Triturus cristatus,2013-06-07
CZ0524049,Unio crassus,2025-03-02
CZ0524050,Bombina bombina,2024-07-15
CZ0524050,Cypripedium calceolus,2024-05-14
CZ0524050,Ophiogomphus cecilia,2016-07-17
CZ0524050,Sanguisorba officinalis,2012-01-01
CZ0524050,Triturus cristatus,2023-04-29
CZ0525001,Hamatocaulis vernicosus,2021-09-16
CZ0525001,Lycaena dispar,2017-06-21
CZ0525001,Sanguisorba officinalis,2017-06-21
CZ0525001,Succisa pratensis,2001-01-01
CZ0525002,Hamatocaulis vernicosus,2020-10-30
CZ0525002,Phengaris nausithous,2024-07-16
CZ0525002,Salmo trutta,2015-09-04
CZ0525002,Sanguisorba officinalis,2019-06-14
CZ0525002,Succisa pratensis,2019-06-14
CZ0530020,Barbastella barbastellus,2017-02-15
CZ0530020,Cucujus cinnaberinus,2021-09-10
CZ0530020,Euplagia quadripunctaria,2022-08-06
CZ0530020,Myotis bechsteinii,2022-02-11
CZ0530020,Myotis emarginatus,2016-02-26
CZ0530020,Myotis myotis,2025-02-03
CZ0530020,Myotis sp.,2024-02-02
CZ0530020,Rhinolophus hipposideros,2025-02-03
CZ0530020,Sanguisorba officinalis,2016-08-23
CZ0530021,Bombina bombina,2025-05-03
CZ0530021,Hipparchia semele,1995-01-01
CZ0530021,Lutra lutra,2023-04-30
CZ0530021,Lycaena dispar,2023-08-04
CZ0530021,Myotis myotis,2013-05-07
CZ0530021,Phengaris nausithous,2023-08-11
CZ0530021,Phengaris teleius,2023-08-11
CZ0530021,Sanguisorba officinalis,2023-08-11
CZ0530021,Succisa pratensis,2020-07-26
CZ0530021,Triturus cristatus,2025-07-05
CZ0530027,Barbastella barbastellus,2020-03-12
CZ0530027,Cucujus cinnaberinus,2021-09-21
CZ0530027,Lemna trisulca,2022-05-25
CZ0530027,Lycaena dispar,2025-06-13
CZ0530027,Myotis myotis,2015-05-25
CZ0530027,Phengaris nausithous,2025-09-04
CZ0530027,Phengaris teleius,2025-07-30
CZ0530027,Sanguisorba officinalis,2022-07-15
CZ0530027,Succisa pratensis,2022-06-30
CZ0530027,Triturus cristatus,2020-06-11
CZ0530028,Cucujus cinnaberinus,2025-04-28
CZ0530028,Lampetra planeri,2004-01-01
CZ0530028,Myotis emarginatus,2008-02-06
CZ0530028,Myotis myotis,2015-05-17
CZ0530028,Phengaris nausithous,2020-07-23
CZ0530028,Rhinolophus hipposideros,2013-02-10
CZ0530028,Salmo trutta,2004-01-01
CZ0530028,Sanguisorba officinalis,2016-04-26
CZ0530033,Cottus gobio,2013-09-23
CZ0530033,Euplagia quadripunctaria,2024-09-12
CZ0530033,Lampetra planeri,2013-09-23
CZ0530033,Lynx lynx,2004-12-15
CZ0530033,Phengaris nausithous,2022-08-06
CZ0530033,Salmo trutta,2013-09-23
CZ0530033,Sanguisorba officinalis,2017-06-13
CZ0530034,Cottus gobio,2013-09-23
CZ0530034,Lampetra planeri,2013-09-23
CZ0530034,Myotis myotis,2015-05-16
CZ0530034,Salmo trutta,2013-09-23
CZ0530034,Sanguisorba officinalis,2013-09-18
CZ0530034,Scardinius erythrophthalmus,2004-01-01
CZ0530064,Hipparchia semele,1995-01-01
CZ0530064,Ophiogomphus cecilia,2019-08-03
CZ0530064,Phengaris nausithous,2023-08-04
CZ0530064,Phengaris teleius,2024-04-01
CZ0530064,Sanguisorba officinalis,2024-04-16
CZ0530064,Succisa pratensis,2023-05-04
CZ0530146,Barbastella barbastellus,2015-05-16
CZ0530146,Buxbaumia viridis,2022-10-19
CZ0530146,Canis lupus,2025-11-08
