kod_chu,DRUH,KOD_LOKAL,POLE,HODNOCENE_OBDOBI_OD,HODNOCENE_OBDOBI_DO
CZ0414127,Phengaris nausithous,"Doupov, Brodce - u rybníka",5645c,2017-07-19,2017-07-19
CZ0414127,Phengaris nausithous,"Doupov, Horní Lomnice",5744a,2019-07-17,2019-07-17
CZ0414127,Phengaris nausithous,"Doupov, Horní Lomnice - krvavcové louky",5744a,2017-08-04,2017-08-04
CZ0414127,Phengaris nausithous,"Doupov, Horní Lomnice - nekosené louky s krvavcem",5744a,2017-07-08,2017-07-08
CZ0414127,Phengaris nausithous,"Doupov, Jeseň, nad rybníkem",5745c,2019-07-16,2019-08-09
CZ0414127,Phengaris nausithous,"Doupov, Jeseň, u kruštíků",5745c,2019-08-09,2019-08-09
CZ0414127,Phengaris nausithous,"Doupov, Jeseň, za rybníkem",5845a,2019-07-16,2019-08-09
CZ0414127,Phengaris nausithous,"Doupov, Martinov",5644d,2020-08-01,2020-08-01
CZ0414127,Phengaris nausithous,"Doupov, Mětikalov - S od střelnice",5745c,2017-07-05,2017-07-05
CZ0414127,Phengaris nausithous,"Doupov, Mětikalov, vlhká část",5745c,2019-08-09,2019-08-09
CZ0414127,Phengaris nausithous,"Doupov, Oleška",5744b,2019-07-19,2019-07-19
CZ0414127,Phengaris nausithous,"Doupov, Vysoká",5644d,2019-07-17,2019-07-17
CZ0414127,Phengaris nausithous,"Doupov, Vysoká, vlhká část",5644d,2020-08-01,2020-08-01
CZ0414127,Phengaris nausithous,"Doupov, Za Tonkou",5744d,2019-08-11,2019-08-11
CZ0414127,Phengaris nausithous,"Doupov, cesta na Havraň",5644d,2020-08-01,2020-08-01
CZ0414127,Phengaris nausithous,"Doupov, nad Tocovem, jih",5644c,2020-08-12,2020-08-12
CZ0414127,Phengaris nausithous,"Doupov, pod Dvoračkami",5645c,2017-07-19,2017-07-19
CZ0414127,Phengaris nausithous,"Doupov, prameny Korunního potoka",5644d,2020-08-02,2020-08-02
CZ0414127,Phengaris nausithous,"Doupov, u Hlubocké pily",5744b,2019-07-19,2019-07-19
CZ0414127,Phengaris nausithous,"Doupov, u Řednice",5744d,2019-08-04,2019-08-04
CZ0414127,Phengaris nausithous,Doupovské Hradiště - Doupovské Hradiště,5744c,2016-07-20,2016-07-20
CZ0414127,Phengaris nausithous,Kyselka,5744a,2005-07-27,2005-07-27
CZ0414127,Phengaris nausithous,Kyselka(H. Lomnice),5744a,2005-07-27,2005-07-27
CZ0414127,Phengaris nausithous,Kyselka-Dolní Lomnice,5744a,2015-08-09,2015-08-09
CZ0414127,Phengaris nausithous,MOTYLI1516,5844b,2022-08-16,2022-08-16
CZ0414127,Phengaris nausithous,MOTYLI2400,5745d,2024-07-25,2024-07-25
CZ0414127,Phengaris nausithous,MOTYLI2436,5744c,2024-07-25,2024-07-25
CZ0414127,Phengaris nausithous,MOTYLI2437,5744c,2024-07-25,2024-07-25
CZ0414127,Phengaris nausithous,MOTYLI2438,5744c,2024-07-25,2024-07-25
CZ0414127,Phengaris nausithous,MOTYLI2439,5744c,2024-07-25,2024-07-25
CZ0414127,Phengaris nausithous,MOTYLI2440,"99,""5744c""",2024-07-25,2024-07-25
CZ0414127,Phengaris nausithous,MOTYLI2441,5744c,2024-07-25,2024-07-25
CZ0414127,Phengaris teleius,5845,"96,""5845a""",1995-01-01,1995-01-01
CZ0414127,Phengaris teleius,5845,"96,""5845b""",1995-01-01,1995-01-01
CZ0414127,Phengaris teleius,5845,"96,""5845c""",1995-01-01,1995-01-01
CZ0414127,Phengaris teleius,5845,"96,""5845d""",1995-01-01,1995-01-01
CZ0414127,Phengaris teleius,Bražec u Hradiště,5744a,2005-07-15,2005-07-15
CZ0414127,Phengaris teleius,Kyselka,5744a,2005-07-27,2005-07-27
CZ0414127,Phengaris teleius,Kyselka(H. Lomnice),5744a,2005-07-27,2005-07-27
CZ0414127,Pulsatilla patens,0352_112209,5645c,2001-09-01,2001-09-01
CZ0414127,Pulsatilla patens,307,5644d,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,308,5644d,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,309,5644d,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,310,5644d,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,311,5644d,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,312,5644d,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,313,5644d,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,314,5645c,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,315,5645c,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,316,5645c,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,317,5645c,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,318,5645c,2005-01-01,2005-01-01
CZ0414127,Pulsatilla patens,32070178,5645c,2009-07-25,2022-06-28
CZ0414127,Pulsatilla patens,32070201,5645c,2022-06-23,2022-06-23
CZ0414127,Pulsatilla patens,32070247,5645c,2022-06-28,2022-06-28
CZ0414127,Pulsatilla patens,32070249,5645c,2022-06-23,2022-06-23
CZ0414127,Pulsatilla patens,"Doupovské hory - pod kótou 760,7",5644d,2010-05-08,2010-05-08
CZ0414127,Pulsatilla patens,Dubina - západ,5645c,2020-04-23,2020-04-23
CZ0414127,Pulsatilla patens,Dubový vrch 4,5645c,2009-04-20,2022-04-21
CZ0414127,Pulsatilla patens,Dubový vrch 4 (Ppat10),5645c,2000-01-01,2000-01-01
CZ0414127,Pulsatilla patens,Havran,5644d,2010-04-19,2010-04-19
CZ0414127,Pulsatilla patens,Havraň,5644d,2009-05-02,2022-04-29
CZ0414127,Pulsatilla patens,Humnický vrch,5644d,2009-05-02,2022-04-29
CZ0414127,Pulsatilla patens,Jindřichov 1,5645c,2009-04-25,2022-04-23
CZ0414127,Pulsatilla patens,Jindřichov 1 (Ppat11),5645c,2000-01-01,2000-01-01
CZ0414127,Pulsatilla patens,Jindřichov 2,5645c,2009-04-25,2022-04-23
CZ0414127,Pulsatilla patens,Jindřichov 2 (Ppat12),5645c,2000-01-01,2000-01-01
CZ0414127,Pulsatilla patens,Jindřichov 3,5645c,2009-04-25,2022-04-23
CZ0414127,Pulsatilla patens,Jindřichov 3 (Ppat13),5645c,2000-01-01,2000-01-01
CZ0414127,Pulsatilla patens,Jindřichov 4,5645c,2009-04-25,2017-04-15
CZ0414127,Pulsatilla patens,Jindřichov 4 (Ppat14),5645c,2000-01-01,2000-01-01
CZ0414127,Pulsatilla patens,Kotvina-Humnický v.,"08,""5644d""",1917-01-01,1917-01-01
CZ0414127,Pulsatilla patens,Lesná,5644d,2014-04-27,2015-04-29
CZ0414127,Pulsatilla patens,Lesná Pulsatilla patens,5644d,2007-01-01,2007-01-01
CZ0414127,Pulsatilla patens,PP10,5645c,2005-04-26,2006-05-12
CZ0414127,Pulsatilla patens,PP11,5645c,2005-04-26,2006-05-15
CZ0414127,Pulsatilla patens,PP12,5645c,2005-04-26,2006-05-15
CZ0414127,Pulsatilla patens,PP13,5645c,2005-04-26,2006-05-15
CZ0414127,Pulsatilla patens,PP14,5645c,2005-04-26,2006-05-15
CZ0414127,Pulsatilla patens,PP15,5644d,2005-04-26,2006-05-18
CZ0414127,Pulsatilla patens,PP16,5644d,2005-04-26,2006-05-18
CZ0414127,Pulsatilla patens,Pastviny (Ppat9),5645c,2000-05-01,2000-05-01
CZ0414127,Pulsatilla patens,Ppat010,5645c,2023-04-26,2023-04-26
CZ0414127,Pulsatilla patens,Ppat011,5645c,2023-04-26,2023-04-26
CZ0414127,Pulsatilla patens,Ppat012,5645c,2023-04-26,2023-04-26
CZ0414127,Pulsatilla patens,Ppat013,5645c,2023-04-26,2023-04-26
CZ0414127,Pulsatilla patens,Ppat014,5645c,2023-05-01,2023-05-01
CZ0414127,Pulsatilla patens,Ppat015,5644d,2023-05-01,2023-05-01
CZ0414127,Pulsatilla patens,Ppat016,5644d,2023-05-01,2023-05-01
CZ0414127,Pulsatilla patens,U Dubiny,5645c,2020-04-23,2020-04-23
CZ0414127,Pulsatilla patens,Žďár u Hradiště,5644d,2010-05-08,2011-04-19
CZ0414127,Pulsatilla patens,Žďár u Hradiště,5645c,2011-04-15,2021-04-09
CZ0414127,Pulsatilla patens,Žďár u Hradiště_32070178,5645c,2009-07-25,2009-07-25
CZ0414127,Pulsatilla patens,Žďár u Hradiště_32070201,5645c,2009-07-25,2009-07-25
CZ0414127,Pulsatilla patens,Žďár u Hradiště_32070247,5645c,2009-07-07,2009-07-07
CZ0414127,Pulsatilla patens,Žďár u Hradiště_32070249,5645c,2009-07-25,2009-07-25
CZ0414127,Rumex sp.,27763,5644c,2000-11-01,2000-11-01
CZ0414127,Rumex sp.,5075,5644d,2003-06-23,2003-06-23
CZ0414127,Rumex sp.,5168,5744d,2003-09-03,2003-09-03
CZ0414127,Rumex sp.,5191,5644c,2000-11-01,2000-11-01
CZ0414127,Rumex sp.,Bražec u Hradiště_30490649,5844a,2010-08-21,2010-08-21
CZ0414127,Rumex sp.,Žďár u Hradiště_32070052,5644d,2009-08-30,2009-08-30
CZ0414127,Rumex sp.,Žďár u Hradiště_32070157,5645c,2009-09-29,2009-09-29
CZ0414127,Rumex sp.,Žďár u Hradiště_32070474,5645c,2009-09-19,2009-09-19
CZ0414127,Salmo salar,CZ0414127,5744b,2005-09-25,2005-09-25
CZ0414127,Salmo salar,CZ0414127,5745a,2015-09-01,2015-09-01
CZ0414127,Salmo salar,CZ0414127,5745c,2005-09-25,2005-09-25
CZ0414127,Salmo salar,CZ0414127,"67,""5745a""",2003-01-01,2003-01-01
CZ0414127,Salmo salar,HRD_001_Hradiště,5745a,2022-10-15,2023-11-12
CZ0414127,Salmo salar,HRD_002_Hradiště,5745a,2022-10-15,2023-11-12
CZ0414127,Salmo salar,Hradiště,5744a,2023-11-12,2023-11-12
CZ0414127,Salmo salar,Hradiště,5744c,2022-10-15,2023-11-12
CZ0414127,Salmo salar,Hradiště,5844b,2022-10-15,2022-10-15
CZ0414127,Salmo trutta,36,5743d,2006-10-15,2006-10-15
CZ0414127,Salmo trutta,728,5744c,2006-11-06,2006-11-06
CZ0414127,Salmo trutta,775,5744c,2006-11-06,2006-11-06
CZ0414127,Salmo trutta,CZ0414127,5644c,2013-12-16,2013-12-16
CZ0414127,Salmo trutta,CZ0414127,5645c,2013-12-16,2013-12-16
CZ0414127,Salmo trutta,CZ0414127,5744b,2005-09-25,2005-09-25
CZ0414127,Salmo trutta,CZ0414127,5744c,2021-05-28,2021-05-28
CZ0414127,Salmo trutta,CZ0414127,5745a,2013-12-16,2021-05-28
CZ0414127,Salmo trutta,CZ0414127,5745c,2005-09-25,2013-12-16
CZ0414127,Salmo trutta,CZ0414127,5844a,2002-01-01,2013-12-16
CZ0414127,Salmo trutta,CZ0414127,"86,""5845c""",2004-01-01,2004-01-01
CZ0414127,Salmo trutta,CZ0414127,"92,""5744a""",2004-01-01,2004-01-01
CZ0414127,Sanguisorba officinalis,30540035,5745c,2023-07-05,2023-07-05
CZ0414127,Sanguisorba officinalis,30540044,5745c,2023-07-05,2023-07-05
CZ0414127,Sanguisorba officinalis,30540121,5745c,2023-07-06,2023-07-06
CZ0414127,Sanguisorba officinalis,30540142,5745c,2023-05-28,2023-05-28
CZ0414127,Sanguisorba officinalis,30540489,5845a,2023-05-28,2023-05-28
CZ0414127,Sanguisorba officinalis,30540490,"38,""5845a""",2023-05-28,2023-05-28
CZ0414127,Sanguisorba officinalis,30540501,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540513,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540514,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540520,5845a,2023-05-28,2023-05-28
CZ0414127,Sanguisorba officinalis,30540522,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540531,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540533,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540550,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540565,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540586,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540592,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540601,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540616,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540629,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540641,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540651,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540664,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540667,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540681,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540699,"63,""5845a""",2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540711,"53,""5845a""",2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30540902,"62,""5845b""",2023-05-28,2023-05-28
CZ0414127,Sanguisorba officinalis,30540903,5845b,2023-05-28,2023-05-28
CZ0414127,Sanguisorba officinalis,30540968,5745d,2023-05-28,2023-05-28
CZ0414127,Sanguisorba officinalis,30541007,5845a,2023-06-22,2023-06-22
CZ0414127,Sanguisorba officinalis,30541080,5845a,2023-06-03,2023-06-03
CZ0414127,Sanguisorba officinalis,30541128,5845a,2023-06-22,2023-06-22
CZ0414127,Sanguisorba officinalis,30541216,5845a,2023-06-03,2023-06-03
CZ0414127,Sanguisorba officinalis,30541220,5745c,2023-07-06,2023-07-06
CZ0414127,Sanguisorba officinalis,30541226,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30541227,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30541238,5845a,2023-05-27,2023-05-27
CZ0414127,Sanguisorba officinalis,30541623,5845a,2023-06-03,2023-06-03
CZ0414127,Sanguisorba officinalis,30660017,5744d,2022-06-03,2022-06-03
CZ0414127,Sanguisorba officinalis,30660075,5744d,2022-06-03,2022-06-03
CZ0414127,Sanguisorba officinalis,30660119,5744d,2022-06-03,2022-06-03
CZ0414127,Sanguisorba officinalis,30660336,"7,""5744d""",2022-06-04,2022-06-04
CZ0414127,Sanguisorba officinalis,30660389,5744d,2022-05-28,2022-05-28
CZ0414127,Sanguisorba officinalis,30660466,5844b,2022-06-14,2022-06-14
CZ0414127,Sanguisorba officinalis,30660635,"01,""5844b""",2022-05-14,2022-05-14
CZ0414127,Sanguisorba officinalis,30660636,5844b,2022-06-04,2022-06-04
CZ0414127,Sanguisorba officinalis,30660640,"1,""5845a""",2022-05-28,2022-05-28
CZ0414127,Sanguisorba officinalis,30660693,5844b,2022-05-20,2022-05-20
CZ0414127,Sanguisorba officinalis,30660698,5844b,2022-05-14,2022-05-14
CZ0414127,Sanguisorba officinalis,30660700,5844b,2022-06-14,2022-06-14
CZ0414127,Sanguisorba officinalis,30660701,5844b,2022-06-04,2022-06-04
CZ0414127,Sanguisorba officinalis,30660740,"33,""5844b""",2022-06-04,2022-06-04
CZ0414127,Sanguisorba officinalis,30660786,5744d,2022-05-28,2022-05-28
CZ0414127,Sanguisorba officinalis,30660837,5744d,2022-06-03,2022-06-03
CZ0414127,Sanguisorba officinalis,30661122,"01,""5844b""",2022-06-14,2022-06-14
CZ0414127,Sanguisorba officinalis,30661221,5845a,2022-06-04,2022-06-04
CZ0414127,Sanguisorba officinalis,30661223,5845a,2022-07-02,2022-07-02
CZ0414127,Sanguisorba officinalis,30661233,5744d,2022-06-03,2022-06-03
CZ0414127,Sanguisorba officinalis,30661427,5744d,2022-06-03,2022-06-03
CZ0414127,Sanguisorba officinalis,30661430,5744d,2022-06-03,2022-06-03
CZ0414127,Sanguisorba officinalis,30661566,5744d,2022-06-04,2022-06-04
CZ0414127,Sanguisorba officinalis,31350030,5744a,2024-06-14,2024-06-14
CZ0414127,Sanguisorba officinalis,31350303,5744c,2024-05-22,2024-05-22
CZ0414127,Sanguisorba officinalis,31350342,5744c,2024-05-22,2024-05-22
CZ0414127,Sanguisorba officinalis,31350530,5744c,2024-05-22,2024-05-22
CZ0414127,Sanguisorba officinalis,31350602,5744c,2024-05-20,2024-05-20
CZ0414127,Sanguisorba officinalis,31350607,"99,""5744c""",2024-05-14,2024-05-14
CZ0414127,Sanguisorba officinalis,31350640,5744c,2024-05-21,2024-05-21
CZ0414127,Sanguisorba officinalis,31350641,5744c,2024-05-21,2024-05-21
CZ0414127,Sanguisorba officinalis,31350652,5744c,2024-05-21,2024-05-21
CZ0414127,Sanguisorba officinalis,31350687,5844a,2024-06-06,2024-06-06
CZ0414127,Sanguisorba officinalis,31350705,5844a,2024-05-12,2024-05-12
CZ0414127,Sanguisorba officinalis,31350765,5844a,2024-05-31,2024-05-31
CZ0414127,Sanguisorba officinalis,31350766,5844a,2024-06-06,2024-06-06
CZ0414127,Sanguisorba officinalis,31350787,5844a,2024-06-06,2024-06-06
CZ0414127,Sanguisorba officinalis,31350823,5844a,2024-06-03,2024-06-03
CZ0414127,Sanguisorba officinalis,31350882,5844a,2024-06-03,2024-06-03
CZ0414127,Sanguisorba officinalis,31350883,5844a,2024-06-03,2024-06-03
CZ0414127,Sanguisorba officinalis,31350945,5844a,2024-05-06,2024-05-06
CZ0414127,Sanguisorba officinalis,31350955,5844a,2024-06-18,2024-06-18
CZ0414127,Sanguisorba officinalis,31350981,"13,""5744c""",2024-05-06,2024-05-06
CZ0414127,Sanguisorba officinalis,31351066,5744c,2024-05-15,2024-05-15
CZ0414127,Sanguisorba officinalis,31351083,5744c,2024-05-15,2024-05-15
CZ0414127,Sanguisorba officinalis,31351182,5844a,2024-06-06,2024-06-06
CZ0414127,Sanguisorba officinalis,31351268,5744c,2024-06-06,2024-06-06
CZ0414127,Sanguisorba officinalis,31351289,5744c,2024-05-15,2024-05-15
CZ0414127,Sanguisorba officinalis,31351291,5744c,2024-05-21,2024-05-21
CZ0414127,Sanguisorba officinalis,31351299,5744c,2024-06-10,2024-06-10
CZ0414127,Sanguisorba officinalis,31351303,5744c,2024-06-10,2024-06-10
CZ0414127,Sanguisorba officinalis,31351304,5744c,2024-06-10,2024-06-10
CZ0414127,Sanguisorba officinalis,31351317,5744c,2024-06-13,2024-06-13
CZ0414127,Sanguisorba officinalis,31351356,5744c,2024-05-05,2024-05-05
CZ0414127,Sanguisorba officinalis,31351604,5844a,2024-06-18,2024-06-18
CZ0414127,Sanguisorba officinalis,31352003,5744c,2024-05-14,2024-05-14
CZ0414127,Sanguisorba officinalis,31352041,5844a,2024-05-31,2024-05-31
CZ0414127,Sanguisorba officinalis,32070240,5645c,2022-06-23,2022-06-23
CZ0414127,Sanguisorba officinalis,32070808,5645c,2022-06-23,2022-06-23
CZ0414127,Sanguisorba officinalis,32070815,5645c,2022-06-28,2022-06-28
CZ0414127,Sanguisorba officinalis,32071036,5645c,2022-05-29,2022-05-29
CZ0414127,Sanguisorba officinalis,6410_278,5845a,2009-05-27,2013-06-14
CZ0414127,Sanguisorba officinalis,6410_279,5744d,2009-05-27,2019-06-07
CZ0414127,Sanguisorba officinalis,8710048,5845a,2022-05-20,2022-05-20
CZ0414127,Sanguisorba officinalis,8710126,5845a,2022-05-20,2022-05-20
CZ0414127,Sanguisorba officinalis,8710140,5845a,2022-05-20,2022-05-20
CZ0414127,Sanguisorba officinalis,8710144,5845a,2022-05-20,2022-05-20
CZ0414127,Sanguisorba officinalis,8710307,5845a,2022-05-20,2022-05-20
CZ0414127,Sanguisorba officinalis,8710311,5845a,2022-05-20,2022-05-20
CZ0414127,Sanguisorba officinalis,8711032,5845a,2022-07-17,2022-07-17
CZ0414127,Sanguisorba officinalis,8711040,5845a,2022-05-15,2022-05-15
CZ0414127,Sanguisorba officinalis,8711044,5845a,2022-06-18,2022-06-18
CZ0414127,Sanguisorba officinalis,8711050,5845a,2022-05-20,2022-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Doupova_30980562,5844a,2015-06-25,2015-06-25
CZ0414127,Sanguisorba officinalis,Bražec u Doupova_30980565,5844a,2015-06-25,2015-06-25
CZ0414127,Sanguisorba officinalis,Bražec u Doupova_30981457,5844a,2015-06-25,2015-06-25
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490102,5844a,2010-06-15,2010-06-15
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490116,5844b,2010-05-09,2010-05-09
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490123,5844a,2010-05-09,2010-05-09
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490126,5844b,2010-05-09,2010-05-09
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490127,5844a,2010-05-09,2010-05-09
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490129,5844b,2010-05-09,2010-05-09
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490138,5844a,2010-05-30,2010-05-30
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490141,5844b,2010-05-09,2010-05-09
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490146,5844a,2010-06-24,2010-06-24
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490161,5844a,2010-06-14,2010-06-14
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490443,5844a,2010-05-23,2010-05-23
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490600,5844a,2010-08-21,2010-08-21
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490615,5844a,2010-08-20,2010-08-20
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490714,5844a,2010-07-11,2010-07-11
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30490719,5844a,2010-06-15,2010-06-15
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980049,5744d,2015-09-22,2015-09-22
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980057,5744d,2015-09-22,2015-09-22
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980069,5744d,2015-09-22,2015-09-22
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980077,5744d,2015-09-22,2015-09-22
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980101,5744c,2015-09-22,2015-09-22
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980121,5744d,2015-09-26,2015-09-26
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980253,5744c,2015-09-26,2015-09-26
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980265,5744c,2015-09-26,2015-09-26
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980295,5744c,2015-09-26,2015-09-26
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980660,5844a,2015-06-25,2015-06-25
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980680,5844a,2015-06-24,2015-06-24
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30980703,5844a,2015-06-25,2015-06-25
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30981049,"81,""5844a""",2015-06-26,2015-06-26
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30981259,5744d,2015-09-21,2015-09-21
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30981338,5744d,2015-09-21,2015-09-21
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30981354,5744c,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30981375,5744c,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_30981410,5744c,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31070179,5744c,2012-05-16,2012-05-16
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31070275,5744c,2011-10-20,2011-10-20
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31070368,5744c,2012-05-16,2012-05-16
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31070714,5743d,2012-04-16,2012-04-16
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31250022,5744d,2017-06-27,2017-06-27
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31250123,5744b,2017-06-24,2017-06-24
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31250181,5744b,2017-06-24,2017-06-24
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31250201,"01,""5744b""",2017-06-24,2017-06-24
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31250206,5744d,2017-06-17,2017-06-17
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31250729,5744d,2017-06-17,2017-06-17
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31350096,"56,""5744a""",2010-09-04,2010-09-04
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31350230,5744c,2010-08-30,2010-08-30
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31350558,5744c,2010-07-17,2010-07-17
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31350607,"99,""5744c""",2010-09-28,2010-09-28
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31350847,5844a,2010-06-19,2010-06-19
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31350882,5844a,2010-05-21,2010-05-21
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31351139,5744c,2010-08-07,2010-08-07
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31351150,5744c,2010-10-17,2010-10-17
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31351268,5744c,2010-08-22,2010-08-22
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31351296,5744c,2010-07-24,2010-07-24
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31351303,5744c,2010-07-24,2010-07-24
CZ0414127,Sanguisorba officinalis,Bražec u Hradiště_31351304,5744c,2010-07-24,2010-07-24
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30320011,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30320015,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30320019,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30320020,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30320028,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30320031,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30320036,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30320254,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30320282,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30321003,5844b,2017-05-16,2017-05-16
CZ0414127,Sanguisorba officinalis,Bražec u Těšetic_30321010,5844b,2017-05-20,2017-05-20
CZ0414127,Sanguisorba officinalis,Doupov,5644d,2019-08-04,2019-08-04
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31630014,5744b,2012-05-18,2012-05-18
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31630040,5744b,2012-05-29,2012-05-29
