kod_chu,DRUH,KOD_LOKAL,POLE,HODNOCENE_OBDOBI_OD,HODNOCENE_OBDOBI_DO
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31630043,5744b,2012-05-29,2012-05-29
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31630078,"91,""5644d""",2012-05-08,2012-05-08
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31630081,5744b,2012-05-18,2012-05-18
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31630294,5744b,2012-04-28,2012-04-28
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31630413,5744b,2012-04-21,2012-04-21
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31630416,5744b,2012-04-21,2012-04-21
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760028,5744a,2012-08-15,2012-08-15
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760175,"3,""5744b""",2012-09-17,2012-09-17
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760259,"59,""5744b""",2012-09-22,2012-09-22
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760260,"72,""5644d""",2012-09-22,2012-09-22
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760271,5644d,2012-09-22,2012-09-22
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760273,"13,""5644d""",2012-09-22,2012-09-22
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760281,5644d,2012-09-22,2012-09-22
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760322,5644d,2012-09-22,2012-09-22
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760368,5644d,2012-09-22,2012-09-22
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760479,5744a,2012-08-01,2012-08-01
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760497,5744a,2012-08-02,2012-08-02
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760499,5744a,2012-08-15,2012-08-15
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760502,5744a,2012-08-15,2012-08-15
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760599,5744b,2012-09-21,2012-09-21
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760636,5744a,2012-09-19,2012-09-19
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760645,5744a,2012-09-19,2012-09-19
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760648,5744a,2012-09-19,2012-09-19
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760727,5744a,2012-08-10,2012-08-10
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760729,5744a,2012-08-10,2012-08-10
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760734,5744a,2012-08-10,2012-08-10
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760737,5744a,2012-09-19,2012-09-19
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760739,5744a,2012-09-19,2012-09-19
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760852,5744a,2012-08-02,2012-08-02
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760868,5744a,2012-08-02,2012-08-02
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_31760914,5744a,2012-08-10,2012-08-10
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_32100335,5644d,2017-06-04,2017-06-04
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_32101117,5744a,2017-05-07,2017-05-07
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_32390923,5644d,2017-06-03,2017-06-03
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_32390931,5644d,2017-05-28,2017-05-28
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_32390987,5644d,2017-05-28,2017-05-28
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_32391035,5644d,2017-06-03,2017-06-03
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_32391042,5644d,2017-06-03,2017-06-03
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_32391085,5644d,2017-06-03,2017-06-03
CZ0414127,Sanguisorba officinalis,Doupov u Hradiště_32391097,5644d,2017-06-03,2017-06-03
CZ0414127,Sanguisorba officinalis,"Doupov, Bukovina",5745c,2019-05-31,2019-05-31
CZ0414127,Sanguisorba officinalis,"Doupov, Dlouhá",5844a,2019-08-05,2019-08-05
CZ0414127,Sanguisorba officinalis,"Doupov, Dlouhá, u cesty",5844a,2019-08-05,2019-08-05
CZ0414127,Sanguisorba officinalis,"Doupov, Vysoká",5644d,2019-07-17,2019-07-17
CZ0414127,Sanguisorba officinalis,"Doupov, u Velké Trasovky, jih",5844b,2019-06-02,2019-06-02
CZ0414127,Sanguisorba officinalis,"Doupov, Činov",5744c,2019-07-23,2019-07-23
CZ0414127,Sanguisorba officinalis,Jeseň,5845a,2019-09-10,2019-09-10
CZ0414127,Sanguisorba officinalis,Kadaňský Rohozec_31410058,5745a,2015-05-08,2015-05-08
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660002,5744d,2009-05-31,2009-05-31
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660003,5744d,2009-06-07,2009-06-07
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660017,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660018,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660025,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660075,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660096,5744d,2009-06-07,2009-06-07
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660119,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660125,5744d,2009-06-07,2009-06-07
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660132,5744d,2009-06-07,2009-06-07
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660137,5744d,2009-06-07,2009-06-07
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660162,5844b,2009-05-24,2009-05-24
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660172,5844b,2009-05-24,2009-05-24
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660325,5844b,2009-05-24,2009-05-24
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660330,5844b,2009-06-06,2009-06-06
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660336,"7,""5744d""",2009-06-06,2009-06-06
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660361,5744d,2009-06-06,2009-06-06
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660389,5744d,2009-05-31,2009-05-31
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660395,5744d,2009-05-31,2009-05-31
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660401,5744d,2009-05-31,2009-05-31
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660420,5844b,2009-05-23,2009-05-23
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660426,5844b,2009-05-19,2009-05-19
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660459,5845a,2009-05-19,2009-05-19
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660460,5844b,2009-05-22,2009-05-22
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660466,5844b,2009-05-16,2009-05-16
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660472,5844b,2009-05-22,2009-05-22
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660551,5845a,2009-05-19,2009-05-19
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660602,5845a,2009-05-19,2009-05-19
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660635,5844b,2009-05-23,2009-05-23
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660646,5844b,2009-06-05,2009-06-05
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660675,5844b,2009-05-31,2009-05-31
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660693,5844b,2009-06-05,2009-06-05
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660701,5844b,2009-05-30,2009-05-30
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660723,"29,""5844b""",2009-06-05,2009-06-05
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660742,5844b,2009-06-06,2009-06-06
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660752,"05,""5844b""",2009-05-30,2009-05-30
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660782,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660786,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660798,"76,""5744d""",2009-05-30,2009-05-30
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660800,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660802,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660837,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660910,5844b,2009-05-10,2009-05-10
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660979,5844b,2009-05-10,2009-05-10
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660996,5844b,2009-05-16,2009-05-16
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30660998,5844b,2009-05-23,2009-05-23
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30661028,5845a,2009-05-20,2009-05-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30661057,5844b,2009-05-23,2009-05-23
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30661068,5844b,2009-05-22,2009-05-22
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30661069,5844b,2009-05-16,2009-05-16
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30661219,"83,""5844b""",2009-05-19,2009-05-19
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30661221,5845a,2009-05-20,2009-05-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30661227,5844b,2009-05-23,2009-05-23
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30661233,5744d,2009-05-29,2009-05-29
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_30661567,5744d,2009-06-07,2009-06-07
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040003,5744d,2015-09-10,2015-09-10
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040004,5744d,2015-09-15,2015-09-15
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040005,5744d,2015-09-15,2015-09-15
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040068,5744d,2015-09-26,2015-09-26
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040078,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040099,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040107,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040122,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040172,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040219,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040239,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040253,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040256,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040284,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040362,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040368,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040385,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040399,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040403,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040548,5744d,2015-09-15,2015-09-15
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040728,5744d,2015-09-15,2015-09-15
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040994,5845a,2015-09-27,2015-09-27
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31040995,"19,""5844b""",2015-09-27,2015-09-27
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31041052,"39,""5845a""",2015-09-27,2015-09-27
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31041064,5745c,2015-09-27,2015-09-27
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31041076,"18,""5745c""",2015-09-27,2015-09-27
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31041165,5744d,2015-09-26,2015-09-26
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31041170,5744d,2015-09-26,2015-09-26
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31041190,5744d,2015-09-26,2015-09-26
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31041521,5744d,2015-09-20,2015-09-20
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_31041564,5845a,2015-09-27,2015-09-27
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710049,5845a,2008-05-30,2008-05-30
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710061,5845a,2008-05-30,2008-05-30
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710116,5845a,2008-05-31,2008-05-31
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710218,5845a,2008-05-25,2008-05-25
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710220,5845a,2008-05-25,2008-05-25
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710222,5845a,2008-05-25,2008-05-25
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710224,5845a,2008-05-24,2008-05-24
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710236,5845a,2008-05-25,2008-05-25
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710264,5845a,2008-06-01,2008-06-01
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710303,5845a,2008-05-30,2008-05-30
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710307,5845a,2008-06-01,2008-06-01
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710311,5845a,2008-05-30,2008-05-30
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710490,5845a,2008-05-23,2008-05-23
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710543,5845a,2008-05-24,2008-05-24
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710590,5845a,2008-05-31,2008-05-31
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8710597,5845a,2008-05-21,2008-05-21
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8711044,5845a,2008-05-31,2008-05-31
CZ0414127,Sanguisorba officinalis,Radošov u Hradiště_8711050,5845a,2008-05-30,2008-05-30
CZ0414127,Sanguisorba officinalis,Stružná,5844a,2019-08-05,2019-08-05
CZ0414127,Sanguisorba officinalis,"Stružná, u Lomnického potoka",5844a,2019-08-05,2019-08-05
CZ0414127,Sanguisorba officinalis,Stružná_31350717,5844a,2010-05-16,2010-05-16
CZ0414127,Sanguisorba officinalis,Stružná_31350943,5844a,2010-09-19,2010-09-19
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540044,5745c,2010-06-27,2010-06-27
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540102,5745c,2010-06-27,2010-06-27
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540121,5745c,2010-05-21,2010-05-21
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540126,5745c,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540142,5745c,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540400,5845a,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540423,5845a,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540469,5845a,2010-05-24,2010-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540486,5845a,2010-05-24,2010-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540490,"38,""5845a""",2010-05-16,2010-05-16
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540501,"01,""5845a""",2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540506,5845a,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540513,5845a,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540514,5845a,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540520,5845a,2010-05-16,2010-05-16
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540522,5845a,2010-05-24,2010-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540528,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540531,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540533,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540550,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540551,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540565,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540586,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540592,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540593,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540594,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540595,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540601,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540606,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540616,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540617,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540624,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540629,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540630,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540641,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540649,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540651,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540656,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540664,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540667,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540678,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540681,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540682,5845a,2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540699,"53,""5845a""",2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540711,"57,""5845a""",2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540722,"75,""5745c""",2010-05-22,2010-05-22
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540882,5845b,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540902,"47,""5845b""",2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540903,5845b,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540917,5845b,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540945,"59,""5845b""",2010-05-16,2010-05-16
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540968,5745d,2010-05-19,2010-05-19
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30540977,5745d,2010-05-21,2010-05-21
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30541080,5845a,2010-05-13,2010-05-13
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30541216,5845a,2010-05-13,2010-05-13
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30541220,5745c,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30541222,5845a,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30541226,5845a,2010-05-15,2010-05-15
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30541238,5845a,2010-05-21,2010-05-21
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_30541638,5845a,2010-05-24,2010-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060041,5745a,2015-05-30,2015-05-30
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060042,"81,""5744d""",2015-05-29,2015-05-29
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060122,5745c,2015-06-20,2015-06-20
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060173,"13,""5745c""",2015-06-03,2015-06-03
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060243,5745a,2015-06-21,2015-06-21
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060301,5745c,2015-05-24,2015-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060304,5745c,2015-05-24,2015-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060306,5745c,2015-05-24,2015-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060320,5745c,2015-05-24,2015-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060322,5745c,2015-05-29,2015-05-29
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060372,5745c,2015-05-24,2015-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060375,5745c,2015-05-24,2015-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060388,"64,""5744d""",2015-05-29,2015-05-29
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060421,"48,""5745c""",2015-05-24,2015-05-24
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060422,5744d,2015-05-29,2015-05-29
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060423,5744d,2015-05-29,2015-05-29
CZ0414127,Sanguisorba officinalis,Tureč u Hradiště_31060426,"79,""5744d""",2015-05-29,2015-05-29
