kod_chu,DRUH,KOD_LOKAL,POLE,ROK,ID_IND,SKUPINA,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,DATUM,CILMON,TYP_IND,KLIC,UROVEN,IND_GRP,JEDNOTKA,LIM_IND,LIM_INDLIST,STAV_IND,HOD_IND
CZ0614131,Myotis bechsteinii,transekt podél Chvojnice,6863a,2012,CELKOVE_SUM,Letouni,transekt podél Chvojnice,8225301,4994588,2012-07-04,0,NA,NA,NA,NA,NA,,,NA,1
CZ0614131,Myotis bechsteinii,transekt podél Chvojnice,6863a,2012,POP_PRESENCE,Letouni,transekt podél Chvojnice,8225301,4994588,2012-07-04,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0620101,Myotis bechsteinii,"Višňové, EVL Mikulovický les - nad tokem Křepičky",7062b,2019,CELKOVE_HODNOCENI,Letouni,"Višňové, EVL Mikulovický les - nad tokem Křepičky",11241208,7605768,2019-07-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0620101,Myotis bechsteinii,"Višňové, EVL Mikulovický les - nad tokem Křepičky",7062b,2019,CELKOVE_SUM,Letouni,"Višňové, EVL Mikulovický les - nad tokem Křepičky",11241208,7605768,2019-07-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0620101,Myotis bechsteinii,"Višňové, EVL Mikulovický les - nad tokem Křepičky",7062b,2019,POP_PRESENCE,Letouni,"Višňové, EVL Mikulovický les - nad tokem Křepičky",11241208,7605768,2019-07-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0620194,Myotis bechsteinii,EVL Čepičkův vrch a údolí Hodonínky,6564a,2015,CELKOVE_HODNOCENI,Letouni,EVL Čepičkův vrch a údolí Hodonínky,9822641,6077920,2015-05-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0620194,Myotis bechsteinii,EVL Čepičkův vrch a údolí Hodonínky,6564a,2015,CELKOVE_SUM,Letouni,EVL Čepičkův vrch a údolí Hodonínky,9822641,6077920,2015-05-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0620194,Myotis bechsteinii,EVL Čepičkův vrch a údolí Hodonínky,6564a,2015,POP_PRESENCE,Letouni,EVL Čepičkův vrch a údolí Hodonínky,9822641,6077920,2015-05-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0623019,Myotis bechsteinii,Oleksovická mokřina (lesík),7063d,2015,CELKOVE_HODNOCENI,Letouni,Oleksovická mokřina (lesík),9630439,5900284,2015-08-25,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0623019,Myotis bechsteinii,Oleksovická mokřina (lesík),7063d,2015,CELKOVE_SUM,Letouni,Oleksovická mokřina (lesík),9630439,5900284,2015-08-25,0,NA,NA,NA,NA,NA,,,NA,1
CZ0623019,Myotis bechsteinii,Oleksovická mokřina (lesík),7063d,2015,POP_PRESENCE,Letouni,Oleksovická mokřina (lesík),9630439,5900284,2015-08-25,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0623019,Myotis bechsteinii,Oleksovická mokřina (tůně u kapličky),7063d,2015,CELKOVE_HODNOCENI,Letouni,Oleksovická mokřina (tůně u kapličky),9630437,5900286,2015-07-27,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0623019,Myotis bechsteinii,Oleksovická mokřina (tůně u kapličky),7063d,2015,CELKOVE_SUM,Letouni,Oleksovická mokřina (tůně u kapličky),9630437,5900286,2015-07-27,0,NA,NA,NA,NA,NA,,,NA,1
CZ0623019,Myotis bechsteinii,Oleksovická mokřina (tůně u kapličky),7063d,2015,POP_PRESENCE,Letouni,Oleksovická mokřina (tůně u kapličky),9630437,5900286,2015-07-27,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0623355,Myotis bechsteinii,EVL Lovčický potok a Jordánek,6968a,2015,CELKOVE_HODNOCENI,Letouni,EVL Lovčický potok a Jordánek,9823291,6078911,2015-05-13,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0623355,Myotis bechsteinii,EVL Lovčický potok a Jordánek,6968a,2015,CELKOVE_SUM,Letouni,EVL Lovčický potok a Jordánek,9823291,6078911,2015-05-13,0,NA,NA,NA,NA,NA,,,NA,1
CZ0623355,Myotis bechsteinii,EVL Lovčický potok a Jordánek,6968a,2015,POP_PRESENCE,Letouni,EVL Lovčický potok a Jordánek,9823291,6078911,2015-05-13,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624065,Myotis bechsteinii,Květnice - Nová Králova jeskyně,6664a,2015,CELKOVE_HODNOCENI,Letouni,Květnice - Nová Králova jeskyně,9545217,5834895,2015-02-21,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624065,Myotis bechsteinii,Květnice - Nová Králova jeskyně,6664a,2015,CELKOVE_SUM,Letouni,Květnice - Nová Králova jeskyně,9545217,5834895,2015-02-21,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624065,Myotis bechsteinii,Květnice - Nová Králova jeskyně,6664a,2015,POP_PRESENCE,Letouni,Květnice - Nová Králova jeskyně,9545217,5834895,2015-02-21,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624065,Myotis bechsteinii,Květnice - Stará Králova jeskyně,6664a,2025,CELKOVE_HODNOCENI,Letouni,Květnice - Stará Králova jeskyně,15620373,5834894,2025-01-17,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624065,Myotis bechsteinii,Květnice - Stará Králova jeskyně,6664a,2025,CELKOVE_SUM,Letouni,Květnice - Stará Králova jeskyně,15620373,5834894,2025-01-17,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624065,Myotis bechsteinii,Květnice - Stará Králova jeskyně,6664a,2025,POP_PRESENCE,Letouni,Květnice - Stará Králova jeskyně,15620373,5834894,2025-01-17,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624065,Myotis bechsteinii,Květnice - propast,6664b,2021,CELKOVE_HODNOCENI,Letouni,Květnice - propast,11777388,5068729,2021-01-30,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624065,Myotis bechsteinii,Květnice - propast,6664b,2021,CELKOVE_SUM,Letouni,Květnice - propast,11777388,5068729,2021-01-30,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624065,Myotis bechsteinii,Květnice - propast,6664b,2021,POP_PRESENCE,Letouni,Květnice - propast,11777388,5068729,2021-01-30,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624065,Myotis bechsteinii,Květnice - Čtyřpatrová štola,6664b,2021,CELKOVE_HODNOCENI,Letouni,Květnice - Čtyřpatrová štola,11777381,5062301,2021-01-30,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624065,Myotis bechsteinii,Květnice - Čtyřpatrová štola,6664b,2021,CELKOVE_SUM,Letouni,Květnice - Čtyřpatrová štola,11777381,5062301,2021-01-30,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624065,Myotis bechsteinii,Květnice - Čtyřpatrová štola,6664b,2021,POP_PRESENCE,Letouni,Květnice - Čtyřpatrová štola,11777381,5062301,2021-01-30,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624070,Myotis bechsteinii,Hodonínská doubrava,7168b,2015,CELKOVE_HODNOCENI,Letouni,Hodonínská doubrava,"9630455, 9630468",5900291,2015-08-28,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624070,Myotis bechsteinii,Hodonínská doubrava,7168b,2015,CELKOVE_SUM,Letouni,Hodonínská doubrava,"9630455, 9630468",5900291,2015-08-28,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624070,Myotis bechsteinii,Hodonínská doubrava,7168b,2015,POP_PRESENCE,Letouni,Hodonínská doubrava,"9630455, 9630468",5900291,2015-08-28,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624070,Myotis bechsteinii,Hodonínská doubrava (Škrábaná alej),7168b,2015,CELKOVE_HODNOCENI,Letouni,Hodonínská doubrava (Škrábaná alej),9630467,5900292,2015-08-28,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624070,Myotis bechsteinii,Hodonínská doubrava (Škrábaná alej),7168b,2015,CELKOVE_SUM,Letouni,Hodonínská doubrava (Škrábaná alej),9630467,5900292,2015-08-28,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624070,Myotis bechsteinii,Hodonínská doubrava (Škrábaná alej),7168b,2015,POP_PRESENCE,Letouni,Hodonínská doubrava (Škrábaná alej),9630467,5900292,2015-08-28,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624072,Myotis bechsteinii,NPR Čertoryje 1031,"61,""7170b""",2013,CELKOVE_HODNOCENI,Letouni,NPR Čertoryje 1031,9154019,5179845,2013-05-29,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624072,Myotis bechsteinii,NPR Čertoryje 1031,"61,""7170b""",2013,CELKOVE_SUM,Letouni,NPR Čertoryje 1031,9154019,5179845,2013-05-29,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624072,Myotis bechsteinii,NPR Čertoryje 1031,"61,""7170b""",2013,POP_PRESENCE,Letouni,NPR Čertoryje 1031,9154019,5179845,2013-05-29,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624096,Myotis bechsteinii,Ledové sluje,7161a,2023,CELKOVE_HODNOCENI,Letouni,Ledové sluje,"12818448, 12818449, 12818450",9650591,2023-08-31,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624096,Myotis bechsteinii,Ledové sluje,7161a,2023,CELKOVE_SUM,Letouni,Ledové sluje,"12818448, 12818449, 12818450",9650591,2023-08-31,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624096,Myotis bechsteinii,Ledové sluje,7161a,2023,POP_PRESENCE,Letouni,Ledové sluje,"12818448, 12818449, 12818450",9650591,2023-08-31,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624096,Myotis bechsteinii,"NP Podyjí, Podmolí (okr. Znojmo), ca 3,6 km JJV od kostela v obci, monitorovací",7161d,2015,CELKOVE_HODNOCENI,Letouni,"NP Podyjí, Podmolí (okr. Znojmo), ca 3,6 km JJV od kostela v obci, monitorovací",10144715,6376939,2015-06-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624096,Myotis bechsteinii,"NP Podyjí, Podmolí (okr. Znojmo), ca 3,6 km JJV od kostela v obci, monitorovací",7161d,2015,CELKOVE_SUM,Letouni,"NP Podyjí, Podmolí (okr. Znojmo), ca 3,6 km JJV od kostela v obci, monitorovací",10144715,6376939,2015-06-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624096,Myotis bechsteinii,"NP Podyjí, Podmolí (okr. Znojmo), ca 3,6 km JJV od kostela v obci, monitorovací",7161d,2015,POP_PRESENCE,Letouni,"NP Podyjí, Podmolí (okr. Znojmo), ca 3,6 km JJV od kostela v obci, monitorovací",10144715,6376939,2015-06-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624096,Myotis bechsteinii,Novohrádecký mlýn - sklep,7161c,2022,CELKOVE_HODNOCENI,Letouni,Novohrádecký mlýn - sklep,12494728,5069784,2022-02-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624096,Myotis bechsteinii,Novohrádecký mlýn - sklep,7161c,2022,CELKOVE_SUM,Letouni,Novohrádecký mlýn - sklep,12494728,5069784,2022-02-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624096,Myotis bechsteinii,Novohrádecký mlýn - sklep,7161c,2022,POP_PRESENCE,Letouni,Novohrádecký mlýn - sklep,12494728,5069784,2022-02-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624096,Myotis bechsteinii,Nový Hrádek - sklepy,7161c,2019,CELKOVE_HODNOCENI,Letouni,Nový Hrádek - sklepy,11223092,5061829,2019-02-01,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624096,Myotis bechsteinii,Nový Hrádek - sklepy,7161c,2019,CELKOVE_SUM,Letouni,Nový Hrádek - sklepy,11223092,5061829,2019-02-01,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624096,Myotis bechsteinii,Nový Hrádek - sklepy,7161c,2019,POP_PRESENCE,Letouni,Nový Hrádek - sklepy,11223092,5061829,2019-02-01,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624098,Myotis bechsteinii,Na Turoldu - jeskyně,7165d,2017,CELKOVE_HODNOCENI,Letouni,Na Turoldu - jeskyně,10087287,5061820,2017-01-11,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624098,Myotis bechsteinii,Na Turoldu - jeskyně,7165d,2017,CELKOVE_SUM,Letouni,Na Turoldu - jeskyně,10087287,5061820,2017-01-11,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624098,Myotis bechsteinii,Na Turoldu - jeskyně,7165d,2017,POP_PRESENCE,Letouni,Na Turoldu - jeskyně,10087287,5061820,2017-01-11,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624099,Myotis bechsteinii,"Dolní Morava, Kančí obora",7267a,2015,CELKOVE_HODNOCENI,Letouni,"Dolní Morava, Kančí obora","9545278, 9545281, 9545282, 9545283, 9545284",5834928,2015-06-13,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624099,Myotis bechsteinii,"Dolní Morava, Kančí obora",7267a,2015,CELKOVE_SUM,Letouni,"Dolní Morava, Kančí obora","9545278, 9545281, 9545282, 9545283, 9545284",5834928,2015-06-13,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624099,Myotis bechsteinii,"Dolní Morava, Kančí obora",7267a,2015,POP_PRESENCE,Letouni,"Dolní Morava, Kančí obora","9545278, 9545281, 9545282, 9545283, 9545284",5834928,2015-06-13,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624099,Myotis bechsteinii,"Dolní Morava, NPR Křivé jezero",7166a,2015,CELKOVE_HODNOCENI,Letouni,"Dolní Morava, NPR Křivé jezero","9545286, 9545287, 9545292",5834933,2015-06-16,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624099,Myotis bechsteinii,"Dolní Morava, NPR Křivé jezero",7166a,2015,CELKOVE_SUM,Letouni,"Dolní Morava, NPR Křivé jezero","9545286, 9545287, 9545292",5834933,2015-06-16,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624099,Myotis bechsteinii,"Dolní Morava, NPR Křivé jezero",7166a,2015,POP_PRESENCE,Letouni,"Dolní Morava, NPR Křivé jezero","9545286, 9545287, 9545292",5834933,2015-06-16,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624099,Myotis bechsteinii,"Lednické rybníky, Zámecký rybník",7166d,2015,CELKOVE_HODNOCENI,Letouni,"Lednické rybníky, Zámecký rybník","9545297, 9545299",5834938,2015-07-21,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624099,Myotis bechsteinii,"Lednické rybníky, Zámecký rybník",7166d,2015,CELKOVE_SUM,Letouni,"Lednické rybníky, Zámecký rybník","9545297, 9545299",5834938,2015-07-21,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624099,Myotis bechsteinii,"Lednické rybníky, Zámecký rybník",7166d,2015,POP_PRESENCE,Letouni,"Lednické rybníky, Zámecký rybník","9545297, 9545299",5834938,2015-07-21,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624104,Myotis bechsteinii,"Klentnice, Soutěska",7165b,2012,CELKOVE_HODNOCENI,Letouni,"Klentnice, Soutěska",8907422,1802795,2012-05-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624104,Myotis bechsteinii,"Klentnice, Soutěska",7165b,2012,CELKOVE_SUM,Letouni,"Klentnice, Soutěska",8907422,1802795,2012-05-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624104,Myotis bechsteinii,"Klentnice, Soutěska",7165b,2012,POP_PRESENCE,Letouni,"Klentnice, Soutěska",8907422,1802795,2012-05-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624106,Myotis bechsteinii,Tvořihráz 1,7162b,2015,CELKOVE_HODNOCENI,Letouni,Tvořihráz 1,9535783,5827386,2015-07-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624106,Myotis bechsteinii,Tvořihráz 1,7162b,2015,CELKOVE_SUM,Letouni,Tvořihráz 1,9535783,5827386,2015-07-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624106,Myotis bechsteinii,Tvořihráz 1,7162b,2015,POP_PRESENCE,Letouni,Tvořihráz 1,9535783,5827386,2015-07-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624106,Myotis bechsteinii,Tvořihráz 2,7162b,2015,CELKOVE_HODNOCENI,Letouni,Tvořihráz 2,9535786,5827391,2015-08-10,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624106,Myotis bechsteinii,Tvořihráz 2,7162b,2015,CELKOVE_SUM,Letouni,Tvořihráz 2,9535786,5827391,2015-08-10,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624106,Myotis bechsteinii,Tvořihráz 2,7162b,2015,POP_PRESENCE,Letouni,Tvořihráz 2,9535786,5827391,2015-08-10,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624106,Myotis bechsteinii,Tvořihráz 3,7162b,2014,CELKOVE_HODNOCENI,Letouni,Tvořihráz 3,9535767,5827361,2014-08-13,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624106,Myotis bechsteinii,Tvořihráz 3,7162b,2014,CELKOVE_SUM,Letouni,Tvořihráz 3,9535767,5827361,2014-08-13,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624106,Myotis bechsteinii,Tvořihráz 3,7162b,2014,POP_PRESENCE,Letouni,Tvořihráz 3,9535767,5827361,2014-08-13,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624106,Myotis bechsteinii,Tvořihráz odchyt 1,7162b,2015,CELKOVE_HODNOCENI,Letouni,Tvořihráz odchyt 1,9535782,5827379,2015-07-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624106,Myotis bechsteinii,Tvořihráz odchyt 1,7162b,2015,CELKOVE_SUM,Letouni,Tvořihráz odchyt 1,9535782,5827379,2015-07-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624106,Myotis bechsteinii,Tvořihráz odchyt 1,7162b,2015,POP_PRESENCE,Letouni,Tvořihráz odchyt 1,9535782,5827379,2015-07-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624106,Myotis bechsteinii,Tvořihráz odchyt 3,7162b,2015,CELKOVE_HODNOCENI,Letouni,Tvořihráz odchyt 3,9629025,5899684,2015-08-13,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624106,Myotis bechsteinii,Tvořihráz odchyt 3,7162b,2015,CELKOVE_SUM,Letouni,Tvořihráz odchyt 3,9629025,5899684,2015-08-13,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624106,Myotis bechsteinii,Tvořihráz odchyt 3,7162b,2015,POP_PRESENCE,Letouni,Tvořihráz odchyt 3,9629025,5899684,2015-08-13,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624106,Myotis bechsteinii,Tvořihráz odchyt 4,7162b,2015,CELKOVE_HODNOCENI,Letouni,Tvořihráz odchyt 4,9629050,5899693,2015-07-17,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624106,Myotis bechsteinii,Tvořihráz odchyt 4,7162b,2015,CELKOVE_SUM,Letouni,Tvořihráz odchyt 4,9629050,5899693,2015-07-17,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624106,Myotis bechsteinii,Tvořihráz odchyt 4,7162b,2015,POP_PRESENCE,Letouni,Tvořihráz odchyt 4,9629050,5899693,2015-07-17,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624119,Myotis bechsteinii,"Dolní Morava, NPR Cahnov - Soutok",7367b,2015,CELKOVE_HODNOCENI,Letouni,"Dolní Morava, NPR Cahnov - Soutok","9545331, 9545335",5834956,2015-07-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624119,Myotis bechsteinii,"Dolní Morava, NPR Cahnov - Soutok",7367b,2015,CELKOVE_SUM,Letouni,"Dolní Morava, NPR Cahnov - Soutok","9545331, 9545335",5834956,2015-07-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624119,Myotis bechsteinii,"Dolní Morava, NPR Cahnov - Soutok",7367b,2015,POP_PRESENCE,Letouni,"Dolní Morava, NPR Cahnov - Soutok","9545331, 9545335",5834956,2015-07-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624119,Myotis bechsteinii,"Dolní Morava, NPR Ranšpurk",7367b,2015,CELKOVE_HODNOCENI,Letouni,"Dolní Morava, NPR Ranšpurk",9545338,5834961,2015-07-22,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624119,Myotis bechsteinii,"Dolní Morava, NPR Ranšpurk",7367b,2015,CELKOVE_SUM,Letouni,"Dolní Morava, NPR Ranšpurk",9545338,5834961,2015-07-22,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624119,Myotis bechsteinii,"Dolní Morava, NPR Ranšpurk",7367b,2015,POP_PRESENCE,Letouni,"Dolní Morava, NPR Ranšpurk",9545338,5834961,2015-07-22,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624119,Myotis bechsteinii,NPR Ranšpurk,7367b,2015,CELKOVE_HODNOCENI,Letouni,NPR Ranšpurk,"10144718, 10144719",6376942,2015-06-24,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624119,Myotis bechsteinii,NPR Ranšpurk,7367b,2015,CELKOVE_SUM,Letouni,NPR Ranšpurk,"10144718, 10144719",6376942,2015-06-24,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624119,Myotis bechsteinii,NPR Ranšpurk,7367b,2015,POP_PRESENCE,Letouni,NPR Ranšpurk,"10144718, 10144719",6376942,2015-06-24,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Myotis bechsteinii,Bertalánka,6666a,2025,CELKOVE_HODNOCENI,Letouni,Bertalánka,15620592,5063516,2025-02-14,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Myotis bechsteinii,Bertalánka,6666a,2025,CELKOVE_SUM,Letouni,Bertalánka,15620592,5063516,2025-02-14,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Myotis bechsteinii,Bertalánka,6666a,2025,POP_PRESENCE,Letouni,Bertalánka,15620592,5063516,2025-02-14,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Myotis bechsteinii,Býčí skála,6666c,2025,CELKOVE_HODNOCENI,Letouni,Býčí skála,"13821962, 15620644",10848721,2025-02-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Myotis bechsteinii,Býčí skála,6666c,2025,CELKOVE_SUM,Letouni,Býčí skála,"13821962, 15620644",10848721,2025-02-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Myotis bechsteinii,Býčí skála,6666c,2025,POP_PRESENCE,Letouni,Býčí skála,"13821962, 15620644",10848721,2025-02-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Myotis bechsteinii,Býčí skála - transekt,"31,""6666c""",2019,CELKOVE_HODNOCENI,Letouni,Býčí skála - transekt,10863762,7323593,2019-07-18,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Myotis bechsteinii,Býčí skála - transekt,"31,""6666c""",2019,CELKOVE_SUM,Letouni,Býčí skála - transekt,10863762,7323593,2019-07-18,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Myotis bechsteinii,Býčí skála - transekt,"31,""6666c""",2019,POP_PRESENCE,Letouni,Býčí skála - transekt,10863762,7323593,2019-07-18,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Myotis bechsteinii,"Býčí skála, mimo základní monitoring",6666c,2021,CELKOVE_HODNOCENI,Letouni,"Býčí skála, mimo základní monitoring",11731415,8252705,2021-02-28,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Myotis bechsteinii,"Býčí skála, mimo základní monitoring",6666c,2021,CELKOVE_SUM,Letouni,"Býčí skála, mimo základní monitoring",11731415,8252705,2021-02-28,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Myotis bechsteinii,"Býčí skála, mimo základní monitoring",6666c,2021,POP_PRESENCE,Letouni,"Býčí skála, mimo základní monitoring",11731415,8252705,2021-02-28,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Myotis bechsteinii,Erichova jeskyně,6666a,2021,CELKOVE_HODNOCENI,Letouni,Erichova jeskyně,"11311525, 11777505",7783441,2021-02-08,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Myotis bechsteinii,Erichova jeskyně,6666a,2021,CELKOVE_SUM,Letouni,Erichova jeskyně,"11311525, 11777505",7783441,2021-02-08,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Myotis bechsteinii,Erichova jeskyně,6666a,2021,POP_PRESENCE,Letouni,Erichova jeskyně,"11311525, 11777505",7783441,2021-02-08,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Myotis bechsteinii,Holštejnská jeskyně,6566d,2023,CELKOVE_HODNOCENI,Letouni,Holštejnská jeskyně,12501875,9257162,2023-03-05,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Myotis bechsteinii,Holštejnská jeskyně,6566d,2023,CELKOVE_SUM,Letouni,Holštejnská jeskyně,12501875,9257162,2023-03-05,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Myotis bechsteinii,Holštejnská jeskyně,6566d,2023,POP_PRESENCE,Letouni,Holštejnská jeskyně,12501875,9257162,2023-03-05,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Myotis bechsteinii,Jeskyně Lidomorna,6566d,2013,CELKOVE_HODNOCENI,Letouni,Jeskyně Lidomorna,"10540142, 10540149",6829166,2013-09-11,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Myotis bechsteinii,Jeskyně Lidomorna,6566d,2013,CELKOVE_SUM,Letouni,Jeskyně Lidomorna,"10540142, 10540149",6829166,2013-09-11,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Myotis bechsteinii,Jeskyně Lidomorna,6566d,2013,POP_PRESENCE,Letouni,Jeskyně Lidomorna,"10540142, 10540149",6829166,2013-09-11,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Myotis bechsteinii,Jeskyně Nad Švýcárnou,6666c,2025,CELKOVE_HODNOCENI,Letouni,Jeskyně Nad Švýcárnou,15620709,8329139,2025-03-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Myotis bechsteinii,Jeskyně Nad Švýcárnou,6666c,2025,CELKOVE_SUM,Letouni,Jeskyně Nad Švýcárnou,15620709,8329139,2025-03-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Myotis bechsteinii,Jeskyně Nad Švýcárnou,6666c,2025,POP_PRESENCE,Letouni,Jeskyně Nad Švýcárnou,15620709,8329139,2025-03-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
