kod_chu,DRUH,POLE,POSLEDNI_NALEZ
CZ0520519,Cottus gobio,"4,""5362d""",2004-01-01
CZ0520519,Cottus gobio,5362d,2013-10-19
CZ0520519,Cottus gobio,5462b,2023-07-12
CZ0520519,Lampetra planeri,"32,""5362d""",2004-01-01
CZ0520519,Lampetra planeri,"37,""5362d""",2004-01-01
CZ0520519,Lampetra planeri,5462b,2000-01-01
CZ0520519,Leucorrhinia pectoralis,5362d,2022-06-11
CZ0520519,Leucorrhinia pectoralis,5462b,2012-07-07
CZ0520519,Lutra lutra,5362d,2021-07-28
CZ0520519,Lynx lynx,5362d,2013-01-01
CZ0520519,Lynx lynx,5462b,2013-02-17
CZ0520519,Myotis myotis,"12,""5362d""",1972-01-01
CZ0520519,Myotis myotis,5362d,2025-01-08
CZ0520519,Myotis myotis,"73,""5462b""",2013-08-18
CZ0520519,Myotis sp.,5362d,2023-01-14
CZ0520519,Rhinolophus hipposideros,"73,""5462b""",2013-08-18
CZ0520519,Salmo trutta,"22,""5362d""",2004-01-01
CZ0520519,Salmo trutta,"32,""5362d""",2004-01-01
CZ0520519,Salmo trutta,"37,""5362d""",2004-01-01
CZ0520519,Salmo trutta,"4,""5362d""",2004-01-01
CZ0520519,Salmo trutta,5362d,2013-10-19
CZ0520519,Salmo trutta,5462b,2013-10-19
CZ0520519,Sanguisorba officinalis,5362d,2018-01-01
CZ0520519,Sanguisorba officinalis,5462b,2020-07-14
CZ0520519,Succisa pratensis,5362d,2003-09-22
CZ0520600,Barbastella barbastellus,"4,""5664d""",2015-09-03
CZ0520600,Canis lupus,"45,""5664d""",2025-03-23
CZ0520600,Canis lupus,5664d,2026-01-18
CZ0520600,Canis lupus,5764b,2021-12-05
CZ0520600,Cottus gobio,5664d,2009-06-09
CZ0520600,Hamatocaulis vernicosus,5664d,2001-01-01
CZ0520600,Hamatocaulis vernicosus,"59,""5664d""",2001-01-01
CZ0520600,Leucorrhinia pectoralis,5664d,2022-06-10
CZ0520600,Lutra lutra,"03,""5764a""",2013-01-23
CZ0520600,Lutra lutra,5664d,2024-05-03
CZ0520600,Lycaena dispar,5664d,2017-06-24
CZ0520600,Lynx lynx,5664c,2009-08-18
CZ0520600,Myotis myotis,"4,""5664d""",2015-09-03
CZ0520600,Ophiogomphus cecilia,5664d,2004-07-30
CZ0520600,Phengaris nausithous,5664d,2020-07-28
CZ0520600,Phengaris teleius,5664d,2020-07-19
CZ0520600,Rumex sp.,5664d,2022-06-12
CZ0520600,Salmo trutta,5664d,2019-09-24
CZ0520600,Sanguisorba officinalis,5664d,2025-05-10
CZ0520603,Cottus gobio,5663b,2023-07-27
CZ0520603,Phengaris nausithous,5664a,2021-08-25
CZ0520603,Sanguisorba officinalis,"3,""5664a""",2008-06-19
CZ0520603,Sanguisorba officinalis,5663b,2022-07-01
CZ0520603,Sanguisorba officinalis,"92,""5664a""",2022-07-01
CZ0520604,Barbastella barbastellus,"51,""5864a""",2015-06-27
CZ0520604,Barbastella barbastellus,5864a,2003-01-12
CZ0520604,Cottus gobio,5864a,2023-07-24
CZ0520604,Cottus gobio,5864b,2023-10-24
CZ0520604,Lampetra planeri,5864a,2024-09-11
CZ0520604,Lutra lutra,5864a,2020-07-31
CZ0520604,Lutra lutra,5864b,2016-06-02
CZ0520604,Myotis bechsteinii,"51,""5864a""",2015-06-27
CZ0520604,Myotis emarginatus,5864a,2022-02-10
CZ0520604,Myotis myotis,"51,""5864a""",2015-06-27
CZ0520604,Myotis myotis,5864a,2025-02-18
CZ0520604,Rhinolophus hipposideros,5864a,2025-02-18
CZ0520604,Salmo trutta,"08,""5764c""",2004-01-01
CZ0520604,Salmo trutta,"18,""5864a""",2004-01-01
CZ0520604,Salmo trutta,"26,""5764d""",2004-01-01
CZ0520604,Salmo trutta,5864a,2018-10-10
CZ0520604,Salmo trutta,5864b,2023-10-24
CZ0520604,Sanguisorba officinalis,5864a,2017-09-06
CZ0520604,Sanguisorba officinalis,5864b,2017-10-12
CZ0522002,Cypripedium calceolus,5660b,2022-05-19
CZ0522127,Adenophora liliifolia,5660d,2024-07-25
CZ0522129,Cypripedium calceolus,5862b,2024-05-14
CZ0523002,Bombina bombina,5658b,2025-06-26
CZ0523002,Lemna trisulca,5658b,2012-06-18
CZ0523002,Triturus cristatus,5658b,2020-05-27
CZ0523003,Bombina bombina,5658b,2025-06-13
CZ0523003,Lemna trisulca,5658b,2015-08-15
CZ0523003,Lutra lutra,5658b,2018-04-04
CZ0523003,Triturus cristatus,5658b,2025-06-13
CZ0523005,Bombina bombina,5662c,2024-08-19
CZ0523006,Coenagrion ornatum,"15,""5761c""",2012-01-01
CZ0523006,Coenagrion ornatum,5761a,2025-06-01
CZ0523006,Coenagrion ornatum,5761c,2006-05-12
CZ0523006,Coenagrion ornatum,"76,""5761c""",2003-07-27
CZ0523006,Coenagrion ornatum,"99,""5761c""",2004-05-29
CZ0523006,Lutra lutra,5761a,2002-11-13
CZ0523006,Lutra lutra,5761c,2016-10-29
CZ0523006,Lycaena dispar,5761a,2025-06-01
CZ0523006,Sanguisorba officinalis,"26,""5761a""",2012-01-01
CZ0523006,Sanguisorba officinalis,5761a,2015-06-14
CZ0523006,Sanguisorba officinalis,"85,""5761a""",2012-06-23
CZ0523007,Cottus gobio,5762b,2022-10-06
CZ0523007,Cottus gobio,5763a,2023-10-17
CZ0523007,Lampetra planeri,5762b,2023-10-17
CZ0523007,Lampetra planeri,5763a,2023-10-17
CZ0523007,Lutra lutra,5763a,2022-07-28
CZ0523007,Lutra lutra,"75,""5763a""",2015-05-10
CZ0523007,Myotis myotis,"75,""5763a""",2015-05-10
CZ0523007,Ophiogomphus cecilia,"26,""5763a""",2022-06-26
CZ0523007,Ophiogomphus cecilia,5763a,2015-07-31
CZ0523007,Salmo trutta,"23,""5763a""",2004-01-01
CZ0523007,Salmo trutta,5762b,2022-10-06
CZ0523007,Salmo trutta,5763a,2022-10-06
CZ0523007,Salmo trutta,"63,""5763a""",2004-01-01
CZ0523007,Sanguisorba officinalis,5763a,2007-10-05
CZ0523009,Barbastella barbastellus,5863c,2016-01-27
CZ0523009,Rhinolophus hipposideros,5863c,2025-02-25
CZ0523010,Bombina bombina,5861a,2024-08-21
CZ0523010,Epidalea calamita,5861a,2024-05-03
CZ0523010,Hipparchia semele,NA,1995-01-01
CZ0523010,Leucorrhinia pectoralis,5861a,2021-06-24
CZ0523010,Lycaena dispar,5861a,2021-09-05
CZ0523010,Myotis myotis,5861a,2020-06-12
CZ0523010,Ophiogomphus cecilia,5861a,2010-06-13
CZ0523010,Osmoderma barnabita,5861a,2017-11-04
CZ0523010,Phengaris nausithous,5861a,2021-08-06
CZ0523010,Phengaris teleius,5861a,2025-07-10
CZ0523010,Sanguisorba officinalis,5861a,2025-09-15
CZ0523010,Succisa pratensis,5861a,2025-09-15
CZ0523010,Triturus cristatus,5861a,2025-07-31
CZ0523010,Vertigo angustior,5861a,2006-11-15
CZ0523011,Bombina bombina,5562c,2025-05-15
CZ0523011,Triturus cristatus,5562c,2025-08-05
CZ0523014,Phengaris nausithous,5563b,2025-08-06
CZ0523014,Phengaris teleius,5563b,2025-08-06
CZ0523014,Sanguisorba officinalis,5563b,2019-06-16
CZ0523264,Ameiurus nebulosus,"52,""5660c""",2004-01-01
CZ0523264,Blicca bjoerkna,5759d,2004-01-01
CZ0523264,Lampetra planeri,"61,""5660c""",1950-01-01
CZ0523264,Leuciscus aspius,5759d,2004-01-01
CZ0523264,Lutra lutra,5660c,2006-10-06
CZ0523264,Lutra lutra,5759d,2025-08-13
CZ0523264,Lutra lutra,5760a,2006-10-10
CZ0523264,Osmoderma barnabita,5760a,2016-06-23
CZ0523264,Rhodeus amarus,5759d,2004-01-01
CZ0523264,Salmo trutta,"52,""5660c""",2004-01-01
CZ0523264,Sanguisorba officinalis,"91,""5759d""",2010-05-20
CZ0523264,Scardinius erythrophthalmus,5759d,2004-01-01
CZ0523264,Unio crassus,5660a,2010-08-08
CZ0523264,Unio crassus,5660c,2025-05-17
CZ0523264,Unio crassus,5759d,2016-10-15
CZ0523264,Unio crassus,5760a,2025-08-13
CZ0523265,Barbastella barbastellus,5559d,2025-05-20
CZ0523265,Bombina bombina,5559d,2025-07-14
CZ0523265,Leucorrhinia pectoralis,5559d,2003-06-22
CZ0523265,Rumex sp.,5559d,2010-01-01
CZ0523265,Sanguisorba officinalis,5559d,2025-04-04
CZ0523265,Triturus cristatus,5559d,2025-07-14
CZ0523266,Ameiurus nebulosus,5860b,2025-07-23
CZ0523266,Ameiurus nebulosus,5861a,2025-07-23
CZ0523266,Hipparchia semele,NA,1995-01-01
CZ0523266,Lemna trisulca,5861a,2008-09-26
CZ0523266,Myotis myotis,5860b,2015-05-08
CZ0523266,Sanguisorba officinalis,"09,""5861a""",2017-05-17
CZ0523266,Sanguisorba officinalis,"48,""5861a""",2017-05-17
CZ0523266,Sanguisorba officinalis,5860b,2020-05-05
CZ0523266,Sanguisorba officinalis,5861a,2004-01-01
CZ0523266,Succisa pratensis,"48,""5861a""",2017-05-17
CZ0523266,Succisa pratensis,5860b,2008-09-26
CZ0523266,Succisa pratensis,5861a,2004-01-01
CZ0523266,Vertigo angustior,5860b,2019-08-14
CZ0523266,Vertigo angustior,5861a,2015-09-24
CZ0523267,Ameiurus melas,5765c,2024-05-30
CZ0523267,Ameiurus nebulosus,5765c,2024-05-30
CZ0523267,Barbastella barbastellus,"05,""5764b""",2015-09-07
CZ0523267,Canis lupus,5865a,2024-02-27
CZ0523267,Castor fiber,"08,""5764b""",2000-11-01
CZ0523267,Castor fiber,"24,""5764b""",2018-06-20
CZ0523267,Castor fiber,5764b,2025-07-03
CZ0523267,Castor fiber,5765c,2022-10-08
CZ0523267,Cottus gobio,5764b,2022-08-10
CZ0523267,Cottus gobio,5765c,2023-10-23
CZ0523267,Cottus gobio,5865a,2023-10-23
CZ0523267,Cottus gobio,5865c,2021-09-21
CZ0523267,Cottus gobio,"63,""5865a""",2004-01-01
CZ0523267,Cottus gobio,"73,""5865a""",2004-01-01
CZ0523267,Lampetra planeri,"5,""5764b""",2004-01-01
CZ0523267,Lampetra planeri,5764b,2021-09-15
CZ0523267,Lampetra planeri,5765c,2021-09-21
CZ0523267,Lampetra planeri,5865a,2015-09-22
CZ0523267,Lampetra planeri,5865c,2021-09-21
CZ0523267,Lampetra planeri,"73,""5865a""",2004-01-01
CZ0523267,Lutra lutra,"05,""5764b""",2015-09-07
CZ0523267,Lutra lutra,"16,""5765c""",2017-01-10
CZ0523267,Lutra lutra,"24,""5764b""",2018-06-20
CZ0523267,Lutra lutra,"25,""5765c""",2017-01-19
CZ0523267,Lutra lutra,"45,""5664d""",2013-01-23
CZ0523267,Lutra lutra,5664d,2022-05-12
CZ0523267,Lutra lutra,"57,""5865a""",2013-01-23
CZ0523267,Lutra lutra,5764b,2026-01-14
CZ0523267,Lutra lutra,5765c,2019-05-30
CZ0523267,Lutra lutra,"58,""5764b""",2019-02-13
CZ0523267,Lutra lutra,5865a,2025-12-10
CZ0523267,Lutra lutra,"59,""5765a""",2017-01-10
CZ0523267,Lutra lutra,"6,""5865a""",2013-01-23
CZ0523267,Lutra lutra,"76,""5765a""",2026-01-14
CZ0523267,Lutra lutra,"94,""5764b""",2013-01-23
CZ0523267,Lutra lutra,"99,""5764b""",2017-01-19
CZ0523267,Lycaena dispar,5765c,2024-06-15
CZ0523267,Myotis myotis,"05,""5764b""",2015-09-07
CZ0523267,Phengaris nausithous,5764b,2015-07-20
CZ0523267,Phengaris nausithous,5765c,2020-08-01
CZ0523267,Phengaris teleius,5765c,2020-08-01
CZ0523267,Salmo trutta,"5,""5764b""",2004-01-01
CZ0523267,Salmo trutta,5764b,2021-09-15
CZ0523267,Salmo trutta,5765c,2021-09-21
CZ0523267,Salmo trutta,5865a,2021-09-17
CZ0523267,Salmo trutta,5865c,2021-09-21
CZ0523267,Salmo trutta,"63,""5865a""",2004-01-01
CZ0523267,Salmo trutta,"73,""5865a""",2004-01-01
CZ0523267,Sanguisorba officinalis,"11,""5865d""",2016-08-06
CZ0523267,Sanguisorba officinalis,"24,""5865b""",2015-08-04
CZ0523267,Sanguisorba officinalis,"31,""5865d""",2020-06-14
CZ0523267,Sanguisorba officinalis,5764b,2024-06-04
CZ0523267,Sanguisorba officinalis,5765a,2010-08-25
CZ0523267,Sanguisorba officinalis,5765c,2024-06-25
CZ0523267,Sanguisorba officinalis,5865a,2024-06-14
CZ0523267,Sanguisorba officinalis,5865b,2006-09-12
CZ0523267,Sanguisorba officinalis,5865c,2015-08-04
CZ0523267,Sanguisorba officinalis,"81,""5865d""",2016-10-06
CZ0523267,Sanguisorba officinalis,"97,""5865c""",2016-08-06
CZ0523267,Succisa pratensis,5765c,2020-07-19
CZ0523268,Bombina bombina,"03,""5562c""",2020-07-27
CZ0523268,Bombina bombina,5562c,2024-08-17
CZ0523268,Bombina bombina,"91,""5562c""",2024-07-15
CZ0523268,Osmoderma barnabita,5562c,2017-03-21
CZ0523268,Phengaris nausithous,5562c,2022-07-07
CZ0523268,Phengaris nausithous,"64,""5562c""",2011-07-15
CZ0523268,Phengaris teleius,5562c,2022-07-07
CZ0523268,Phengaris teleius,"64,""5562c""",2011-07-15
CZ0523268,Sanguisorba officinalis,5562c,2021-06-15
CZ0523268,Succisa pratensis,5562c,2021-06-15
CZ0523268,Triturus cristatus,"91,""5562c""",2012-01-01
CZ0523273,Abramis brama,5658d,2004-01-01
CZ0523273,Abramis brama,"88,""5658d""",2004-01-01
CZ0523273,Bombina bombina,"35,""5658d""",2008-04-29
CZ0523273,Leuciscus aspius,"81,""5659a""",2004-01-01
CZ0523273,Leuciscus aspius,"88,""5658d""",2004-01-01
CZ0523273,Lutra lutra,5658d,2015-09-14
CZ0523273,Lutra lutra,5758b,2006-10-10
CZ0523273,Lutra lutra,5759a,2000-05-23
CZ0523273,Myotis myotis,5658d,2009-06-06
CZ0523273,Phengaris nausithous,5658d,2013-07-18
CZ0523273,Phengaris teleius,5658d,2005-07-28
CZ0523273,Salmo trutta,"88,""5658d""",2004-01-01
CZ0523273,Sanguisorba officinalis,"01,""5658d""",2002-04-26
CZ0523273,Sanguisorba officinalis,"38,""5758b""",2012-04-27
CZ0523273,Sanguisorba officinalis,5658d,2024-08-22
CZ0523273,Sanguisorba officinalis,5758b,2025-05-10
CZ0523273,Sanguisorba officinalis,"62,""5658d""",2012-04-27
CZ0523273,Sanguisorba officinalis,"78,""5759a""",2012-04-27
CZ0523273,Sanguisorba officinalis,"99,""5759a""",2012-04-27
CZ0523273,Scardinius erythrophthalmus,5658d,2004-01-01
CZ0523273,Scardinius erythrophthalmus,"81,""5659a""",2004-01-01
CZ0523273,Unio crassus,"26,""5758b""",2000-06-25
CZ0523273,Unio crassus,"52,""5759a""",2001-08-31
CZ0523273,Unio crassus,5658d,2018-09-02
CZ0523273,Unio crassus,5758b,2025-05-18
CZ0523273,Unio crassus,5759a,2022-05-29
CZ0523274,Osmoderma barnabita,"27,""5558c""",2012-07-18
CZ0523274,Osmoderma barnabita,5558c,2021-08-13
CZ0523275,Phengaris nausithous,5764c,2025-08-21
CZ0523275,Phengaris teleius,5764c,2025-07-20
CZ0523275,Sanguisorba officinalis,5764c,2025-04-14
CZ0523276,Bombina bombina,5659d,2025-07-14
CZ0523276,Scardinius erythrophthalmus,5659d,2025-10-08
CZ0523276,Triturus cristatus,5659d,2025-06-14
CZ0523277,Cottus gobio,5459b,2023-09-24
CZ0523277,Cottus gobio,5460a,2014-09-30
CZ0523277,Cottus gobio,5460c,2023-09-24
CZ0523277,Lampetra planeri,"41,""5460c""",2004-01-01
CZ0523277,Lampetra planeri,5459b,2000-01-01
CZ0523277,Lampetra planeri,5460a,2014-09-30
CZ0523277,Lampetra planeri,5460c,2015-09-03
CZ0523277,Lutra lutra,5459b,2011-10-03
CZ0523277,Salmo trutta,"41,""5460c""",2004-01-01
CZ0523277,Salmo trutta,"49,""5459b""",2004-01-01
CZ0523277,Salmo trutta,5459b,2015-09-03
CZ0523277,Salmo trutta,5460a,2014-09-30
CZ0523277,Salmo trutta,5460c,2015-09-03
CZ0523277,Salmo trutta,"79,""5460c""",2004-01-01
CZ0523279,Unio crassus,"01,""5559d""",2003-05-17
CZ0523279,Unio crassus,5559c,2010-09-11
CZ0523279,Unio crassus,5559d,2025-04-05
CZ0523280,Abramis brama,"85,""5462d""",2004-01-01
CZ0523280,Castor fiber,5362d,2021-05-22
CZ0523280,Cottus gobio,"08,""5563a""",2004-01-01
CZ0523280,Cottus gobio,"09,""5463c""",2004-01-01
CZ0523280,Cottus gobio,"4,""5362d""",2004-01-01
CZ0523280,Cottus gobio,"46,""5463c""",1950-01-01
CZ0523280,Cottus gobio,5362d,2018-10-19
CZ0523280,Cottus gobio,5462b,2018-10-19
CZ0523280,Cottus gobio,5462d,2022-10-25
CZ0523280,Cottus gobio,5463a,2018-10-19
CZ0523280,Cottus gobio,5463c,2019-09-24
CZ0523280,Cottus gobio,5563a,2019-09-24
CZ0523280,Cottus gobio,"57,""5463c""",1950-01-01
CZ0523280,Cottus gobio,"84,""5462b""",1950-01-01
CZ0523280,Cottus gobio,"84,""5462d""",2004-01-01
CZ0523280,Cottus gobio,"85,""5462d""",2004-01-01
CZ0523280,Lampetra planeri,"01,""5463c""",2004-01-01
CZ0523280,Lampetra planeri,"08,""5563a""",2004-01-01
CZ0523280,Lampetra planeri,"22,""5463c""",2004-01-01
CZ0523280,Lampetra planeri,"32,""5362d""",2004-01-01
CZ0523280,Lampetra planeri,"45,""5463c""",1950-01-01
CZ0523280,Lampetra planeri,"45,""5563a""",2004-01-01
CZ0523280,Lampetra planeri,"46,""5463c""",2001-01-01
CZ0523280,Lampetra planeri,5362d,2018-10-19
CZ0523280,Lampetra planeri,5462b,2018-10-19
CZ0523280,Lampetra planeri,5462d,2023-09-16
CZ0523280,Lampetra planeri,5463a,2023-09-16
CZ0523280,Lampetra planeri,5463c,2023-09-16
CZ0523280,Lampetra planeri,5563a,2020-10-10
CZ0523280,Lampetra planeri,"84,""5462d""",2004-01-01
CZ0523280,Lampetra planeri,"85,""5462d""",2004-01-01
CZ0523280,Lutra lutra,"15,""5462b""",2016-01-22
CZ0523280,Lutra lutra,5362d,2015-11-26
CZ0523280,Lutra lutra,5462b,2026-02-26
CZ0523280,Lutra lutra,5462d,2021-07-01
CZ0523280,Lutra lutra,5463a,2026-01-11
CZ0523280,Lutra lutra,5463c,2016-01-22
CZ0523280,Lutra lutra,5563a,2016-05-31
CZ0523280,Lutra lutra,"79,""5463a""",2010-02-22
CZ0523280,Lutra lutra,"8,""5463c""",2016-01-22
CZ0523280,Salmo trutta,"01,""5463c""",2004-01-01
CZ0523280,Salmo trutta,"08,""5563a""",2004-01-01
CZ0523280,Salmo trutta,"09,""5463c""",2004-01-01
CZ0523280,Salmo trutta,"22,""5463c""",2004-01-01
CZ0523280,Salmo trutta,"32,""5362d""",2004-01-01
CZ0523280,Salmo trutta,"4,""5362d""",2004-01-01
CZ0523280,Salmo trutta,"45,""5563a""",2004-01-01
CZ0523280,Salmo trutta,5362d,2018-10-19
CZ0523280,Salmo trutta,5462b,2018-10-19
CZ0523280,Salmo trutta,5462d,2019-09-25
CZ0523280,Salmo trutta,5463a,2018-10-19
CZ0523280,Salmo trutta,5463c,2018-10-19
CZ0523280,Salmo trutta,5563a,2019-09-25
CZ0523280,Salmo trutta,"84,""5462d""",2004-01-01
CZ0523280,Salmo trutta,"85,""5462d""",2004-01-01
CZ0523280,Sanguisorba officinalis,"37,""5463a""",2018-08-22
CZ0523280,Sanguisorba officinalis,5362d,2018-07-09
CZ0523280,Sanguisorba officinalis,5462d,2018-09-19
CZ0523280,Sanguisorba officinalis,5463a,2018-08-30
CZ0523280,Sanguisorba officinalis,5463c,2018-09-20
CZ0523280,Sanguisorba officinalis,"8,""5362d""",2004-04-18
CZ0523280,Scardinius erythrophthalmus,"85,""5462d""",2004-01-01
CZ0523282,Bombina bombina,"19,""5557d""",2022-09-01
CZ0523282,Bombina bombina,"48,""5557d""",2005-04-17
CZ0523282,Bombina bombina,"51,""5557d""",2025-05-31
CZ0523282,Bombina bombina,5557d,2022-07-20
CZ0523282,Triturus cristatus,5557d,2001-05-01
CZ0523283,Cucujus cinnaberinus,5858a,2023-03-14
CZ0523283,Euphydryas maturna,NA,2007-06-09
CZ0523283,Lucanus cervus,5858a,2015-06-12
CZ0523283,Lucanus cervus,5858b,2023-07-03
CZ0523283,Lucanus cervus,5858d,2009-06-20
CZ0523283,Lucanus cervus,"99,""5858b""",2012-05-01
CZ0523283,Sanguisorba officinalis,"42,""5858d""",2012-04-01
CZ0523283,Sanguisorba officinalis,5858a,2003-09-22
CZ0523283,Sanguisorba officinalis,5858b,2012-04-01
CZ0523283,Sanguisorba officinalis,"69,""5858a""",2012-04-01
CZ0523284,Lucanus cervus,"58,""5762b""",2000-01-01
CZ0523284,Osmoderma barnabita,5762b,2023-08-03
CZ0523286,Bombina bombina,5658d,2025-07-14
CZ0523286,Myotis myotis,5658d,2025-07-14
CZ0523286,Sanguisorba officinalis,5658d,2010-06-06
CZ0523286,Vertigo angustior,5658d,2012-08-21
CZ0523288,Castor fiber,5661d,2017-03-20
CZ0523288,Coenagrion ornatum,5661d,2025-06-29
CZ0523288,Cucujus cinnaberinus,5661d,2025-04-20
CZ0523288,Ophiogomphus cecilia,5661d,2019-07-20
CZ0523288,Ophiogomphus cecilia,"99,""5661d""",2010-09-24
CZ0523288,Rhinolophus hipposideros,5661d,2016-06-18
CZ0523288,Sanguisorba officinalis,5661d,2010-05-29
CZ0523290,Bombina bombina,5862a,2013-06-07
CZ0523290,Cucujus cinnaberinus,5862a,2018-06-21
CZ0523290,Lemna trisulca,5862a,2009-08-15
CZ0523290,Lycaena dispar,5862a,2007-08-22
CZ0523290,Ophiogomphus cecilia,5862a,2014-07-25
CZ0523290,Osmoderma barnabita,5862a,2017-06-09
CZ0523290,Osmoderma barnabita,"97,""5862a""",2012-05-01
CZ0523290,Salmo trutta,"41,""5862a""",2004-01-01
CZ0523290,Sanguisorba officinalis,5862a,2012-05-30
CZ0523290,Succisa pratensis,5862a,2009-08-16
CZ0523290,Triturus cristatus,5862a,2013-06-07
CZ0523290,Vertigo moulinsiana,5862a,2024-07-27
CZ0523291,Phengaris nausithous,"36,""5763d""",2005-07-28
CZ0523291,Phengaris nausithous,5763d,2025-08-21
CZ0523291,Phengaris nausithous,"96,""5763d""",2010-05-28
CZ0523291,Phengaris teleius,5763d,2022-07-29
CZ0523291,Sanguisorba officinalis,"57,""5763d""",2010-05-23
CZ0523291,Sanguisorba officinalis,5763d,2025-08-21
CZ0523293,Euphydryas maturna,NA,2007-06-09
CZ0523293,Lucanus cervus,5858a,2019-06-12
CZ0523293,Lucanus cervus,5858c,2023-06-21
CZ0523293,Lucanus cervus,"78,""5858c""",2012-06-07
CZ0523669,Barbastella barbastellus,5560b,2017-12-29
CZ0523669,Rhinolophus hipposideros,5560b,2017-12-29
CZ0523675,Myotis emarginatus,5658a,2025-06-08
CZ0523675,Myotis myotis,5658a,2025-06-18
CZ0523675,Rhinolophus hipposideros,5658a,2025-06-08
CZ0523676,Barbastella barbastellus,5661d,2026-03-09
CZ0523676,Myotis emarginatus,5661d,2026-02-13
CZ0523676,Myotis myotis,5661d,2026-03-09
CZ0523676,Myotis sp.,5661d,2026-03-16
CZ0523676,Rhinolophus hipposideros,5661d,2026-03-16
CZ0523676,Triturus cristatus,5661d,2024-02-10
CZ0523677,Barbastella barbastellus,5556b,2025-01-16
CZ0523677,Myotis bechsteinii,5556b,2012-01-09
CZ0523677,Myotis emarginatus,5556b,2025-06-08
CZ0523677,Myotis myotis,5556b,2025-06-08
CZ0523677,Myotis sp.,5556b,2025-01-16
CZ0523677,Rhinolophus hipposideros,5556b,2025-06-08
CZ0523680,Barbastella barbastellus,5563c,2016-01-09
CZ0523680,Myotis bechsteinii,5563c,2018-01-06
CZ0523680,Myotis emarginatus,5563c,2026-01-09
CZ0523680,Myotis myotis,5563c,2026-01-09
CZ0523680,Rhinolophus hipposideros,5563c,2026-01-09
CZ0523682,Barbastella barbastellus,5657a,2017-01-12
CZ0523682,Myotis emarginatus,5657a,2025-06-08
CZ0523682,Myotis myotis,5657a,2013-07-06
CZ0523682,Rhinolophus hipposideros,5657a,2025-06-08
CZ0523683,Barbastella barbastellus,5663d,2020-01-10
CZ0523683,Myotis bechsteinii,5663d,2018-01-05
CZ0523683,Myotis emarginatus,5663d,2020-01-10
CZ0523683,Myotis myotis,5663d,2020-01-10
CZ0523683,Rhinolophus hipposideros,5663d,2020-01-10
CZ0523823,Austropotamobius torrentium,5460a,2025-08-30
CZ0523823,Austropotamobius torrentium,5460b,2015-07-29
CZ0523823,Cottus gobio,5460a,2023-09-21
CZ0523823,Cottus gobio,5460b,2021-09-27
CZ0523823,Lampetra planeri,5460a,1900-01-01
CZ0523823,Lutra lutra,5460a,2025-07-15
CZ0523823,Salmo trutta,5460a,1900-01-01
CZ0523823,Salmo trutta,5460b,2012-07-23
CZ0523824,Hipparchia semele,NA,1995-01-01
CZ0523824,Leucorrhinia pectoralis,5861b,2021-07-27
CZ0524044,Austropotamobius torrentium,5360c,2016-10-22
CZ0524044,Austropotamobius torrentium,5460a,2024-09-21
CZ0524044,Austropotamobius torrentium,5460b,2014-09-27
CZ0524044,Barbastella barbastellus,5258d,2003-03-21
CZ0524044,Barbastella barbastellus,5358b,2000-09-01
CZ0524044,Barbastella barbastellus,5359a,2023-06-18
CZ0524044,Barbastella barbastellus,5359b,2024-02-22
CZ0524044,Barbastella barbastellus,5361a,2003-01-15
CZ0524044,Barbastella barbastellus,5361c,2024-12-31
CZ0524044,Barbastella barbastellus,5460a,2023-02-14
CZ0524044,Barbastella barbastellus,"76,""5259d""",2010-07-01
CZ0524044,Barbastella barbastellus,"96,""5258a""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5258b""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5258c""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5258d""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5259a""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5259b""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5259c""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5259d""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5358a""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5358b""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5358c""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5358d""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5359a""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5359b""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5359c""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5359d""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5360a""",2011-12-21
CZ0524044,Barbastella barbastellus,"96,""5360b""",2011-12-21
