ID_ND_NALEZ,IDX_ND_AKCE,DRUH,CESKE_JME,AUTOR,DATUM_OD,DATUM_DO,IDX_ND_LOK,LOKALITA,KOD_LOKALITY,SKUPINA,EVL,PROC_EVL,NEGATIVNI,IDX_ND_LOKALIZACE,MAX_PROC,POLE,DATUM,DEN,MESIC,ROK,kod_chu,nazev_chu,KOD_LOKAL,CILMON,POCITANO_CLEAN,STAV_IND,ID_IND,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,KLIC,UROVEN,pozn,LIM_INDLIST,IND_GRP
57806946,12820222,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,18.01.2023,18.01.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-01-18,18,1,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57806946,12820222,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,18.01.2023,18.01.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-01-18,18,1,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807283,12820275,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,23.01.2023,23.01.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-01-23,23,1,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807283,12820275,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,23.01.2023,23.01.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-01-23,23,1,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807288,12820277,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,31.01.2023,31.01.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-01-31,31,1,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807288,12820277,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,31.01.2023,31.01.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-01-31,31,1,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807295,12820279,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,06.02.2023,06.02.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-02-06,6,2,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807295,12820279,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,06.02.2023,06.02.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-02-06,6,2,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807300,12820281,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,13.02.2023,13.02.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-02-13,13,2,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807300,12820281,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,13.02.2023,13.02.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-02-13,13,2,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807305,12820283,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,20.02.2023,20.02.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-02-20,20,2,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807305,12820283,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,20.02.2023,20.02.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-02-20,20,2,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807399,12820298,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,06.03.2023,06.03.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-03-06,6,3,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807399,12820298,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,06.03.2023,06.03.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-03-06,6,3,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807406,12820302,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,13.03.2023,13.03.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-03-13,13,3,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807406,12820302,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,13.03.2023,13.03.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-03-13,13,3,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807417,12820308,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,03.04.2023,03.04.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-04-03,3,4,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807417,12820308,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,03.04.2023,03.04.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-04-03,3,4,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807421,12820310,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,12.04.2023,12.04.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-04-12,12,4,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807421,12820310,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,12.04.2023,12.04.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-04-12,12,4,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807547,12820357,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,28.11.2023,28.11.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-11-28,28,11,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807547,12820357,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,28.11.2023,28.11.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-11-28,28,11,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807950,12820502,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,05.12.2023,05.12.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-12-05,5,12,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807950,12820502,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,05.12.2023,05.12.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-12-05,5,12,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807955,12820503,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,13.12.2023,13.12.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-12-13,13,12,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807955,12820503,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,13.12.2023,13.12.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-12-13,13,12,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807962,12820504,Barbastella barbastellus,netopýr černý,Horáček Ivan#Staňková Markéta,19.12.2023,19.12.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-12-19,19,12,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807962,12820504,Barbastella barbastellus,netopýr černý,Horáček Ivan#Staňková Markéta,19.12.2023,19.12.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-12-19,19,12,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807967,12820505,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,28.12.2023,28.12.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-12-28,28,12,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807967,12820505,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,28.12.2023,28.12.2023,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2023-12-28,28,12,2023,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807972,12820506,Barbastella barbastellus,netopýr černý,Horáček Ivan#Staňková Markéta,04.01.2024,04.01.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-01-04,4,1,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807972,12820506,Barbastella barbastellus,netopýr černý,Horáček Ivan#Staňková Markéta,04.01.2024,04.01.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-01-04,4,1,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807977,12820507,Barbastella barbastellus,netopýr černý,Horáček Ivan#Staňková Markéta,10.01.2024,10.01.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-01-10,10,1,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807977,12820507,Barbastella barbastellus,netopýr černý,Horáček Ivan#Staňková Markéta,10.01.2024,10.01.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-01-10,10,1,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807984,12820509,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,17.01.2024,17.01.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-01-17,17,1,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807984,12820509,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,17.01.2024,17.01.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-01-17,17,1,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807990,12820510,Barbastella barbastellus,netopýr černý,Horáček Ivan#Staňková Markéta,26.01.2024,26.01.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-01-26,26,1,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807990,12820510,Barbastella barbastellus,netopýr černý,Horáček Ivan#Staňková Markéta,26.01.2024,26.01.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-01-26,26,1,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57807997,12820511,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,02.02.2024,02.02.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-02-02,2,2,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57807997,12820511,Barbastella barbastellus,netopýr černý,Staňková Markéta#Horáček Ivan,02.02.2024,02.02.2024,998603,štoly v lomu Kozel - Alkazar,NA,Letouni,CZ0214017: Karlštejn - Koda,100,0,998603,100,6050b,2024-02-02,2,2,2024,CZ0214017,Karlštejn - Koda,štoly v lomu Kozel - Alkazar,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57809843,12821017,Barbastella barbastellus,netopýr černý,Krása Antonín,02.02.2024,02.02.2024,9653854,stěna 64,NA,Letouni,CZ0624130: Moravský kras,100,0,9653854,100,6666a,2024-02-02,2,2,2024,CZ0624130,Moravský kras,stěna 64,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57809843,12821017,Barbastella barbastellus,netopýr černý,Krása Antonín,02.02.2024,02.02.2024,9653854,stěna 64,NA,Letouni,CZ0624130: Moravský kras,100,0,9653854,100,6666a,2024-02-02,2,2,2024,CZ0624130,Moravský kras,stěna 64,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57827197,12822962,Barbastella barbastellus,netopýr černý,Petrilák Luděk,18.06.2023,18.06.2023,9657733,Benecko,NA,Letouni,CZ0524044: Krkonoše,100,0,9657733,100,5359a,2023-06-18,18,6,2023,CZ0524044,Krkonoše,Benecko,0,samice,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57827197,12822962,Barbastella barbastellus,netopýr černý,Petrilák Luděk,18.06.2023,18.06.2023,9657733,Benecko,NA,Letouni,CZ0524044: Krkonoše,100,0,9657733,100,5359a,2023-06-18,18,6,2023,CZ0524044,Krkonoše,Benecko,0,samice,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57831145,12824306,Barbastella barbastellus,netopýr černý,"Káňa Vlastimil, Kovařík Miroslav, Krása Antonín, Dvořáková Jana",24.02.2024,24.02.2024,9660910,jeskyně Jáchymka,NA,Letouni,CZ0624130: Moravský kras,100,0,9660910,100,6666c,2024-02-24,24,2,2024,CZ0624130,Moravský kras,jeskyně Jáchymka,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57831145,12824306,Barbastella barbastellus,netopýr černý,"Káňa Vlastimil, Kovařík Miroslav, Krása Antonín, Dvořáková Jana",24.02.2024,24.02.2024,9660910,jeskyně Jáchymka,NA,Letouni,CZ0624130: Moravský kras,100,0,9660910,100,6666c,2024-02-24,24,2,2024,CZ0624130,Moravský kras,jeskyně Jáchymka,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57832253,12824447,Barbastella barbastellus,netopýr černý,Benda Pavel,17.01.2024,25.02.2024,9661425,Hřensko,NA,Letouni,CZ0424111: Labské údolí,80,0,9661425,88,"25,""5151c""",2024-01-17,17,1,2024,CZ0424111,Labské údolí,Hřensko,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57832253,12824447,Barbastella barbastellus,netopýr černý,Benda Pavel,17.01.2024,25.02.2024,9661425,Hřensko,NA,Letouni,CZ0424111: Labské údolí,80,0,9661425,88,"25,""5151c""",2024-01-17,17,1,2024,CZ0424111,Labské údolí,Hřensko,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57832535,12824624,Barbastella barbastellus,netopýr černý,Krása Antonín,25.02.2024,25.02.2024,9661915,Býčí skála - venku,NA,Letouni,CZ0624130: Moravský kras,100,0,9661915,100,6666c,2024-02-25,25,2,2024,CZ0624130,Moravský kras,Býčí skála - venku,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57832535,12824624,Barbastella barbastellus,netopýr černý,Krása Antonín,25.02.2024,25.02.2024,9661915,Býčí skála - venku,NA,Letouni,CZ0624130: Moravský kras,100,0,9661915,100,6666c,2024-02-25,25,2,2024,CZ0624130,Moravský kras,Býčí skála - venku,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
57872794,12830148,Barbastella barbastellus,netopýr černý,Tájek Přemysl#Tájková Pavla,08.03.2024,08.03.2024,9674195,Doupov u Hradiště - Tocov - sklep u lýkovců,NA,Letouni,CZ0414127: Hradiště,100,0,9674195,100,5744a,2024-03-08,8,3,2024,CZ0414127,Hradiště,Doupov u Hradiště - Tocov - sklep u lýkovců,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
57872794,12830148,Barbastella barbastellus,netopýr černý,Tájek Přemysl#Tájková Pavla,08.03.2024,08.03.2024,9674195,Doupov u Hradiště - Tocov - sklep u lýkovců,NA,Letouni,CZ0414127: Hradiště,100,0,9674195,100,5744a,2024-03-08,8,3,2024,CZ0414127,Hradiště,Doupov u Hradiště - Tocov - sklep u lýkovců,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
58517171,12956520,Barbastella barbastellus,netopýr černý,Michálek Břeněk#Sinkovicz Pavel#Janečková Alice#Drlíková Jiřina#Vašková Irena#Kadavá Michaela#Hryzlíková P.#Korabečný Jiří#Korabek Dan,18.02.2022,19.02.2022,1215093,EVL Josefov - pevnost,CZ0523676,Letouni,CZ0523676: Josefov - pevnost,100,0,1215093,100,5661d,2022-02-18,18,2,2022,CZ0523676,Josefov - pevnost,EVL Josefov - pevnost,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
58517171,12956520,Barbastella barbastellus,netopýr černý,Michálek Břeněk#Sinkovicz Pavel#Janečková Alice#Drlíková Jiřina#Vašková Irena#Kadavá Michaela#Hryzlíková P.#Korabečný Jiří#Korabek Dan,18.02.2022,19.02.2022,1215093,EVL Josefov - pevnost,CZ0523676,Letouni,CZ0523676: Josefov - pevnost,100,0,1215093,100,5661d,2022-02-18,18,2,2022,CZ0523676,Josefov - pevnost,EVL Josefov - pevnost,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
58517179,12956522,Barbastella barbastellus,netopýr černý,Michálek Břeněk#Sinkovicz Pavel#Janečková Alice#Drlíková Jiřina#Vašková Irena#Kadavá Michaela#Hryzlíková P.#Korabečný Jiří#Korabek Dan,03.02.2023,04.02.2023,1215093,EVL Josefov - pevnost,CZ0523676,Letouni,CZ0523676: Josefov - pevnost,100,0,1215093,100,5661d,2023-02-03,3,2,2023,CZ0523676,Josefov - pevnost,EVL Josefov - pevnost,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
58517179,12956522,Barbastella barbastellus,netopýr černý,Michálek Břeněk#Sinkovicz Pavel#Janečková Alice#Drlíková Jiřina#Vašková Irena#Kadavá Michaela#Hryzlíková P.#Korabečný Jiří#Korabek Dan,03.02.2023,04.02.2023,1215093,EVL Josefov - pevnost,CZ0523676,Letouni,CZ0523676: Josefov - pevnost,100,0,1215093,100,5661d,2023-02-03,3,2,2023,CZ0523676,Josefov - pevnost,EVL Josefov - pevnost,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
58517186,12956525,Barbastella barbastellus,netopýr černý,Michálek Břeněk#Sinkovicz Pavel#Janečková Alice#Drlíková Jiřina#Vašková Irena#Kadavá Michaela#Hryzlíková P.#Korabečný Jiří#Korabek Dan#Hanzal Vladimír#Rohová Kateřina,16.02.2024,17.02.2024,1215093,EVL Josefov - pevnost,CZ0523676,Letouni,CZ0523676: Josefov - pevnost,100,0,1215093,100,5661d,2024-02-16,16,2,2024,CZ0523676,Josefov - pevnost,EVL Josefov - pevnost,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
58517186,12956525,Barbastella barbastellus,netopýr černý,Michálek Břeněk#Sinkovicz Pavel#Janečková Alice#Drlíková Jiřina#Vašková Irena#Kadavá Michaela#Hryzlíková P.#Korabečný Jiří#Korabek Dan#Hanzal Vladimír#Rohová Kateřina,16.02.2024,17.02.2024,1215093,EVL Josefov - pevnost,CZ0523676,Letouni,CZ0523676: Josefov - pevnost,100,0,1215093,100,5661d,2024-02-16,16,2,2024,CZ0523676,Josefov - pevnost,EVL Josefov - pevnost,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
58517360,12956562,Barbastella barbastellus,netopýr černý,Weidinger Karel,15.02.2017,15.02.2017,5063545,Jeskyně Pod Mariánským obrazem,270,Letouni,CZ0530020: Hřebečovský hřbet,100,0,5063545,100,6265c,2017-02-15,15,2,2017,CZ0530020,Hřebečovský hřbet,Jeskyně Pod Mariánským obrazem,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
58517360,12956562,Barbastella barbastellus,netopýr černý,Weidinger Karel,15.02.2017,15.02.2017,5063545,Jeskyně Pod Mariánským obrazem,270,Letouni,CZ0530020: Hřebečovský hřbet,100,0,5063545,100,6265c,2017-02-15,15,2,2017,CZ0530020,Hřebečovský hřbet,Jeskyně Pod Mariánským obrazem,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
58517681,12956644,Barbastella barbastellus,netopýr černý,Horáček Daniel,06.01.2023,06.01.2023,5062987,Kost - hrad,700,Letouni,CZ0523677: Kost,100,0,5062987,100,5556b,2023-01-06,6,1,2023,CZ0523677,Kost,Kost - hrad,0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
58517681,12956644,Barbastella barbastellus,netopýr černý,Horáček Daniel,06.01.2023,06.01.2023,5062987,Kost - hrad,700,Letouni,CZ0523677: Kost,100,0,5062987,100,5556b,2023-01-06,6,1,2023,CZ0523677,Kost,Kost - hrad,0,jedinci,1,POP_PRESENCE,ano,val,ano,přítomnost druhu,ano,lok,NA,ano,val
58517895,12956726,Barbastella barbastellus,netopýr černý,Fabiánek Otakar,19.01.2023,19.01.2023,5061987,"Dolní Chřibská, Na Potoce - náhon",213,Letouni,CZ0424031: České Švýcarsko,100,0,5061987,100,5152b,2023-01-19,19,1,2023,CZ0424031,České Švýcarsko,"Dolní Chřibská, Na Potoce - náhon",0,jedinci,1,CELKOVE_SUM,1,NA,NA,NA,NA,NA,NA,NA,NA
