SITECODE,HABITAT_CODE,ID_IND,TYP_IND,LIM_IND,ZDROJ,rowname
CZ0530027,9130,KVALITA,max,2,MINIMI,2220
CZ0530027,9.10E+01,KVALITA,max,2,MINIMI,2221
CZ0530028,8210,KVALITA,max,1.9,VMB2,2222
CZ0530028,9130,KVALITA,max,2,MINIMI,2223
CZ0530033,6210,KVALITA,max,2,MINIMI,2224
CZ0530033,6510,KVALITA,max,1.9,VMB2,2225
CZ0530033,9110,KVALITA,max,2,MINIMI,2226
CZ0530033,9130,KVALITA,max,2,MINIMI,2227
CZ0530034,9110,KVALITA,max,2,MINIMI,2228
CZ0530034,9130,KVALITA,max,2,MINIMI,2229
CZ0530034,9.10E+01,KVALITA,max,1.6,VMB2,2230
CZ0530037,9180,KVALITA,max,1.1,VMB2,2231
CZ0530064,6410,KVALITA,max,1.6,VMB2,2232
CZ0530149,6510,KVALITA,max,1.9,VMB2,2233
CZ0530149,9130,KVALITA,max,2,MINIMI,2234
CZ0530149,9180,KVALITA,max,2,MINIMI,2235
CZ0530149,9.10E+01,KVALITA,max,2,MINIMI,2236
CZ0530174,6410,KVALITA,max,2,MINIMI,2237
CZ0530174,9.10E+01,KVALITA,max,2,MINIMI,2238
CZ0530501,8210,KVALITA,max,1.4,VMB2,2239
CZ0530501,9130,KVALITA,max,2,MINIMI,2240
CZ0530501,9180,KVALITA,max,1.7,VMB2,2241
CZ0530502,2330,KVALITA,max,2,MINIMI,2242
CZ0530503,8220,KVALITA,max,1.9,VMB2,2243
CZ0530503,9110,KVALITA,max,2,MINIMI,2244
CZ0530503,9130,KVALITA,max,2,MINIMI,2245
CZ0530504,6230,KVALITA,max,1.2,VMB2,2246
CZ0532132,6210,KVALITA,max,1.9,VMB2,2247
CZ0532132,6510,KVALITA,max,2,MINIMI,2248
CZ0533303,3260,KVALITA,max,1.4,VMB2,2249
CZ0534050,3150,KVALITA,max,2,MINIMI,2250
CZ0534051,6210,KVALITA,max,2,MINIMI,2251
CZ0534051,6510,KVALITA,max,2,MINIMI,2252
CZ0534051,9.10E+01,KVALITA,max,2,MINIMI,2253
CZ0534052,3260,KVALITA,max,1.8,VMB2,2254
CZ0610170,3130,KVALITA,max,1,VMB2,2255
CZ0610170,6230,KVALITA,max,1.9,VMB2,2256
CZ0610170,7140,KVALITA,max,2.1,VMB2,2257
CZ0610401,9110,KVALITA,max,1.3,VMB2,2258
CZ0610401,9130,KVALITA,max,1.1,VMB2,2259
CZ0614053,3140,KVALITA,max,1,VMB2,2260
CZ0614053,6410,KVALITA,max,1.5,VMB2,2261
CZ0614053,7140,KVALITA,max,2.3,VMB2,2262
CZ0614053,91D0,KVALITA,max,1.8,VMB2,2263
CZ0614053,9410,KVALITA,max,2.5,EXPERT,2264
CZ0614133,6210,KVALITA,max,1.4,VMB2,2265
CZ0614133,6510,KVALITA,max,2,MINIMI,2266
CZ0614137,7140,KVALITA,max,1,VMB2,2267
CZ0620006,6210,KVALITA,max,2,MINIMI,2268
CZ0620006,6240,KVALITA,max,1,VMB2,2269
CZ0620018,6210,KVALITA,max,1.5,VMB2,2270
CZ0620018,6240,KVALITA,max,1.7,VMB2,2271
CZ0620024,2330,KVALITA,max,2,MINIMI,2272
CZ0620024,6260,KVALITA,max,1.8,VMB2,2273
CZ0620169,6210,KVALITA,max,1.9,VMB2,2274
CZ0620169,91G0,KVALITA,max,1.4,VMB2,2275
CZ0620169,91I0,KVALITA,max,1.1,VMB2,2276
CZ0620187,1340,KVALITA,max,1.6,VMB2,2277
CZ0622223,6240,KVALITA,max,2.4,VMB2,2278
CZ0623035,6250,KVALITA,max,1.6,VMB2,2279
CZ0624020,6110,KVALITA,max,2,MINIMI,2280
CZ0624020,6190,KVALITA,max,1,VMB2,2281
CZ0624020,6210,KVALITA,max,1.8,VMB2,2282
CZ0624020,6240,KVALITA,max,2,MINIMI,2283
CZ0624020,8210,KVALITA,max,1,VMB2,2284
CZ0624020,8310,KVALITA,max,1,VMB2,2285
CZ0624043,6190,KVALITA,max,1.1,VMB2,2286
CZ0624043,6210,KVALITA,max,2,MINIMI,2287
CZ0624043,6240,KVALITA,max,1.3,VMB2,2288
CZ0624043,8160,KVALITA,max,2,MINIMI,2289
CZ0624043,8210,KVALITA,max,1,VMB2,2290
CZ0624043,8310,KVALITA,max,2,MINIMI,2291
CZ0624060,6210,KVALITA,max,2,MINIMI,2292
CZ0624060,6250,KVALITA,max,1.9,VMB2,2293
CZ0624060,91G0,KVALITA,max,2,MINIMI,2294
CZ0624060,91I0,KVALITA,max,2,MINIMI,2295
CZ0624098,8310,KVALITA,max,1,VMB2,2296
CZ0624100,6210,KVALITA,max,1.7,VMB2,2297
CZ0624100,6240,KVALITA,max,1.7,VMB2,2298
CZ0624100,91G0,KVALITA,max,2,MINIMI,2299
CZ0624100,91H0,KVALITA,max,2,MINIMI,2300
CZ0624100,91I0,KVALITA,max,2,MINIMI,2301
CZ0624102,1340,KVALITA,max,1,VMB2,2302
CZ0710004,6510,KVALITA,max,1.1,VMB2,2303
CZ0710006,6510,KVALITA,max,1.7,VMB2,2304
CZ0710006,9170,KVALITA,max,1.6,VMB2,2305
CZ0710034,9170,KVALITA,max,1,VMB2,2306
CZ0714081,6230,KVALITA,max,1.4,VMB2,2307
CZ0714081,6430,KVALITA,max,1.4,VMB2,2308
CZ0714081,7110,KVALITA,max,1.1,VMB2,2309
CZ0714081,7140,KVALITA,max,1.3,VMB2,2310
CZ0714081,91D0,KVALITA,max,1.2,VMB2,2311
CZ0714081,9410,KVALITA,max,1.6,VMB2,2312
CZ0714083,4030,KVALITA,max,1,VMB2,2313
CZ0714083,6210p,KVALITA,max,1.5,VMB2,2314
CZ0714771,8310,KVALITA,max,1,VMB2,2315
CZ0720013,6210,KVALITA,max,1.8,VMB2,2316
CZ0720013,6510,KVALITA,max,2,EXPERT,2317
CZ0720013,91I0,KVALITA,max,2,MINIMI,2318
CZ0720441,6210,KVALITA,max,2,EXPERT,2319
CZ0720441,6210p,KVALITA,max,1.3,VMB2,2320
CZ0720441,6510,KVALITA,max,2,MINIMI,2321
CZ0720441,7220,KVALITA,max,1.2,VMB2,2322
CZ0720441,9130,KVALITA,max,2.5,EXPERT,2323
CZ0720441,9170,KVALITA,max,1.5,EXPERT,2324
CZ0720454,5130,KVALITA,max,1.9,VMB2,2325
CZ0724089,3220,KVALITA,max,1,VMB2,2326
CZ0724089,3240,KVALITA,max,2.4,VMB2,2327
CZ0724089,5130,KVALITA,max,2.3,VMB2,2328
CZ0724089,6210,KVALITA,max,2,MINIMI,2329
CZ0724089,6230,KVALITA,max,2.2,VMB2,2330
CZ0724089,6430,KVALITA,max,2.2,VMB2,2331
CZ0724089,6510,KVALITA,max,2.4,VMB2,2332
CZ0724089,7220,KVALITA,max,1.8,VMB2,2333
CZ0724089,7230,KVALITA,max,1.3,VMB2,2334
CZ0724089,8220,KVALITA,max,1.6,VMB2,2335
CZ0724089,8310,KVALITA,max,1.7,VMB2,2336
CZ0724089,9110,KVALITA,max,2.1,VMB2,2337
CZ0724089,9130,KVALITA,max,2.2,VMB2,2338
CZ0724089,9140,KVALITA,max,1.5,VMB2,2339
CZ0724089,9170,KVALITA,max,2.4,VMB2,2340
CZ0724089,9180,KVALITA,max,1.7,VMB2,2341
CZ0724089,9.10E+01,KVALITA,max,2,MINIMI,2342
CZ0724089,9410,KVALITA,max,2.2,VMB2,2343
CZ0810001,6510,KVALITA,max,1.7,VMB2,2344
CZ0810001,7220,KVALITA,max,2,MINIMI,2345
CZ0810001,9180,KVALITA,max,1.7,VMB2,2346
CZ0810021,7220,KVALITA,max,2.3,VMB2,2347
CZ0810021,9180,KVALITA,max,1.8,VMB2,2348
CZ0810031,9130,KVALITA,max,1.3,VMB2,2349
CZ0810032,9130,KVALITA,max,1.6,VMB2,2350
CZ0810036,6110,KVALITA,max,1.8,VMB2,2351
CZ0810036,6190,KVALITA,max,2,MINIMI,2352
CZ0810036,6210,KVALITA,max,2.1,VMB2,2353
CZ0810036,6210p,KVALITA,max,1.9,VMB2,2354
CZ0810036,6510,KVALITA,max,1.7,VMB2,2355
CZ0810036,7220,KVALITA,max,2,MINIMI,2356
CZ0810036,8210,KVALITA,max,1.5,VMB2,2357
CZ0810036,9180,KVALITA,max,1.4,VMB2,2358
CZ0810424,3140,KVALITA,max,2,MINIMI,2359
CZ0810424,3150,KVALITA,max,2.1,VMB2,2360
CZ0810425,3140,KVALITA,max,2,MINIMI,2361
CZ0813439,3260,KVALITA,max,2,MINIMI,2362
