SITECODE,HABITAT_CODE,ID_IND,TYP_IND,LIM_IND,ZDROJ,rowname
CZ0424111,4030,ROZLOHA,min,7.3,VMB2,892
CZ0424111,8220,ROZLOHA,min,49.02,VMB2,893
CZ0424111,8310,ROZLOHA,min,0.03,N/A,894
CZ0424111,9110,ROZLOHA,min,498.24,VMB2,895
CZ0424111,9180,ROZLOHA,min,10.49,VMB2,896
CZ0424111,9.10E+01,ROZLOHA,min,10.99,VMB2,897
CZ0424111,91T0,ROZLOHA,min,67.51,N/A,898
CZ0424125,3150,ROZLOHA,min,56.74,SDF,899
CZ0424125,3260,ROZLOHA,min,155,EXPERT,900
CZ0424125,40A0,ROZLOHA,min,4.01,SDF,901
CZ0424125,5130,ROZLOHA,min,9.93,VMB2,902
CZ0424125,6210,ROZLOHA,min,363.17,VMB2,903
CZ0424125,6230,ROZLOHA,min,69.05,SDF,904
CZ0424125,6430,ROZLOHA,min,70,EXPERT,905
CZ0424125,6510,ROZLOHA,min,2221.26,VMB2,906
CZ0424125,8160,ROZLOHA,min,3.01,SDF,907
CZ0424125,9130,ROZLOHA,min,1063.07,VMB2,908
CZ0424125,9180,ROZLOHA,min,141.21,VMB2,909
CZ0424125,9.10E+01,ROZLOHA,min,564.75,VMB2,910
CZ0424125,91I0,ROZLOHA,min,216.46,SDF,911
CZ0424127,4030,ROZLOHA,min,18.16,VMB2,912
CZ0424127,6230,ROZLOHA,min,38.92,VMB2,913
CZ0424127,6430,ROZLOHA,min,72.92,VMB2,914
CZ0424127,6520,ROZLOHA,min,291.64,VMB2,915
CZ0424127,8220,ROZLOHA,min,67.36,VMB2,916
CZ0424127,9110,ROZLOHA,min,5436.31,VMB2,917
CZ0424127,9130,ROZLOHA,min,2573.69,VMB2,918
CZ0424127,9180,ROZLOHA,min,100.09,VMB2,919
CZ0424127,91D0,ROZLOHA,min,56.58,VMB2,920
CZ0424127,9.10E+01,ROZLOHA,min,115.5,VMB2,921
CZ0424127,9410,ROZLOHA,min,283.89,VMB2,922
CZ0424129,6210,ROZLOHA,min,13.43,VMB2,923
CZ0424129,6210p,ROZLOHA,min,7.51,VMB2,924
CZ0424129,8230,ROZLOHA,min,0.6,MINIMI,925
CZ0424129,9.10E+01,ROZLOHA,min,8,MINIMI,926
CZ0424133,6210,ROZLOHA,min,2.78,VMB2,927
CZ0424134,6210,ROZLOHA,min,0.81,VMB2,928
CZ0424135,6210,ROZLOHA,min,2.97,VMB2,929
CZ0424135,6210p,ROZLOHA,min,3.33,VMB2,930
CZ0424136,6210,ROZLOHA,min,4.5,VMB2,931
CZ0424138,91F0,ROZLOHA,min,126.9,VMB2,932
CZ0424139,91F0,ROZLOHA,min,19.45,VMB2,933
CZ0424140,91F0,ROZLOHA,min,11.28,VMB2,934
CZ0424141,3150,ROZLOHA,min,20.7,SDF,935
CZ0424141,3260,ROZLOHA,min,57.89,SDF,936
CZ0424141,3270,ROZLOHA,min,24.11,SDF,937
CZ0424141,40A0,ROZLOHA,min,1.82,SDF,938
CZ0424141,6110,ROZLOHA,min,0.06,SDF,939
CZ0424141,8150,ROZLOHA,min,0.62,VMB2,940
CZ0424141,8160,ROZLOHA,min,0.15,VMB2,941
CZ0424141,9180,ROZLOHA,min,753.35,VMB2,942
CZ0424141,9.10E+01,ROZLOHA,min,74.48,SDF,943
CZ0510028,9110,ROZLOHA,min,37.08,VMB3,944
CZ0510028,9130,ROZLOHA,min,103.01,VMB3,945
CZ0510028,9180,ROZLOHA,min,27.24,VMB3,946
CZ0510164,9130,ROZLOHA,min,143.08,VMB2,947
CZ0510164,9170,ROZLOHA,min,47.79,SDF,948
CZ0510164,9180,ROZLOHA,min,7.62,VMB2,949
CZ0510164,9.10E+01,ROZLOHA,min,8.19,VMB2,950
CZ0510191,6210,ROZLOHA,min,9.27,VMB2,951
CZ0510191,6210p,ROZLOHA,min,1.71,VMB2,952
CZ0510191,8210,ROZLOHA,min,1.09,VMB2,953
CZ0510191,8220,ROZLOHA,min,7.48,VMB2,954
CZ0510191,8310,ROZLOHA,min,0.01,N/A,955
CZ0510191,9110,ROZLOHA,min,104.77,VMB2,956
CZ0510191,9130,ROZLOHA,min,112,VMB2,957
CZ0510191,9150,ROZLOHA,min,23.73,VMB2,958
CZ0510191,9180,ROZLOHA,min,7.26,VMB2,959
CZ0510400,8220,ROZLOHA,min,131.02,VMB2,960
CZ0510400,9110,ROZLOHA,min,2181.46,VMB2,961
CZ0510400,9130,ROZLOHA,min,91.61,VMB2,962
CZ0510400,9140,ROZLOHA,min,294.39,VMB2,963
CZ0510400,9180,ROZLOHA,min,66.02,VMB2,964
CZ0510402,6230,ROZLOHA,min,25.91,VMB2,965
CZ0510402,7110,ROZLOHA,min,7.78,VMB2,966
CZ0510402,7140,ROZLOHA,min,19.45,VMB2,967
CZ0510402,91D0,ROZLOHA,min,78.81,VMB2,968
CZ0510402,9410,ROZLOHA,min,77.23,VMB2,969
CZ0510403,7110,ROZLOHA,min,1.2,VMB2,970
CZ0510403,91D0,ROZLOHA,min,0.82,VMB2,971
CZ0510405,6230,ROZLOHA,min,3.71,VMB2,972
CZ0510405,6430,ROZLOHA,min,0.65,VMB2,973
CZ0510405,7140,ROZLOHA,min,12.99,VMB2,974
CZ0510405,9130,ROZLOHA,min,12.57,VMB2,975
CZ0510405,9140,ROZLOHA,min,11.37,VMB2,976
CZ0510405,9180,ROZLOHA,min,8,MINIMI,977
CZ0510405,91D0,ROZLOHA,min,7.25,VMB2,978
CZ0510405,9410,ROZLOHA,min,32.24,VMB2,979
CZ0510408,7110,ROZLOHA,min,0.5,VMB2,980
CZ0510408,9110,ROZLOHA,min,2.94,VMB2,981
CZ0510408,91D0,ROZLOHA,min,12.47,VMB2,982
CZ0510408,9410,ROZLOHA,min,8.4,VMB2,983
CZ0510412,4030,ROZLOHA,min,11.92,VMB2,984
CZ0510412,7110,ROZLOHA,min,6.63,VMB2,985
CZ0510412,7140,ROZLOHA,min,1.28,VMB2,986
CZ0510412,8220,ROZLOHA,min,3.52,VMB2,987
CZ0510412,91D0,ROZLOHA,min,47.35,VMB2,988
CZ0510412,9410,ROZLOHA,min,124.8,VMB2,989
CZ0510415,3260,ROZLOHA,min,1.17,VMB2,990
CZ0510415,6230,ROZLOHA,min,10.55,VMB2,991
CZ0510415,7110,ROZLOHA,min,7.17,VMB2,992
CZ0510415,7140,ROZLOHA,min,46.48,VMB2,993
CZ0510415,91D0,ROZLOHA,min,175.03,VMB2,994
CZ0510415,9410,ROZLOHA,min,58.17,VMB2,995
CZ0510441,6510,ROZLOHA,min,26.15,VMB2,996
CZ0510441,8220,ROZLOHA,min,5.01,VMB2,997
CZ0510441,9170,ROZLOHA,min,41.65,VMB2,998
CZ0510441,9180,ROZLOHA,min,134.76,VMB2,999
CZ0510441,9.10E+01,ROZLOHA,min,12.67,VMB2,1000
CZ0510441,91I0,ROZLOHA,min,27.08,VMB2,1001
CZ0510508,4030,ROZLOHA,min,0.63,VMB2,1002
CZ0510508,6510,ROZLOHA,min,19.12,VMB2,1003
CZ0510508,8150,ROZLOHA,min,0.36,VMB2,1004
CZ0510508,8220,ROZLOHA,min,2.83,VMB2,1005
CZ0510508,9110,ROZLOHA,min,141.94,VMB2,1006
CZ0510509,9130,ROZLOHA,min,25.66,VMB2,1007
CZ0510509,9180,ROZLOHA,min,8.32,VMB2,1008
CZ0513506,2330,ROZLOHA,min,2.5,VMB2,1009
CZ0513506,3140,ROZLOHA,min,4.7,N/A,1010
CZ0513506,3150,ROZLOHA,min,17.36,VMB2,1011
CZ0513506,3260,ROZLOHA,min,23.86,VMB2,1012
CZ0513506,6410,ROZLOHA,min,10.05,SDF,1013
CZ0513506,6430,ROZLOHA,min,87.89,SDF,1014
CZ0513506,7140,ROZLOHA,min,6.59,SDF,1015
CZ0513506,91D0,ROZLOHA,min,41.25,VMB2,1016
CZ0513506,9.10E+01,ROZLOHA,min,17.44,VMB2,1017
CZ0514041,4030,ROZLOHA,min,0.35,VMB2,1018
CZ0514041,8220,ROZLOHA,min,0.87,VMB2,1019
CZ0514041,8310,ROZLOHA,min,0,N/A,1020
CZ0514041,9110,ROZLOHA,min,110.86,VMB2,1021
CZ0514041,9130,ROZLOHA,min,17.32,VMB2,1022
CZ0514042,2330,ROZLOHA,min,29.56,SDF,1023
CZ0514042,3140,ROZLOHA,min,0.51,N/A,1024
CZ0514042,3150,ROZLOHA,min,103.46,VMB2,1025
CZ0514042,3160,ROZLOHA,min,0.56,SDF,1026
CZ0514042,4030,ROZLOHA,min,6.94,SDF,1027
CZ0514042,6410,ROZLOHA,min,62.28,VMB2,1028
CZ0514042,6430,ROZLOHA,min,4.16,VMB2,1029
CZ0514042,7140,ROZLOHA,min,43.34,SDF,1030
CZ0514042,7150,ROZLOHA,min,12.83,SDF,1031
CZ0514042,7230,ROZLOHA,min,3.3,VMB2,1032
CZ0514042,8310,ROZLOHA,min,0.01,N/A,1033
CZ0514042,9110,ROZLOHA,min,892.65,SDF,1034
CZ0514042,91D0,ROZLOHA,min,350.06,VMB2,1035
CZ0514042,91T0,ROZLOHA,min,81.22,N/A,1036
CZ0514042,9410,ROZLOHA,min,178.08,VMB2,1037
CZ0514113,3140,ROZLOHA,min,0,N/A,1038
CZ0514113,3150,ROZLOHA,min,12.63,SDF,1039
CZ0514113,8310,ROZLOHA,min,0.01,N/A,1040
CZ0514243,8220,ROZLOHA,min,3.39,SDF,1041
CZ0514243,8310,ROZLOHA,min,0.01,N/A,1042
CZ0514243,9110,ROZLOHA,min,33.47,VMB2,1043
CZ0514667,8310,ROZLOHA,min,0.01,N/A,1044
CZ0514668,6230,ROZLOHA,min,3.23,SDF,1045
CZ0514668,6520,ROZLOHA,min,0.9,VMB2,1046
CZ0514668,9110,ROZLOHA,min,17.92,VMB2,1047
CZ0514668,9180,ROZLOHA,min,25.04,VMB2,1048
CZ0514669,3150,ROZLOHA,min,15.39,VMB2,1049
CZ0514669,3160,ROZLOHA,min,0.2,MINIMI,1050
CZ0514669,6410,ROZLOHA,min,3,MINIMI,1051
CZ0514669,7140,ROZLOHA,min,3.45,SDF,1052
CZ0514669,7150,ROZLOHA,min,1.44,VMB2,1053
CZ0514669,91D0,ROZLOHA,min,13.78,VMB2,1054
CZ0514670,3150,ROZLOHA,min,45.6,VMB2,1055
CZ0514670,6410,ROZLOHA,min,17.78,VMB2,1056
CZ0514670,6510,ROZLOHA,min,191.07,VMB2,1057
CZ0514670,7140,ROZLOHA,min,0.89,SDF,1058
CZ0514670,8220,ROZLOHA,min,3.59,VMB2,1059
CZ0514670,9130,ROZLOHA,min,30.38,VMB2,1060
CZ0514670,9170,ROZLOHA,min,45.98,VMB2,1061
CZ0514670,9180,ROZLOHA,min,18.45,SDF,1062
CZ0514672,3220,ROZLOHA,min,NA,,1063
CZ0514672,3260,ROZLOHA,min,NA,,1064
CZ0514672,4030,ROZLOHA,min,NA,,1065
CZ0514672,6430,ROZLOHA,min,NA,,1066
CZ0514672,8220,ROZLOHA,min,NA,,1067
CZ0514672,9110,ROZLOHA,min,NA,,1068
CZ0514672,9130,ROZLOHA,min,NA,,1069
CZ0514672,9180,ROZLOHA,min,NA,,1070
CZ0520008,8210,ROZLOHA,min,0.76,VMB2,1071
CZ0520009,6410,ROZLOHA,min,0.64,VMB2,1072
CZ0520009,6510,ROZLOHA,min,1.28,VMB2,1073
CZ0520009,9170,ROZLOHA,min,90.65,VMB2,1074
CZ0520020,8220,ROZLOHA,min,2.82,VMB2,1075
CZ0520020,9110,ROZLOHA,min,19.48,VMB2,1076
CZ0520020,9130,ROZLOHA,min,37.71,VMB2,1077
CZ0520022,3150,ROZLOHA,min,3.65,SDF,1078
CZ0520022,6410,ROZLOHA,min,6.57,VMB2,1079
CZ0520022,6510,ROZLOHA,min,4.84,VMB2,1080
CZ0520022,7230,ROZLOHA,min,0.04,VMB2,1081
CZ0520022,9170,ROZLOHA,min,17.52,VMB2,1082
CZ0520028,7220,ROZLOHA,min,0.99,VMB2,1083
CZ0520028,8210,ROZLOHA,min,0.13,VMB2,1084
CZ0520028,9180,ROZLOHA,min,11.88,VMB2,1085
CZ0520030,9170,ROZLOHA,min,1131.85,VMB2,1086
CZ0520030,9.10E+01,ROZLOHA,min,16.68,VMB2,1087
CZ0520038,9170,ROZLOHA,min,575.69,VMB2,1088
CZ0520038,9190,ROZLOHA,min,17.71,VMB2,1089
CZ0520178,6510,ROZLOHA,min,69.91,SDF,1090
CZ0520178,9110,ROZLOHA,min,8.38,VMB2,1091
CZ0520178,9130,ROZLOHA,min,7.16,VMB2,1092
CZ0520178,9.10E+01,ROZLOHA,min,6.49,VMB2,1093
CZ0520184,9170,ROZLOHA,min,275.31,VMB2,1094
CZ0520184,9190,ROZLOHA,min,104.83,VMB2,1095
CZ0520507,6510,ROZLOHA,min,8.5,EXPERT,1096
CZ0520507,8210,ROZLOHA,min,0.93,VMB2,1097
CZ0520507,9130,ROZLOHA,min,34.72,VMB2,1098
CZ0520507,9180,ROZLOHA,min,20.23,VMB2,1099
CZ0520508,6510,ROZLOHA,min,10.17,SDF,1100
CZ0520508,8210,ROZLOHA,min,0.26,VMB2,1101
CZ0520508,9130,ROZLOHA,min,72.51,VMB2,1102
CZ0520511,6510,ROZLOHA,min,22.6,VMB2,1103
CZ0520511,9110,ROZLOHA,min,42.06,VMB2,1104
CZ0520511,9130,ROZLOHA,min,4.74,VMB2,1105
CZ0520511,9.10E+01,ROZLOHA,min,3.55,VMB2,1106
CZ0520518,4030,ROZLOHA,min,1.75,SDF,1107
CZ0520518,8220,ROZLOHA,min,73.34,SDF,1108
CZ0520518,8310,ROZLOHA,min,0.01,N/A,1109
CZ0520518,9110,ROZLOHA,min,103.25,SDF,1110
CZ0520518,9130,ROZLOHA,min,89.1,SDF,1111
CZ0520519,7140,ROZLOHA,min,0.84,VMB2,1112
CZ0520519,8220,ROZLOHA,min,151.09,VMB2,1113
CZ0520519,8310,ROZLOHA,min,0.01,N/A,1114
CZ0520519,9110,ROZLOHA,min,92.93,VMB2,1115
CZ0520519,91D0,ROZLOHA,min,21.2,VMB2,1116
CZ0520519,9410,ROZLOHA,min,73.65,VMB2,1117
CZ0520600,9110,ROZLOHA,min,131.66,VMB2,1118
CZ0520600,9130,ROZLOHA,min,37.75,VMB2,1119
CZ0520600,9410,ROZLOHA,min,64.7,VMB2,1120
CZ0520603,6230,ROZLOHA,min,28.96,SDF,1121
CZ0520603,6430,ROZLOHA,min,3.91,SDF,1122
CZ0520603,6510,ROZLOHA,min,24.49,VMB2,1123
CZ0520604,8220,ROZLOHA,min,6.45,VMB2,1124
CZ0520604,9110,ROZLOHA,min,123.57,VMB2,1125
CZ0520604,9130,ROZLOHA,min,64.68,VMB2,1126
CZ0520604,9180,ROZLOHA,min,36.63,VMB2,1127
CZ0523267,6520,ROZLOHA,min,51.53,VMB2,1128
CZ0523267,9.10E+01,ROZLOHA,min,42.8,VMB2,1129
CZ0523268,6410,ROZLOHA,min,4.8,VMB2,1130
CZ0523268,9170,ROZLOHA,min,18.12,VMB2,1131
CZ0523268,9.10E+01,ROZLOHA,min,30.99,VMB2,1132
CZ0523290,3150,ROZLOHA,min,1.12,SDF,1133
CZ0524044,4030,ROZLOHA,min,36.89,VMB2,1134
CZ0524044,4060,ROZLOHA,min,248.22,VMB2,1135
CZ0524044,4070,ROZLOHA,min,1194.03,VMB2,1136
CZ0524044,4080,ROZLOHA,min,29.79,VMB2,1137
CZ0524044,6150,ROZLOHA,min,837.06,SDF,1138
CZ0524044,6230,ROZLOHA,min,873.2,VMB2,1139
CZ0524044,6430,ROZLOHA,min,833.82,SDF,1140
CZ0524044,6510,ROZLOHA,min,2994.46,SDF,1141
CZ0524044,6520,ROZLOHA,min,1821.62,VMB2,1142
CZ0524044,7110,ROZLOHA,min,146.91,SDF,1143
CZ0524044,7140,ROZLOHA,min,100.54,VMB2,1144
CZ0524044,8110,ROZLOHA,min,164.44,VMB2,1145
CZ0524044,8220,ROZLOHA,min,102.95,VMB2,1146
CZ0524044,8310,ROZLOHA,min,0.01,N/A,1147
CZ0524044,9110,ROZLOHA,min,8509.53,VMB2,1148
CZ0524044,9130,ROZLOHA,min,1524.78,VMB2,1149
CZ0524044,9140,ROZLOHA,min,1099.27,VMB2,1150
CZ0524044,9180,ROZLOHA,min,187.58,VMB2,1151
CZ0524044,91D0,ROZLOHA,min,205.3,VMB2,1152
CZ0524044,9.10E+01,ROZLOHA,min,291.42,VMB2,1153
CZ0524044,9410,ROZLOHA,min,5950.51,VMB2,1154
CZ0524045,6410,ROZLOHA,min,13.58,SDF,1155
CZ0524045,9.10E+01,ROZLOHA,min,14.66,VMB2,1156
CZ0524045,91F0,ROZLOHA,min,9.47,VMB2,1157
CZ0524046,6430,ROZLOHA,min,13.47,SDF,1158
CZ0524046,6520,ROZLOHA,min,7.7,VMB2,1159
CZ0524046,9110,ROZLOHA,min,345.52,VMB2,1160
CZ0524046,9130,ROZLOHA,min,141.83,VMB2,1161
CZ0524046,9410,ROZLOHA,min,158.5,VMB2,1162
CZ0524047,3260,ROZLOHA,min,9.69,VMB2,1163
CZ0524047,8150,ROZLOHA,min,0.2,VMB2,1164
CZ0524047,8220,ROZLOHA,min,9.58,VMB2,1165
CZ0524047,9110,ROZLOHA,min,206.08,VMB2,1166
CZ0524047,9130,ROZLOHA,min,28.62,VMB2,1167
CZ0524047,9180,ROZLOHA,min,20.69,VMB2,1168
CZ0524048,7230,ROZLOHA,min,0.37,VMB2,1169
CZ0524049,2330,ROZLOHA,min,1.44,VMB2,1170
CZ0524049,3150,ROZLOHA,min,23.05,VMB2,1171
CZ0524049,3260,ROZLOHA,min,37.84,VMB2,1172
CZ0524049,6410,ROZLOHA,min,63.45,VMB2,1173
CZ0524049,6430,ROZLOHA,min,4.46,VMB2,1174
CZ0524049,6510,ROZLOHA,min,136.85,VMB2,1175
CZ0524049,9.10E+01,ROZLOHA,min,160.41,VMB2,1176
CZ0524049,91F0,ROZLOHA,min,23.82,VMB2,1177
CZ0524050,3150,ROZLOHA,min,2.7,VMB2,1178
CZ0524050,9170,ROZLOHA,min,92.45,VMB2,1179
CZ0530020,8210,ROZLOHA,min,1.33,VMB2,1180
CZ0530020,9130,ROZLOHA,min,470.9,VMB2,1181
CZ0530020,9180,ROZLOHA,min,46.49,VMB2,1182
CZ0530021,3150,ROZLOHA,min,6.64,VMB2,1183
CZ0530021,7140,ROZLOHA,min,2.08,SDF,1184
CZ0530021,9170,ROZLOHA,min,175.32,VMB2,1185
CZ0530021,9190,ROZLOHA,min,33.43,VMB2,1186
CZ0530027,6430,ROZLOHA,min,6.43,SDF,1187
CZ0530027,9130,ROZLOHA,min,179.85,VMB2,1188
CZ0530027,9.10E+01,ROZLOHA,min,12.85,VMB2,1189
CZ0530028,8210,ROZLOHA,min,0.91,VMB2,1190
CZ0530028,9130,ROZLOHA,min,68.58,VMB2,1191
CZ0530033,6210,ROZLOHA,min,7,EXPERT,1192
CZ0530033,6510,ROZLOHA,min,100,EXPERT,1193
CZ0530033,9110,ROZLOHA,min,81.87,VMB2,1194
CZ0530033,9130,ROZLOHA,min,267.42,VMB2,1195
CZ0530034,9110,ROZLOHA,min,87.14,VMB2,1196
CZ0530034,9130,ROZLOHA,min,114.77,VMB2,1197
CZ0530034,9.10E+01,ROZLOHA,min,11.91,VMB2,1198
CZ0530037,9180,ROZLOHA,min,7.08,VMB2,1199
CZ0530064,6410,ROZLOHA,min,9.02,VMB2,1200
CZ0530146,4060,ROZLOHA,min,22.47,VMB2,1201
CZ0530146,6150,ROZLOHA,min,8.21,VMB2,1202
CZ0530146,6430,ROZLOHA,min,64.83,VMB2,1203
CZ0530146,7110,ROZLOHA,min,1.8,VMB2,1204
CZ0530146,8110,ROZLOHA,min,15.11,VMB2,1205
CZ0530146,8220,ROZLOHA,min,3.04,VMB2,1206
CZ0530146,8310,ROZLOHA,min,0.02,N/A,1207
CZ0530146,9110,ROZLOHA,min,41.16,VMB2,1208
CZ0530146,91D0,ROZLOHA,min,5.99,VMB2,1209
CZ0530146,9410,ROZLOHA,min,863.28,VMB2,1210
CZ0530149,6510,ROZLOHA,min,29.82,SDF,1211
CZ0530149,9130,ROZLOHA,min,184,SDF,1212
CZ0530149,9180,ROZLOHA,min,13.38,VMB2,1213
CZ0530149,9.10E+01,ROZLOHA,min,8.47,VMB2,1214
CZ0530174,6410,ROZLOHA,min,0.5,EXPERT,1215
CZ0530174,9.10E+01,ROZLOHA,min,18.87,VMB2,1216
CZ0530500,6190,ROZLOHA,min,0.32,VMB2,1217
CZ0530500,8220,ROZLOHA,min,2.17,VMB2,1218
CZ0530500,9110,ROZLOHA,min,138.53,VMB2,1219
CZ0530500,9130,ROZLOHA,min,98.8,VMB2,1220
CZ0530500,9180,ROZLOHA,min,42.32,VMB2,1221
CZ0530501,8210,ROZLOHA,min,2.98,VMB2,1222
CZ0530501,9130,ROZLOHA,min,58.9,VMB2,1223
CZ0530501,9180,ROZLOHA,min,51.98,VMB2,1224
CZ0530502,2330,ROZLOHA,min,0.35,VMB2,1225
CZ0530503,8220,ROZLOHA,min,1.52,VMB2,1226
CZ0530503,9110,ROZLOHA,min,40.59,VMB2,1227
CZ0530503,9130,ROZLOHA,min,14.71,VMB2,1228
CZ0530504,6230,ROZLOHA,min,3.49,VMB2,1229
CZ0532132,6210,ROZLOHA,min,4,VMB2,1230
CZ0532132,6510,ROZLOHA,min,2.4,VMB2,1231
CZ0533296,3140,ROZLOHA,min,0.36,N/A,1232
CZ0533303,3260,ROZLOHA,min,10.21,VMB2,1233
CZ0534050,3150,ROZLOHA,min,11.86,SDF,1234
CZ0534051,6210,ROZLOHA,min,3.1,VMB2,1235
CZ0534051,6510,ROZLOHA,min,6.83,VMB2,1236
CZ0534051,9.10E+01,ROZLOHA,min,5.01,VMB2,1237
CZ0534052,3260,ROZLOHA,min,9.38,VMB2,1238
CZ0534053,6510,ROZLOHA,min,55.52,SDF,1239
CZ0534053,8220,ROZLOHA,min,5.53,SDF,1240
CZ0534053,9110,ROZLOHA,min,18.96,VMB2,1241
CZ0534053,9130,ROZLOHA,min,31.01,VMB2,1242
CZ0534053,9180,ROZLOHA,min,35.64,VMB2,1243
CZ0534054,3140,ROZLOHA,min,0.67,N/A,1244
CZ0534054,6410,ROZLOHA,min,7.82,VMB2,1245
CZ0534054,6430,ROZLOHA,min,3,VMB2,1246
CZ0534054,7140,ROZLOHA,min,8.66,VMB2,1247
CZ0534054,9.10E+01,ROZLOHA,min,19.37,VMB2,1248
CZ0534055,6410,ROZLOHA,min,8.19,VMB2,1249
CZ0534055,7140,ROZLOHA,min,1.22,VMB2,1250
CZ0610003,9130,ROZLOHA,min,184.52,VMB2,1251
CZ0610005,5130,ROZLOHA,min,1.61,VMB2,1252
CZ0610005,9150,ROZLOHA,min,7.37,VMB2,1253
CZ0610022,6410,ROZLOHA,min,9.6,VMB2,1254
CZ0610025,9130,ROZLOHA,min,47.15,VMB2,1255
CZ0610025,9170,ROZLOHA,min,50,EXPERT,1256
CZ0610029,3130,ROZLOHA,min,0.7,MINIMI,1257
CZ0610030,3150,ROZLOHA,min,4.16,VMB2,1258
CZ0610056,6210,ROZLOHA,min,0.39,VMB2,1259
CZ0610056,6210p,ROZLOHA,min,3.02,VMB2,1260
CZ0610056,6510,ROZLOHA,min,4.25,VMB2,1261
CZ0610145,9.10E+01,ROZLOHA,min,9.86,VMB2,1262
CZ0610159,9130,ROZLOHA,min,125.19,VMB2,1263
CZ0610159,9180,ROZLOHA,min,6.38,VMB2,1264
CZ0610170,3130,ROZLOHA,min,1,EXPERT,1265
CZ0610170,6230,ROZLOHA,min,14.51,VMB2,1266
CZ0610170,7140,ROZLOHA,min,31.3,VMB2,1267
CZ0610175,9110,ROZLOHA,min,44.12,VMB2,1268
CZ0610179,6510,ROZLOHA,min,24.25,VMB2,1269
CZ0610179,9170,ROZLOHA,min,144.65,VMB2,1270
CZ0610401,9110,ROZLOHA,min,17.01,VMB2,1271
CZ0610401,9130,ROZLOHA,min,18.16,VMB2,1272
CZ0610412,9110,ROZLOHA,min,37.7,VMB2,1273
CZ0610412,9130,ROZLOHA,min,74.56,VMB2,1274
CZ0610412,9.10E+01,ROZLOHA,min,105.71,VMB2,1275
CZ0610512,3150,ROZLOHA,min,11.35,VMB2,1276
CZ0610513,6230,ROZLOHA,min,2.91,VMB2,1277
CZ0610514,3140,ROZLOHA,min,0.05,N/A,1278
CZ0610514,6230,ROZLOHA,min,2.73,VMB2,1279
CZ0610515,6230,ROZLOHA,min,1.94,VMB2,1280
CZ0610516,6230,ROZLOHA,min,7.22,VMB2,1281
CZ0610517,6230,ROZLOHA,min,12.7,VMB2,1282
CZ0610518,6230,ROZLOHA,min,2.18,VMB2,1283
CZ0610519,3140,ROZLOHA,min,0,N/A,1284
CZ0610519,3160,ROZLOHA,min,1.24,SDF,1285
CZ0612135,3130,ROZLOHA,min,0.46,SDF,1286
CZ0612137,3130,ROZLOHA,min,1.57,SDF,1287
CZ0612140,3130,ROZLOHA,min,5.71,SDF,1288
CZ0612143,3130,ROZLOHA,min,1.5,EXPERT,1289
CZ0612145,3130,ROZLOHA,min,1.2,EXPERT,1290
CZ0612149,8220,ROZLOHA,min,0.64,VMB2,1291
CZ0613321,6230,ROZLOHA,min,11.09,SDF,1292
CZ0613334,3260,ROZLOHA,min,13.85,VMB2,1293
CZ0614053,3140,ROZLOHA,min,NA,NA,1294
CZ0614053,6410,ROZLOHA,min,3.75,VMB3,1295
CZ0614053,7140,ROZLOHA,min,33.1,VMB2,1296
CZ0614053,91D0,ROZLOHA,min,148.63,VMB2,1297
CZ0614053,9410,ROZLOHA,min,40.11,VMB3,1298
CZ0614054,4030,ROZLOHA,min,1.12,VMB2,1299
CZ0614054,5130,ROZLOHA,min,6.2,VMB2,1300
CZ0614054,6230,ROZLOHA,min,4.3,VMB2,1301
CZ0614054,7140,ROZLOHA,min,15.31,VMB2,1302
CZ0614056,6230,ROZLOHA,min,1.19,VMB2,1303
CZ0614056,7140,ROZLOHA,min,4.53,VMB2,1304
CZ0614057,3130,ROZLOHA,min,12.79,VMB2,1305
CZ0614058,3130,ROZLOHA,min,2.22,SDF,1306
CZ0614058,3150,ROZLOHA,min,2.22,VMB2,1307
CZ0614059,6230,ROZLOHA,min,1.23,VMB2,1308
CZ0614059,6410,ROZLOHA,min,2.31,VMB2,1309
CZ0614059,7140,ROZLOHA,min,8.93,VMB2,1310
CZ0614059,7230,ROZLOHA,min,0.31,VMB2,1311
CZ0614131,3260,ROZLOHA,min,40.4,SDF,1312
CZ0614131,6190,ROZLOHA,min,4.46,VMB2,1313
CZ0614131,6210,ROZLOHA,min,9.92,VMB2,1314
CZ0614131,8150,ROZLOHA,min,2.15,SDF,1315
CZ0614131,8220,ROZLOHA,min,29.03,VMB2,1316
CZ0614131,9170,ROZLOHA,min,526,VMB2,1317
CZ0614131,9180,ROZLOHA,min,90.14,VMB2,1318
CZ0614131,91I0,ROZLOHA,min,7.33,VMB2,1319
CZ0614132,3130,ROZLOHA,min,1.38,SDF,1320
CZ0614133,6210,ROZLOHA,min,10.57,VMB2,1321
CZ0614133,6510,ROZLOHA,min,4.88,VMB2,1322
CZ0614134,3260,ROZLOHA,min,39.13,SDF,1323
CZ0614134,6190,ROZLOHA,min,20.23,VMB2,1324
CZ0614134,6210,ROZLOHA,min,43.63,VMB2,1325
CZ0614134,6240,ROZLOHA,min,32.47,VMB2,1326
CZ0614134,8220,ROZLOHA,min,14.42,VMB2,1327
CZ0614134,9170,ROZLOHA,min,197.01,VMB2,1328
CZ0614134,9180,ROZLOHA,min,52.63,VMB2,1329
CZ0614134,91I0,ROZLOHA,min,15.32,VMB2,1330
