"typ_predmetu_hodnoceni","kod_chu","nazev_chu","druh","feature_code","datum_hodnoceni_od","datum_hodnoceni_do","parametr_nazev","parametr_hodnota","parametr_limit","parametr_jednotka","stav","trend","datum_hodnoceni","oop","pracoviste","poznamka","Poznámka"
"Stanovištì","CZ0414127","Hradištì","Polopøirozené suché trávníky a facie køovin na vápnitých podložích (Festuco-Brometalia)","6210","2001-05-06","2024-07-02",10,NA,NA,NA,13,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
"Stanovištì","CZ0414127","Hradištì","Druhovì bohaté smilkové louky na silikátových podložích v horských oblastech (a v kontinentální Evropì v podhorských oblastech)","6230","2010-06-29","2012-05-15",10,NA,NA,NA,12,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
"Stanovištì","CZ0414127","Hradištì","Vlhkomilná vysokobylinná lemová spoleèenstva nížin a horského až alpínského stupnì","6430","2001-05-06","2024-06-17",10,NA,NA,NA,13,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
"Stanovištì","CZ0414127","Hradištì","Extenzivní seèené louky nížin až podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis)","6510","2001-05-06","2024-07-02",10,NA,NA,NA,13,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
"Stanovištì","CZ0414127","Hradištì","Pionýrská vegetace silikátových skal (Sedo-Scleranthion, Sedo albi-Veronicion dillenii)","8230","2001-08-26","2024-05-31",10,NA,NA,NA,13,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
"Stanovištì","CZ0414127","Hradištì","Jeskynì nepøístupné veøejnosti","8310","2017-04-02","2017-05-07",10,NA,NA,NA,8,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
"Stanovištì","CZ0414127","Hradištì","Buèiny asociace Asperulo-Fagetum","9130","2001-05-01","2024-06-18",10,NA,NA,NA,12,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
"Stanovištì","CZ0414127","Hradištì","Lesy svazu Tilio-Acerion na svazích, sutích a v roklích","9180","2001-05-06","2024-07-02",10,NA,NA,NA,12,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
"Stanovištì","CZ0414127","Hradištì","Smíšené jasanovo-olšové lužní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae)","91E0","2001-05-01","2024-06-18",10,NA,NA,NA,12,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
"Stanovištì","CZ0414127","Hradištì","Eurosibiøské stepní doubravy","91I0","2001-09-12","2023-07-11",10,NA,NA,NA,12,1,"2026-09-18","Krajský úøad Ústeckého kraje, Újezdní úøad Hradištì, Krajský úøad Karlovarského kraje, AOPK ÈR - RP SCHKO Slavkovský les","RP SCHKO Slavkovský les",NA,NA
